Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6670200,GWINNETT COUNTY,FREEMAN S MIL,162,843.35,3.1,52.5,44.4,96.9,162,848.08,4.3,40.1,55.6,95.7,162,860.14,4.9,33.3,61.7,95.1,162,865.88,4.3,17.9,77.8,95.7,162,849.17,4.3,39.5,56.2,95.7
6670205,GWINNETT COUNTY,CORLEY ELEMEN,228,822.17,16.7,68.0,15.4,83.3,228,823.31,18.9,62.3,18.9,81.1,232,819.22,28.4,49.6,22.0,71.6,232,827.66,21.1,49.1,29.7,78.9,227,818.32,22.0,65.6,12.3,78.0
6670208,GWINNETT COUNTY,MULBERRY ELEM,102,848.92,2.0,43.1,54.9,98.0,102,845.26,3.9,40.2,55.9,96.1,102,852.67,4.9,41.2,53.9,95.1,102,862.22,2.9,27.5,69.6,97.1,102,846.54,4.9,45.1,50.0,95.1
6670210,GWINNETT COUNTY,LOVIN ELEMENT,134,842.89,4.5,54.5,41.0,95.5,134,839.68,5.2,57.5,37.3,94.8,134,842.22,10.4,48.5,41.0,89.6,134,848.10,9.7,36.6,53.7,90.3,134,836.27,11.2,52.2,36.6,88.8
6670275,GWINNETT COUNTY,KNIGHT ELEMEN,114,844.16,4.4,48.2,47.4,95.6,114,842.96,3.5,54.4,42.1,96.5,114,846.32,7.9,48.2,43.9,92.1,114,854.07,5.3,36.0,58.8,94.7,114,840.83,9.6,47.4,43.0,90.4
6670280,GWINNETT COUNTY,BEAVER RIDGE,196,826.62,14.8,64.8,20.4,85.2,196,833.66,12.2,52.6,35.2,87.8,196,827.47,22.4,49.0,28.6,77.6,196,829.63,17.9,50.0,32.1,82.1,195,815.92,22.6,67.2,10.3,77.4
6670282,GWINNETT COUNTY,ANNISTOWN ELE,100,834.92,5.0,68.0,27.0,95.0,100,834.96,5.0,66.0,29.0,95.0,100,838.61,10.0,50.0,40.0,90.0,100,848.84,4.0,39.0,57.0,96.0,100,828.20,11.0,67.0,22.0,89.0
6670285,GWINNETT COUNTY,HOPKINS ELEME,295,822.58,19.3,62.7,18.0,80.7,295,822.03,18.3,62.4,19.3,81.7,299,815.91,29.4,52.2,18.4,70.6,299,827.55,22.7,42.8,34.4,77.3,294,817.27,27.2,60.9,11.9,72.8
6670286,GWINNETT COUNTY,BROOKWOOD ELE,191,848.55,2.6,46.6,50.8,97.4,191,852.92,4.7,31.9,63.4,95.3,191,861.96,5.8,31.9,62.3,94.2,191,872.14,1.6,23.0,75.4,98.4,191,865.52,2.6,27.7,69.6,97.4
6670287,GWINNETT COUNTY,NORTON ELEMEN,244,840.18,4.9,57.8,37.3,95.1,244,837.52,5.7,58.6,35.7,94.3,244,831.07,18.0,54.5,27.5,82.0,244,839.78,9.0,45.9,45.1,91.0,244,828.18,11.9,66.4,21.7,88.1
6670288,GWINNETT COUNTY,MINOR ELEMENT,202,827.56,8.9,66.3,24.8,91.1,202,830.13,8.4,68.3,23.3,91.6,205,834.29,17.1,53.2,29.8,82.9,205,841.69,13.2,41.5,45.4,86.8,202,828.84,13.9,58.4,27.7,86.1
6670289,GWINNETT COUNTY,MCKENDREE ELE,217,838.38,6.0,57.1,36.9,94.0,217,834.91,8.8,59.0,32.3,91.2,217,835.46,17.5,43.3,39.2,82.5,217,844.76,11.5,38.7,49.8,88.5,217,835.46,14.7,45.6,39.6,85.3
6670291,GWINNETT COUNTY,SHILOH ELEMEN,129,841.34,5.4,55.0,39.5,94.6,129,838.21,5.4,55.0,39.5,94.6,129,828.41,21.7,50.4,27.9,78.3,129,842.81,10.1,45.0,45.0,89.9,129,829.16,9.3,69.0,21.7,90.7
6670294,GWINNETT COUNTY,NESBIT ELEMEN,233,820.04,21.0,62.2,16.7,79.0,233,822.26,20.6,60.5,18.9,79.4,233,817.88,29.2,51.9,18.9,70.8,233,829.82,21.5,43.3,35.2,78.5,233,819.47,28.3,50.2,21.5,71.7
6670295,GWINNETT COUNTY,FORT DANIEL E,113,848.81,2.7,41.6,55.8,97.3,113,845.75,3.5,46.0,50.4,96.5,113,844.87,9.7,47.8,42.5,90.3,113,863.67,3.5,23.9,72.6,96.5,113,847.54,3.5,41.6,54.9,96.5
6670296,GWINNETT COUNTY,SUGAR HILL EL,192,840.45,5.7,57.3,37.0,94.3,192,840.72,5.2,54.2,40.6,94.8,193,843.99,9.8,45.6,44.6,90.2,193,865.73,6.2,23.3,70.5,93.8,192,846.53,7.3,43.2,49.5,92.7
6670298,GWINNETT COUNTY,M H MASON ELE,245,846.23,4.1,44.1,51.8,95.9,245,848.87,5.7,39.6,54.7,94.3,246,858.74,8.9,33.7,57.3,91.1,246,870.50,6.5,17.5,76.0,93.5,245,849.24,9.0,35.9,55.1,91.0
6670300,GWINNETT COUNTY,SUSAN STRIPLI,173,823.92,11.0,71.7,17.3,89.0,173,826.16,13.3,65.9,20.8,86.7,173,825.70,22.5,54.3,23.1,77.5,173,833.08,14.5,53.2,32.4,85.5,173,819.36,23.1,61.8,15.0,76.9
6670305,GWINNETT COUNTY,IVY CREEK ELE,124,844.74,1.6,50.8,47.6,98.4,124,843.61,3.2,47.6,49.2,96.8,125,852.42,5.6,39.2,55.2,94.4,125,857.91,1.6,36.8,61.6,98.4,124,845.43,5.6,50.0,44.4,94.4
6670309,GWINNETT COUNTY,ROSEBUD ELEME,167,841.34,3.6,57.5,38.9,96.4,167,841.62,3.0,58.7,38.3,97.0,167,841.38,12.6,52.1,35.3,87.4,167,864.07,4.8,23.4,71.9,95.2,167,844.43,8.4,49.1,42.5,91.6
6670376,GWINNETT COUNTY,GWIN OAKS ELE,187,840.42,4.3,56.7,39.0,95.7,187,842.41,8.0,48.1,43.9,92.0,187,846.42,10.2,46.5,43.3,89.8,187,856.49,5.9,34.8,59.4,94.1,187,834.81,8.6,58.8,32.6,91.4
6670382,GWINNETT COUNTY,ARCADO ELEMEN,150,843.21,4.7,52.7,42.7,95.3,150,845.83,3.3,49.3,47.3,96.7,151,854.32,8.6,35.8,55.6,91.4,151,863.29,4.0,33.1,62.9,96.0,150,851.35,6.0,42.7,51.3,94.0
6670389,GWINNETT COUNTY,CEDAR HILL EL,220,833.15,12.3,54.1,33.6,87.7,220,834.31,8.2,62.7,29.1,91.8,220,835.98,18.2,45.9,35.9,81.8,220,837.65,15.9,43.2,40.9,84.1,219,824.37,18.7,61.6,19.6,81.3
6670391,GWINNETT COUNTY,PHARR ELEMENT,157,839.14,9.6,51.0,39.5,90.4,157,841.12,8.3,45.9,45.9,91.7,157,839.08,15.9,44.6,39.5,84.1,157,850.60,10.8,29.3,59.9,89.2,157,837.55,12.1,52.2,35.7,87.9
6670394,GWINNETT COUNTY,SIMONTON ELEM,225,829.12,12.9,62.7,24.4,87.1,225,831.49,8.4,66.2,25.3,91.6,225,834.20,19.1,46.2,34.7,80.9,225,837.76,15.1,41.3,43.6,84.9,225,817.97,23.6,61.8,14.7,76.4
6670395,GWINNETT COUNTY,JACKSON ELEME,306,843.30,4.2,52.0,43.8,95.8,306,841.90,6.9,50.3,42.8,93.1,309,846.38,8.1,47.9,44.0,91.9,309,858.19,7.8,28.8,63.4,92.2,305,839.07,9.5,53.4,37.0,90.5
6670397,GWINNETT COUNTY,MAGILL ELEMEN,242,835.94,6.6,55.8,37.6,93.4,242,837.10,7.4,55.0,37.6,92.6,242,836.69,14.0,47.1,38.8,86.0,242,845.40,11.2,39.7,49.2,88.8,242,832.95,9.1,59.9,31.0,90.9
6670398,GWINNETT COUNTY,PARTEE ELEMEN,125,827.45,12.0,66.4,21.6,88.0,125,829.97,12.0,60.8,27.2,88.0,125,825.98,18.4,56.0,25.6,81.6,125,833.15,13.6,55.2,31.2,86.4,125,820.75,23.2,63.2,13.6,76.8
6670400,GWINNETT COUNTY,RIVERSIDE ELE,236,853.22,2.1,35.2,62.7,97.9,236,856.67,3.0,30.5,66.5,97.0,236,861.85,5.5,28.8,65.7,94.5,236,872.89,3.0,16.1,80.9,97.0,236,855.84,3.8,33.9,62.3,96.2
6670409,GWINNETT COUNTY,PUCKETT S MIL,202,852.24,1.5,40.6,57.9,98.5,202,850.15,2.0,46.5,51.5,98.0,202,851.54,4.5,44.1,51.5,95.5,201,865.28,1.0,22.4,76.6,99.0,201,855.97,2.5,36.3,61.2,97.5
6670494,GWINNETT COUNTY,SIMPSON ELEME,170,858.87,3.5,22.9,73.5,96.5,170,857.53,3.5,24.7,71.8,96.5,170,870.02,5.3,15.9,78.8,94.7,170,883.08,4.7,4.7,90.6,95.3,170,868.99,4.7,17.6,77.6,95.3
6670495,GWINNETT COUNTY,KANOHEDA ELEM,168,835.30,7.1,63.1,29.8,92.9,168,836.68,6.5,53.0,40.5,93.5,172,835.76,17.4,43.0,39.5,82.6,172,844.29,15.1,33.7,51.2,84.9,168,827.63,14.9,60.7,24.4,85.1
6670498,GWINNETT COUNTY,TAYLOR ELEMEN,193,843.84,6.2,48.2,45.6,93.8,193,841.42,8.8,45.6,45.6,91.2,193,845.63,14.5,37.8,47.7,85.5,193,853.46,9.8,30.6,59.6,90.2,193,837.10,14.5,43.5,42.0,85.5
6670505,GWINNETT COUNTY,SYCAMORE ELEM,117,828.04,11.1,61.5,27.4,88.9,117,831.76,11.1,60.7,28.2,88.9,118,838.63,13.6,46.6,39.8,86.4,118,836.08,18.6,43.2,38.1,81.4,117,821.06,20.5,62.4,17.1,79.5
6670509,GWINNETT COUNTY,TRIP ELEMENTA,155,838.83,3.9,62.6,33.5,96.1,154,836.88,5.2,57.8,37.0,94.8,155,835.66,16.8,49.0,34.2,83.2,154,848.94,7.8,40.3,51.9,92.2,154,833.84,12.3,54.5,33.1,87.7
6670605,GWINNETT COUNTY,W J COOPER,192,840.71,4.2,57.8,38.0,95.8,192,838.85,5.2,58.9,35.9,94.8,193,843.02,9.8,44.0,46.1,90.2,193,846.79,7.3,39.4,53.4,92.7,193,833.91,10.9,57.0,32.1,89.1
6670608,GWINNETT COUNTY,PATRICK ELEME,149,843.46,5.4,52.3,42.3,94.6,149,843.59,6.0,45.0,49.0,94.0,150,848.73,8.7,44.7,46.7,91.3,150,856.23,7.3,28.0,64.7,92.7,149,842.84,8.1,45.6,46.3,91.9
6670705,GWINNETT COUNTY,PARSONS ELEME,194,849.02,1.0,43.8,55.2,99.0,194,850.73,1.0,38.7,60.3,99.0,196,849.56,8.7,38.8,52.6,91.3,196,865.72,4.1,21.4,74.5,95.9,194,843.29,6.2,50.5,43.3,93.8
6670908,GWINNETT COUNTY,NEW LIFE ACAD,22,837.68,0.0,63.6,36.4,100.0,22,846.27,0.0,45.5,54.5,100.0,22,840.95,4.5,63.6,31.8,95.5,22,851.55,0.0,45.5,54.5,100.0,22,841.77,0.0,63.6,36.4,100.0
6671005,GWINNETT COUNTY,ALCOVA ELEMEN,143,835.38,4.9,62.9,32.2,95.1,143,836.37,6.3,58.0,35.7,93.7,144,827.49,18.1,56.3,25.7,81.9,144,853.58,6.3,38.2,55.6,93.8,143,834.00,11.9,60.8,27.3,88.1
6671052,GWINNETT COUNTY,DYER ELEMENTA,131,840.56,4.6,56.5,38.9,95.4,130,842.56,3.1,50.8,46.2,96.9,131,848.46,8.4,40.5,51.1,91.6,130,854.75,4.6,41.5,53.8,95.4,129,834.87,9.3,56.6,34.1,90.7
6671058,GWINNETT COUNTY,ROCKBRIDGE EL,123,818.76,21.1,64.2,14.6,78.9,123,821.57,19.5,63.4,17.1,80.5,125,813.06,36.8,46.4,16.8,63.2,124,821.67,24.2,54.0,21.8,75.8,122,815.49,32.0,53.3,14.8,68.0
6671105,GWINNETT COUNTY,J A ALFORD EL,162,828.61,9.3,67.3,23.5,90.7,162,831.20,9.9,62.3,27.8,90.1,162,831.14,17.3,50.6,32.1,82.7,162,828.73,23.5,40.7,35.8,76.5,162,823.27,19.8,62.3,17.9,80.2
6671110,GWINNETT COUNTY,STARLING ELEM,154,841.26,5.8,51.3,42.9,94.2,154,846.36,3.9,46.8,49.4,96.1,154,846.90,11.0,40.9,48.1,89.0,154,849.19,9.7,37.0,53.2,90.3,154,834.74,11.0,52.6,36.4,89.0
6671205,GWINNETT COUNTY,DUNCAN CREEK,206,844.43,5.3,47.6,47.1,94.7,206,843.70,5.3,49.0,45.6,94.7,205,850.22,9.8,37.1,53.2,90.2,206,858.74,4.9,33.0,62.1,95.1,206,838.28,7.3,54.9,37.9,92.7
6671305,GWINNETT COUNTY,MARGARET WINN,221,831.36,10.4,62.0,27.6,89.6,221,831.57,10.9,62.0,27.1,89.1,220,841.43,13.2,49.1,37.7,86.8,220,841.31,10.9,45.5,43.6,89.1,220,824.13,17.3,62.7,20.0,82.7
6671310,GWINNETT COUNTY,WHITE OAK ELE,123,851.00,0.8,48.0,51.2,99.2,123,848.28,1.6,48.0,50.4,98.4,123,854.95,2.4,35.0,62.6,97.6,123,862.73,1.6,31.7,66.7,98.4,123,845.75,2.4,50.4,47.2,97.6
6671405,GWINNETT COUNTY,LEVEL CREEK E,206,847.69,3.9,44.2,51.9,96.1,206,849.36,4.9,41.3,53.9,95.1,206,852.22,7.3,40.3,52.4,92.7,206,867.98,5.3,22.3,72.3,94.7,206,854.54,5.3,35.9,58.7,94.7
6671605,GWINNETT COUNTY,CHARLES BRANT,132,835.25,6.1,65.2,28.8,93.9,132,839.54,3.8,57.6,38.6,96.2,133,848.28,9.8,43.6,46.6,90.2,133,853.23,8.3,33.8,57.9,91.7,132,825.61,18.9,56.8,24.2,81.1
6671810,GWINNETT COUNTY,WOODWARD MILL,149,845.74,1.3,54.4,44.3,98.7,149,846.46,2.0,46.3,51.7,98.0,149,844.53,10.7,42.3,47.0,89.3,149,862.79,4.0,27.5,68.5,96.0,149,842.97,5.4,48.3,46.3,94.6
6672050,GWINNETT COUNTY,BETHESDA ELEM,177,830.31,11.3,57.6,31.1,88.7,177,832.90,10.2,56.5,33.3,89.8,177,835.02,17.5,48.0,34.5,82.5,177,835.81,15.3,43.5,41.2,84.7,176,826.99,19.3,54.5,26.1,80.7
6672052,GWINNETT COUNTY,GRAYSON ELEME,141,844.52,5.7,44.0,50.4,94.3,141,839.64,7.1,50.4,42.6,92.9,141,847.24,13.5,39.0,47.5,86.5,141,854.71,9.2,30.5,60.3,90.8,141,837.43,8.5,51.8,39.7,91.5
6672054,GWINNETT COUNTY,HARMONY ELEME,107,842.60,5.6,49.5,44.9,94.4,107,841.32,9.3,49.5,41.1,90.7,107,850.69,14.0,30.8,55.1,86.0,107,855.50,6.5,30.8,62.6,93.5,106,846.08,6.6,46.2,47.2,93.4
6672056,GWINNETT COUNTY,MOUNTAIN PARK,94,845.10,5.3,52.1,42.6,94.7,94,839.37,9.6,46.8,43.6,90.4,94,835.18,17.0,45.7,37.2,83.0,94,851.88,12.8,35.1,52.1,87.2,94,839.36,11.7,42.6,45.7,88.3
6673050,GWINNETT COUNTY,BRITT ELEMENT,149,838.38,4.7,59.7,35.6,95.3,149,838.92,5.4,56.4,38.3,94.6,149,841.35,14.8,44.3,40.9,85.2,149,853.07,6.0,39.6,54.4,94.0,149,831.33,10.1,57.7,32.2,89.9
6673054,GWINNETT COUNTY,HARRIS ELEMEN,129,844.14,3.9,51.2,45.0,96.1,129,842.95,7.0,48.8,44.2,93.0,129,850.01,10.1,38.0,51.9,89.9,129,855.05,4.7,38.8,56.6,95.3,128,834.55,10.2,56.3,33.6,89.8
6673550,GWINNETT COUNTY,CAMP CREEK EL,184,855.40,1.1,34.2,64.7,98.9,184,853.39,1.1,39.1,59.8,98.9,185,854.26,3.2,39.5,57.3,96.8,184,870.83,1.1,21.2,77.7,98.9,183,851.89,1.6,44.8,53.6,98.4
6674056,GWINNETT COUNTY,NORCROSS ELEM,148,827.20,18.2,54.7,27.0,81.8,148,826.93,16.2,56.1,27.7,83.8,148,820.99,25.7,48.0,26.4,74.3,148,829.82,20.9,41.2,37.8,79.1,148,816.30,31.1,52.7,16.2,68.9
6675054,GWINNETT COUNTY,LAWRENCEVILLE,144,826.65,11.8,67.4,20.8,88.2,144,826.88,11.8,68.1,20.1,88.2,144,825.31,24.3,50.7,25.0,75.7,144,831.32,19.4,45.1,35.4,80.6,144,817.24,27.8,58.3,13.9,72.2
6675056,GWINNETT COUNTY,PEACHTREE ELE,221,832.92,7.7,64.7,27.6,92.3,221,830.38,9.5,64.7,25.8,90.5,222,835.19,12.6,51.8,35.6,87.4,221,834.70,13.1,52.0,34.8,86.9,220,827.93,9.5,70.5,20.0,90.5
6675058,GWINNETT COUNTY,SUWANEE ELEME,149,851.64,1.3,39.6,59.1,98.7,149,854.09,1.3,40.9,57.7,98.7,149,859.64,4.0,36.2,59.7,96.0,149,874.69,0.7,18.8,80.5,99.3,149,864.34,0.7,32.2,67.1,99.3
6675554,GWINNETT COUNTY,LILBURN ELEME,230,829.07,12.6,65.2,22.2,87.4,230,828.42,13.9,58.3,27.8,86.1,230,828.00,26.5,43.5,30.0,73.5,230,828.45,21.3,48.3,30.4,78.7,230,818.45,25.2,59.1,15.7,74.8
6680101,HABERSHAM COUNTY,CORNELIA ELEM,86,824.38,14.0,65.1,20.9,86.0,86,823.92,19.8,58.1,22.1,80.2,86,827.21,22.1,53.5,24.4,77.9,86,822.56,27.9,41.9,30.2,72.1,86,820.23,23.3,59.3,17.4,76.7
6680105,HABERSHAM COUNTY,LEVEL GROVE E,86,830.15,14.0,59.3,26.7,86.0,86,837.85,8.1,50.0,41.9,91.9,86,828.99,18.6,55.8,25.6,81.4,86,832.15,16.3,41.9,41.9,83.7,86,819.74,24.4,61.6,14.0,75.6
6680189,HABERSHAM COUNTY,CLARKESVILLE,86,836.67,11.6,55.8,32.6,88.4,86,830.62,16.3,60.5,23.3,83.7,86,833.47,18.6,48.8,32.6,81.4,86,840.14,14.0,43.0,43.0,86.0,86,826.70,20.9,57.0,22.1,79.1
6680201,HABERSHAM COUNTY,DEMOREST ELEM,95,826.87,16.8,58.9,24.2,83.2,95,828.36,14.7,61.1,24.2,85.3,95,824.54,28.4,44.2,27.4,71.6,95,834.99,17.9,44.2,37.9,82.1,95,824.64,24.2,50.5,25.3,75.8
6681050,HABERSHAM COUNTY,BALDWIN ELEME,71,810.63,36.6,50.7,12.7,63.4,71,811.55,31.0,57.7,11.3,69.0,71,802.34,52.1,42.3,5.6,47.9,71,799.00,53.5,38.0,8.5,46.5,71,800.10,59.2,36.6,4.2,40.8
6683054,HABERSHAM COUNTY,WOODVILLE ELE,51,836.67,5.9,58.8,35.3,94.1,51,836.10,5.9,60.8,33.3,94.1,51,830.41,9.8,66.7,23.5,90.2,51,826.92,13.7,60.8,25.5,86.3,51,821.86,11.8,76.5,11.8,88.2
6685050,HABERSHAM COUNTY,FAIRVIEW ELEM,72,830.33,11.1,62.5,26.4,88.9,72,825.39,12.5,65.3,22.2,87.5,72,831.47,18.1,52.8,29.2,81.9,72,835.03,18.1,43.1,38.9,81.9,72,818.29,19.4,70.8,9.7,80.6
6685052,HABERSHAM COUNTY,HAZEL GROVE E,29,842.69,0.0,55.2,44.8,100.0,29,839.21,3.4,62.1,34.5,96.6,29,847.69,6.9,37.9,55.2,93.1,29,842.90,10.3,37.9,51.7,89.7,29,827.83,3.4,72.4,24.1,96.6
6690101,HALL COUNTY,MARTIN ELEMEN,105,827.78,14.3,62.9,22.9,85.7,104,822.33,18.3,65.4,16.3,81.7,106,818.38,33.0,43.4,23.6,67.0,105,825.02,26.7,44.8,28.6,73.3,104,816.08,32.7,55.8,11.5,67.3
6690103,HALL COUNTY,SUGAR HILL EL,109,827.85,8.3,69.7,22.0,91.7,109,828.61,17.4,54.1,28.4,82.6,109,828.23,26.6,45.9,27.5,73.4,108,828.12,22.2,41.7,36.1,77.8,108,822.66,28.7,47.2,24.1,71.3
6690106,HALL COUNTY,CHICOPEE ELEM,81,819.51,14.8,75.3,9.9,85.2,81,810.05,27.2,69.1,3.7,72.8,82,811.95,35.4,46.3,18.3,64.6,82,806.29,37.8,46.3,15.9,62.2,81,799.72,53.1,44.4,2.5,46.9
6690110,HALL COUNTY,WORLD LANGUAG,55,848.00,7.3,41.8,50.9,92.7,55,845.04,9.1,43.6,47.3,90.9,55,844.51,12.7,40.0,47.3,87.3,55,836.44,9.1,47.3,43.6,90.9,54,825.63,13.0,63.0,24.1,87.0
6690176,HALL COUNTY,MYERS ELEMENT,127,821.29,22.8,64.6,12.6,77.2,127,818.80,17.3,68.5,14.2,82.7,127,816.02,32.3,48.0,19.7,67.7,126,804.48,46.8,39.7,13.5,53.2,127,796.12,60.6,36.2,3.1,39.4
6690192,HALL COUNTY,SPOUT SPRINGS,144,842.44,5.6,49.3,45.1,94.4,144,838.96,8.3,54.9,36.8,91.7,144,841.93,11.1,43.8,45.1,88.9,144,832.75,13.2,54.9,31.9,86.8,144,826.61,14.6,65.3,20.1,85.4
6690194,HALL COUNTY,MOUNT VERNON,134,841.14,5.2,51.5,43.3,94.8,134,839.40,5.2,56.7,38.1,94.8,134,839.03,11.2,46.3,42.5,88.8,134,834.93,10.4,52.2,37.3,89.6,134,817.17,20.9,71.6,7.5,79.1
6690196,HALL COUNTY,FRIENDSHIP EL,124,838.11,5.6,58.1,36.3,94.4,124,835.22,5.6,59.7,34.7,94.4,124,838.24,12.1,50.8,37.1,87.9,124,843.10,10.5,41.9,47.6,89.5,124,822.84,16.1,65.3,18.5,83.9
6690276,HALL COUNTY,WAUKA MOUNTAI,90,842.52,5.6,53.3,41.1,94.4,90,840.22,6.7,53.3,40.0,93.3,90,843.68,7.8,47.8,44.4,92.2,89,842.33,11.2,41.6,47.2,88.8,89,823.43,15.7,69.7,14.6,84.3
6691058,HALL COUNTY,WHITE SULPHUR,82,825.68,13.4,68.3,18.3,86.6,82,829.29,12.2,61.0,26.8,87.8,82,824.85,26.8,45.1,28.0,73.2,82,805.40,46.3,41.5,12.2,53.7,82,796.73,57.3,42.7,0.0,42.7
6692052,HALL COUNTY,FLOWERY BRANC,132,832.85,10.6,56.1,33.3,89.4,132,826.77,15.9,58.3,25.8,84.1,133,829.20,26.3,40.6,33.1,73.7,133,830.20,21.1,45.1,33.8,78.9,131,810.15,29.8,65.6,4.6,70.2
6692056,HALL COUNTY,OAKWOOD ELEME,85,830.45,10.6,68.2,21.2,89.4,85,830.75,9.4,64.7,25.9,90.6,85,823.93,23.5,52.9,23.5,76.5,85,821.86,23.5,51.8,24.7,76.5,85,811.42,35.3,57.6,7.1,64.7
6693054,HALL COUNTY,LANIER ELEMEN,121,831.09,9.9,61.2,28.9,90.1,121,827.36,14.0,59.5,26.4,86.0,121,823.48,19.8,61.2,19.0,80.2,119,817.67,33.6,43.7,22.7,66.4,119,816.33,35.3,46.2,18.5,64.7
6693056,HALL COUNTY,RIVERBEND ELE,62,835.23,4.8,61.3,33.9,95.2,62,828.55,16.1,56.5,27.4,83.9,62,826.19,19.4,59.7,21.0,80.6,61,823.85,18.0,59.0,23.0,82.0,61,813.44,36.1,57.4,6.6,63.9
6694050,HALL COUNTY,CHESTNUT MOUN,110,831.14,10.9,60.9,28.2,89.1,110,824.87,24.5,47.3,28.2,75.5,110,815.55,32.7,46.4,20.9,67.3,110,822.93,27.3,42.7,30.0,72.7,109,814.51,29.4,63.3,7.3,70.6
6694054,HALL COUNTY,LULA ELEMENTA,84,828.14,19.0,56.0,25.0,81.0,84,822.94,16.7,65.5,17.9,83.3,84,836.24,19.0,40.5,40.5,81.0,84,816.83,38.1,35.7,26.2,61.9,84,806.51,42.9,52.4,4.8,57.1
6694056,HALL COUNTY,SARDIS ELEMEN,102,826.38,14.7,65.7,19.6,85.3,102,824.08,18.6,62.7,18.6,81.4,102,819.08,29.4,51.0,19.6,70.6,102,824.51,25.5,46.1,28.4,74.5,102,814.56,28.4,60.8,10.8,71.6
6695050,HALL COUNTY,JONES ELEMENT,65,816.08,21.5,69.2,9.2,78.5,65,813.46,24.6,69.2,6.2,75.4,66,818.47,33.3,48.5,18.2,66.7,66,793.08,54.5,43.9,1.5,45.5,65,786.02,73.8,26.2,0.0,26.2
6695052,HALL COUNTY,LYMAN HALL,117,820.21,7.7,86.3,6.0,92.3,117,818.74,14.5,75.2,10.3,85.5,117,821.73,23.9,55.6,20.5,76.1,117,794.57,52.1,44.4,3.4,47.9,117,793.22,65.0,35.0,0.0,35.0
6695054,HALL COUNTY,MCEVER ELEMEN,67,823.49,16.4,68.7,14.9,83.6,67,822.48,14.9,70.1,14.9,85.1,67,826.88,22.4,52.2,25.4,77.6,67,816.43,28.4,50.7,20.9,71.6,67,805.70,43.3,49.3,7.5,56.7
6695056,HALL COUNTY,TADMORE ELEME,79,817.75,16.5,72.2,11.4,83.5,79,812.27,25.3,65.8,8.9,74.7,79,809.32,35.4,50.6,13.9,64.6,78,795.76,53.8,43.6,2.6,46.2,77,793.70,63.6,36.4,0.0,36.4
6696420,HALL COUNTY,ALPINE PSYCHO,2,--,--,--,--,--,2,--,--,--,--,--,1,--,--,--,--,--,2,--,--,--,--,--,2,--,--,--,--,--
6700188,HANCOCK COUNTY,LEWIS ELEMENT,66,810.64,33.3,60.6,6.1,66.7,66,814.83,24.2,69.7,6.1,75.8,66,802.94,45.5,45.5,9.1,54.5,66,812.39,36.4,47.0,16.7,63.6,66,795.55,66.7,30.3,3.0,33.3
6710178,HARALSON COUNTY,BUCHANAN ELEM,135,825.16,17.8,60.7,21.5,82.2,135,820.87,23.7,56.3,20.0,76.3,135,816.00,34.1,46.7,19.3,65.9,135,817.31,32.6,41.5,25.9,67.4,135,807.76,39.3,54.1,6.7,60.7
6714050,HARALSON COUNTY,WEST HARALSON,140,829.04,12.9,59.3,27.9,87.1,141,825.54,14.2,65.2,20.6,85.8,141,818.50,31.9,43.3,24.8,68.1,141,828.28,15.6,53.2,31.2,84.4,141,820.52,21.3,61.7,17.0,78.7
6720188,HARRIS COUNTY,PARK ELEMENTA,83,835.71,9.6,59.0,31.3,90.4,83,831.87,9.6,62.7,27.7,90.4,83,839.10,16.9,42.2,41.0,83.1,83,831.76,19.3,47.0,33.7,80.7,82,820.98,19.5,62.2,18.3,80.5
6720190,HARRIS COUNTY,PINE RIDGE EL,92,849.00,2.2,47.8,50.0,97.8,92,842.07,4.3,53.3,42.4,95.7,92,839.55,10.9,45.7,43.5,89.1,91,836.86,5.5,61.5,33.0,94.5,92,822.80,9.8,78.3,12.0,90.2
6720199,HARRIS COUNTY,MULBERRY CREE,101,842.74,4.0,57.4,38.6,96.0,101,839.41,5.0,53.5,41.6,95.0,101,844.91,12.9,40.6,46.5,87.1,101,848.12,8.9,38.6,52.5,91.1,100,835.15,10.0,53.0,37.0,90.0
6720290,HARRIS COUNTY,NEW MOUNTAIN,85,843.13,3.5,52.9,43.5,96.5,85,837.78,7.1,50.6,42.4,92.9,85,845.73,15.3,37.6,47.1,84.7,85,851.12,3.5,43.5,52.9,96.5,85,833.27,14.1,48.2,37.6,85.9
6730102,HART COUNTY,NORTH HART EL,124,837.10,8.1,58.9,33.1,91.9,124,829.19,11.3,62.9,25.8,88.7,125,830.61,24.0,42.4,33.6,76.0,125,833.02,19.2,44.0,36.8,80.8,124,819.33,24.2,56.5,19.4,75.8
