Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
6670294,GWINNETT COUNTY,NESBIT ELEMEN,221,821.83,25.8,52.0,22.2,74.2,219,821.79,19.2,63.9,16.9,80.8,222,821.37,27.9,48.6,23.4,72.1,227,813.98,31.7,50.7,17.6,68.3,225,813.29,30.7,58.7,10.7,69.3,7,4th
6670295,GWINNETT COUNTY,FORT DANIEL E,110,861.35,0.9,30.0,69.1,99.1,110,857.90,1.8,33.6,64.5,98.2,108,868.76,2.8,28.7,68.5,97.2,111,859.38,4.5,32.4,63.1,95.5,111,852.29,4.5,36.9,58.6,95.5,7,7th
6670296,GWINNETT COUNTY,SUGAR HILL EL,187,846.95,5.3,49.7,44.9,94.7,183,843.92,6.0,53.6,40.4,94.0,185,850.18,11.9,40.0,48.1,88.1,189,840.94,15.9,36.0,48.1,84.1,187,837.52,12.3,54.0,33.7,87.7,7,7th
6670298,GWINNETT COUNTY,M H MASON ELE,171,853.84,1.8,43.3,55.0,98.2,172,852.40,4.1,44.8,51.2,95.9,170,866.61,7.6,28.8,63.5,92.4,181,852.43,10.5,32.6,56.9,89.5,180,840.09,11.1,47.2,41.7,88.9,7,7th
6670300,GWINNETT COUNTY,SUSAN STRIPLI,155,827.13,11.6,64.5,23.9,88.4,154,832.16,11.0,63.6,25.3,89.0,155,834.35,20.0,48.4,31.6,80.0,159,826.65,20.8,48.4,30.8,79.2,159,823.41,18.9,60.4,20.8,81.1,7,4th
6670305,GWINNETT COUNTY,IVY CREEK ELE,143,849.82,2.1,46.9,51.0,97.9,142,845.93,2.8,50.7,46.5,97.2,143,851.26,7.7,40.6,51.7,92.3,144,852.45,3.5,37.5,59.0,96.5,144,848.08,3.5,45.8,50.7,96.5,7,7th
6670309,GWINNETT COUNTY,ROSEBUD ELEME,145,834.17,11.0,57.9,31.0,89.0,144,837.28,9.0,57.6,33.3,91.0,146,832.92,17.1,50.0,32.9,82.9,150,830.47,18.0,45.3,36.7,82.0,150,830.23,14.0,57.3,28.7,86.0,7,7th
6670376,GWINNETT COUNTY,GWIN OAKS ELE,145,852.53,1.4,45.5,53.1,98.6,145,861.09,0.7,37.2,62.1,99.3,145,873.03,3.4,29.0,67.6,96.6,152,862.90,2.6,28.9,68.4,97.4,151,852.65,3.3,41.7,55.0,96.7,7,7th
6670382,GWINNETT COUNTY,ARCADO ELEMEN,152,848.31,3.9,47.4,48.7,96.1,149,843.49,6.0,51.0,43.0,94.0,152,855.26,11.8,33.6,54.6,88.2,153,842.82,16.3,38.6,45.1,83.7,153,842.82,7.8,49.7,42.5,92.2,7,7th
6670389,GWINNETT COUNTY,CEDAR HILL EL,216,841.99,6.0,52.8,41.2,94.0,216,839.66,7.4,56.0,36.6,92.6,215,844.64,14.4,37.7,47.9,85.6,228,832.38,17.5,46.1,36.4,82.5,228,827.28,15.4,61.8,22.8,84.6,7,7th
6670391,GWINNETT COUNTY,PHARR ELEMENT,121,848.95,6.6,43.0,50.4,93.4,120,846.78,3.3,45.8,50.8,96.7,122,844.89,10.7,41.0,48.4,89.3,126,836.36,15.1,41.3,43.7,84.9,124,834.19,8.1,61.3,30.6,91.9,7,7th
6670394,GWINNETT COUNTY,SIMONTON ELEM,135,844.53,4.4,49.6,45.9,95.6,136,851.26,3.7,43.4,52.9,96.3,136,864.63,6.6,30.1,63.2,93.4,138,843.31,11.6,38.4,50.0,88.4,138,826.82,10.9,71.0,18.1,89.1,7,7th
6670395,GWINNETT COUNTY,JACKSON ELEME,286,845.57,6.6,49.3,44.1,93.4,285,844.67,8.1,48.8,43.2,91.9,282,852.49,14.9,33.3,51.8,85.1,287,846.25,11.1,40.1,48.8,88.9,287,842.55,10.5,47.4,42.2,89.5,7,7th
6670397,GWINNETT COUNTY,MAGILL ELEMEN,199,838.54,8.0,54.3,37.7,92.0,198,833.47,12.1,52.0,35.9,87.9,197,833.40,21.8,44.2,34.0,78.2,202,830.15,22.3,42.6,35.1,77.7,202,828.14,16.8,58.4,24.8,83.2,7,7th
6670398,GWINNETT COUNTY,PARTEE ELEMEN,80,842.13,5.0,50.0,45.0,95.0,81,839.62,4.9,58.0,37.0,95.1,79,839.06,12.7,45.6,41.8,87.3,83,828.43,13.3,56.6,30.1,86.7,83,826.96,14.5,65.1,20.5,85.5,7,7th
6670400,GWINNETT COUNTY,RIVERSIDE ELE,183,864.69,1.6,27.9,70.5,98.4,182,863.29,0.5,32.4,67.0,99.5,181,873.08,3.9,27.1,69.1,96.1,184,863.97,2.7,24.5,72.8,97.3,184,864.40,3.8,27.7,68.5,96.2,7,7th
6670409,GWINNETT COUNTY,PUCKETT S MIL,199,860.55,1.0,34.2,64.8,99.0,199,857.13,1.0,38.2,60.8,99.0,199,867.84,3.5,28.1,68.3,96.5,199,855.15,3.5,30.7,65.8,96.5,199,839.65,4.5,60.3,35.2,95.5,7,7th
6670494,GWINNETT COUNTY,SIMPSON ELEME,160,866.66,1.9,18.1,80.0,98.1,160,865.89,1.9,26.3,71.9,98.1,160,880.13,3.1,20.0,76.9,96.9,164,862.95,5.5,19.5,75.0,94.5,163,869.32,4.9,19.6,75.5,95.1,7,7th
6670495,GWINNETT COUNTY,KANOHEDA ELEM,172,835.52,8.7,59.9,31.4,91.3,169,836.59,7.1,61.5,31.4,92.9,171,843.44,11.1,46.2,42.7,88.9,180,831.01,14.4,50.6,35.0,85.6,179,833.69,8.9,60.9,30.2,91.1,7,7th
6670498,GWINNETT COUNTY,TAYLOR ELEMEN,164,855.18,3.7,36.0,60.4,96.3,162,854.21,2.5,39.5,58.0,97.5,164,864.79,8.5,30.5,61.0,91.5,172,851.25,11.0,32.0,57.0,89.0,169,841.98,8.9,48.5,42.6,91.1,7,7th
6670505,GWINNETT COUNTY,SYCAMORE ELEM,110,835.32,11.8,50.9,37.3,88.2,109,831.17,11.0,61.5,27.5,89.0,110,831.85,21.8,43.6,34.5,78.2,112,831.47,17.9,47.3,34.8,82.1,112,821.72,16.1,67.9,16.1,83.9,7,7th
6670509,GWINNETT COUNTY,TRIP ELEMENTA,146,848.92,3.4,43.8,52.7,96.6,145,853.08,5.5,36.6,57.9,94.5,146,846.53,15.1,41.8,43.2,84.9,145,846.33,10.3,37.2,52.4,89.7,144,838.58,6.9,61.1,31.9,93.1,7,7th
6670605,GWINNETT COUNTY,W J COOPER,200,852.25,2.5,38.5,59.0,97.5,199,849.02,1.5,47.7,50.8,98.5,199,851.34,8.0,40.2,51.8,92.0,201,850.34,5.0,39.8,55.2,95.0,202,847.16,5.0,48.5,46.5,95.0,7,7th
6670608,GWINNETT COUNTY,PATRICK ELEME,142,851.75,1.4,44.4,54.2,98.6,140,853.24,5.0,35.7,59.3,95.0,140,856.57,10.7,32.1,57.1,89.3,141,849.38,7.8,34.0,58.2,92.2,141,849.78,5.0,42.6,52.5,95.0,7,7th
6670705,GWINNETT COUNTY,PARSONS ELEME,138,865.67,0.7,29.0,70.3,99.3,138,864.80,0.7,28.3,71.0,99.3,138,882.59,2.9,21.0,76.1,97.1,138,867.67,0.7,22.5,76.8,99.3,138,863.57,1.4,36.2,62.3,98.6,7,7th
6670908,GWINNETT COUNTY,NEW LIFE ACAD,39,850.38,0.0,53.8,46.2,100.0,39,845.77,2.6,53.8,43.6,97.4,39,849.54,5.1,46.2,48.7,94.9,38,838.74,5.3,52.6,42.1,94.7,39,836.28,5.1,69.2,25.6,94.9,7,7th
6671005,GWINNETT COUNTY,ALCOVA ELEMEN,170,838.58,5.3,58.8,35.9,94.7,167,835.61,5.4,66.5,28.1,94.6,169,837.49,17.2,48.5,34.3,82.8,182,830.24,17.0,50.5,32.4,83.0,180,834.08,15.0,55.6,29.4,85.0,7,7th
6671013,GWINNETT COUNTY,FERGUSON ELEM,141,829.01,12.8,58.9,28.4,87.2,141,831.42,14.2,55.3,30.5,85.8,142,821.49,32.4,39.4,28.2,67.6,145,821.54,26.2,49.0,24.8,73.8,144,817.78,23.6,63.2,13.2,76.4,7,7th
6671014,GWINNETT COUNTY,ROBERTS ELEME,118,856.64,1.7,34.7,63.6,98.3,113,856.89,3.5,32.7,63.7,96.5,116,863.57,9.5,31.0,59.5,90.5,118,856.32,4.2,28.8,66.9,95.8,117,847.15,5.1,48.7,46.2,94.9,7,7th
6671015,GWINNETT COUNTY,JENKINS ELEME,158,830.23,10.1,65.2,24.7,89.9,160,831.82,11.9,65.0,23.1,88.1,160,840.38,16.3,40.0,43.8,83.8,163,830.92,16.6,50.3,33.1,83.4,163,829.65,11.0,62.0,27.0,89.0,7,7th
6671016,GWINNETT COUNTY,ANDERSON LIVS,123,835.04,10.6,52.8,36.6,89.4,123,832.01,11.4,57.7,30.9,88.6,123,829.90,27.6,41.5,30.9,72.4,125,833.40,19.2,42.4,38.4,80.8,125,822.92,20.0,60.8,19.2,80.0,7,7th
6671017,GWINNETT COUNTY,BURNETTE ELEM,121,866.12,2.5,22.3,75.2,97.5,121,870.34,0.8,21.5,77.7,99.2,124,881.65,3.2,17.7,79.0,96.8,124,860.10,1.6,26.6,71.8,98.4,122,859.05,1.6,31.1,67.2,98.4,7,7th
6671020,GWINNETT COUNTY,NEW LIFE,19,846.58,0.0,57.9,42.1,100.0,19,849.05,0.0,52.6,47.4,100.0,19,850.47,5.3,26.3,68.4,94.7,19,837.95,5.3,63.2,31.6,94.7,19,828.32,0.0,89.5,10.5,100.0,7,7th
6671052,GWINNETT COUNTY,DYER ELEMENTA,152,849.89,3.3,46.7,50.0,96.7,152,845.47,4.6,48.0,47.4,95.4,152,855.66,13.2,30.9,55.9,86.8,152,847.03,5.3,44.1,50.7,94.7,150,842.81,4.7,62.7,32.7,95.3,7,7th
6671058,GWINNETT COUNTY,ROCKBRIDGE EL,149,824.15,14.1,67.8,18.1,85.9,149,826.32,14.8,63.8,21.5,85.2,148,822.98,27.0,50.7,22.3,73.0,163,816.20,29.4,52.8,17.8,70.6,162,816.41,24.1,67.9,8.0,75.9,7,4th
6671105,GWINNETT COUNTY,J A ALFORD EL,156,837.58,7.1,58.3,34.6,92.9,153,838.33,4.6,58.8,36.6,95.4,155,848.64,9.7,43.2,47.1,90.3,164,832.67,14.0,50.0,36.0,86.0,164,834.70,9.1,57.3,33.5,90.9,7,7th
6671110,GWINNETT COUNTY,STARLING ELEM,161,843.56,6.8,46.0,47.2,93.2,161,845.04,6.2,47.2,46.6,93.8,161,848.88,15.5,35.4,49.1,84.5,166,839.64,13.9,40.4,45.8,86.1,166,829.62,15.1,57.8,27.1,84.9,7,7th
6671205,GWINNETT COUNTY,DUNCAN CREEK,192,858.92,1.6,32.8,65.6,98.4,190,851.49,1.6,47.9,50.5,98.4,192,855.57,8.9,38.0,53.1,91.1,195,851.32,4.1,41.5,54.4,95.9,195,842.00,4.6,51.3,44.1,95.4,7,7th
6671305,GWINNETT COUNTY,MARGARET WINN,165,836.48,6.7,60.0,33.3,93.3,159,838.17,6.3,57.2,36.5,93.7,163,840.80,13.5,46.6,39.9,86.5,169,830.30,16.0,50.3,33.7,84.0,168,824.75,15.5,64.9,19.6,84.5,7,7th
6671310,GWINNETT COUNTY,WHITE OAK ELE,119,851.83,5.0,37.0,58.0,95.0,118,847.41,4.2,48.3,47.5,95.8,118,858.71,8.5,31.4,60.2,91.5,120,852.41,9.2,35.8,55.0,90.8,119,847.60,8.4,42.9,48.7,91.6,7,7th
6671405,GWINNETT COUNTY,LEVEL CREEK E,180,863.83,0.6,30.0,69.4,99.4,180,860.07,2.2,32.2,65.6,97.8,179,880.98,5.0,17.3,77.7,95.0,183,865.84,3.3,21.9,74.9,96.7,182,859.89,4.4,30.2,65.4,95.6,7,7th
6671605,GWINNETT COUNTY,CHARLES BRANT,124,837.30,7.3,61.3,31.5,92.7,126,835.83,4.8,65.1,30.2,95.2,129,848.04,12.4,39.5,48.1,87.6,131,840.14,9.9,47.3,42.7,90.1,128,834.77,9.4,55.5,35.2,90.6,7,7th
6671810,GWINNETT COUNTY,WOODWARD MILL,145,851.89,4.1,41.4,54.5,95.9,145,851.16,3.4,42.8,53.8,96.6,146,858.60,6.8,37.7,55.5,93.2,147,854.89,7.5,34.0,58.5,92.5,147,843.10,9.5,48.3,42.2,90.5,7,7th
6672050,GWINNETT COUNTY,BETHESDA ELEM,204,837.79,5.9,57.4,36.8,94.1,204,844.81,4.4,56.4,39.2,95.6,204,845.80,12.3,43.6,44.1,87.7,207,831.73,19.3,44.9,35.7,80.7,207,823.63,18.4,62.8,18.8,81.6,7,7th
6672052,GWINNETT COUNTY,GRAYSON ELEME,130,849.71,5.4,41.5,53.1,94.6,130,848.51,4.6,48.5,46.9,95.4,130,852.45,10.0,32.3,57.7,90.0,134,842.64,13.4,35.8,50.7,86.6,134,838.63,10.4,49.3,40.3,89.6,7,7th
6672054,GWINNETT COUNTY,HARMONY ELEME,110,851.43,0.9,45.5,53.6,99.1,110,844.20,1.8,56.4,41.8,98.2,112,851.81,8.9,35.7,55.4,91.1,113,843.60,5.3,45.1,49.6,94.7,112,843.16,3.6,58.0,38.4,96.4,7,7th
6672056,GWINNETT COUNTY,MOUNTAIN PARK,87,847.29,5.7,42.5,51.7,94.3,86,847.93,4.7,47.7,47.7,95.3,87,848.95,16.1,33.3,50.6,83.9,87,841.15,10.3,43.7,46.0,89.7,87,836.25,10.3,55.2,34.5,89.7,7,7th
6673050,GWINNETT COUNTY,BRITT ELEMENT,101,843.24,5.0,47.5,47.5,95.0,99,836.10,9.1,55.6,35.4,90.9,100,835.19,26.0,33.0,41.0,74.0,103,835.90,14.6,46.6,38.8,85.4,103,826.81,15.5,59.2,25.2,84.5,7,7th
6673054,GWINNETT COUNTY,HARRIS ELEMEN,113,850.62,2.7,46.0,51.3,97.3,112,842.31,7.1,49.1,43.8,92.9,113,861.73,5.3,37.2,57.5,94.7,114,844.25,9.6,39.5,50.9,90.4,114,837.10,7.9,56.1,36.0,92.1,7,7th
6673550,GWINNETT COUNTY,CAMP CREEK EL,184,861.96,1.1,25.5,73.4,98.9,185,858.28,1.1,31.9,67.0,98.9,183,874.28,2.7,25.7,71.6,97.3,184,862.86,3.3,23.9,72.8,96.7,184,861.09,2.7,27.2,70.1,97.3,7,7th
6674056,GWINNETT COUNTY,NORCROSS ELEM,161,829.28,12.4,64.0,23.6,87.6,160,832.94,10.6,58.8,30.6,89.4,163,832.81,24.5,38.7,36.8,75.5,165,821.99,24.8,50.9,24.2,75.2,163,823.08,16.0,68.1,16.0,84.0,7,4th
6675054,GWINNETT COUNTY,LAWRENCEVILLE,122,827.71,13.1,60.7,26.2,86.9,118,832.21,12.7,61.9,25.4,87.3,122,827.62,24.6,45.9,29.5,75.4,127,824.21,18.1,55.1,26.8,81.9,126,824.41,19.0,60.3,20.6,81.0,7,7th
6675056,GWINNETT COUNTY,PEACHTREE ELE,257,831.88,9.7,61.5,28.8,90.3,257,831.71,12.5,60.7,26.8,87.5,259,837.13,20.5,40.2,39.4,79.5,261,827.84,20.3,53.6,26.1,79.7,259,828.46,15.4,62.2,22.4,84.6,7,4th
6675058,GWINNETT COUNTY,SUWANEE ELEME,133,862.52,1.5,31.6,66.9,98.5,133,859.56,3.0,27.1,69.9,97.0,133,862.34,3.0,38.3,58.6,97.0,133,855.80,4.5,33.1,62.4,95.5,133,855.43,1.5,42.1,56.4,98.5,7,7th
6675554,GWINNETT COUNTY,LILBURN ELEME,192,835.70,6.3,62.5,31.3,93.8,191,834.25,9.9,60.7,29.3,90.1,191,835.21,20.9,41.4,37.7,79.1,203,826.71,17.7,49.3,33.0,82.3,203,822.74,17.7,63.1,19.2,82.3,7,13th
6680101,HABERSHAM COUNTY,CORNELIA ELEM,98,836.56,5.1,61.2,33.7,94.9,96,830.26,11.5,63.5,25.0,88.5,98,833.91,20.4,44.9,34.7,79.6,100,828.88,20.0,52.0,28.0,80.0,100,821.03,18.0,66.0,16.0,82.0,14,10th
6680105,HABERSHAM COUNTY,LEVEL GROVE E,91,835.14,8.8,58.2,33.0,91.2,93,836.02,12.9,47.3,39.8,87.1,92,834.59,18.5,44.6,37.0,81.5,94,834.15,14.9,44.7,40.4,85.1,94,834.31,13.8,48.9,37.2,86.2,14,10th
6680189,HABERSHAM COUNTY,CLARKESVILLE,75,848.24,5.3,46.7,48.0,94.7,75,836.72,9.3,61.3,29.3,90.7,75,846.80,12.0,44.0,44.0,88.0,79,828.24,22.8,48.1,29.1,77.2,79,822.76,21.5,58.2,20.3,78.5,14,10th
6680201,HABERSHAM COUNTY,DEMOREST ELEM,73,837.89,8.2,50.7,41.1,91.8,72,839.06,11.1,44.4,44.4,88.9,74,840.58,18.9,36.5,44.6,81.1,77,830.21,18.2,44.2,37.7,81.8,77,824.81,16.9,68.8,14.3,83.1,14,10th
6681050,HABERSHAM COUNTY,BALDWIN ELEME,83,830.90,7.2,72.3,20.5,92.8,84,818.95,15.5,72.6,11.9,84.5,84,823.67,20.2,57.1,22.6,79.8,84,814.65,28.6,60.7,10.7,71.4,84,813.56,29.8,64.3,6.0,70.2,14,10th
6683054,HABERSHAM COUNTY,WOODVILLE ELE,41,844.22,2.4,61.0,36.6,97.6,41,833.66,9.8,65.9,24.4,90.2,40,825.58,30.0,37.5,32.5,70.0,41,837.95,12.2,56.1,31.7,87.8,41,812.80,34.1,56.1,9.8,65.9,14,10th
6685050,HABERSHAM COUNTY,FAIRVIEW ELEM,53,846.45,5.7,47.2,47.2,94.3,56,839.50,5.4,62.5,32.1,94.6,56,846.93,5.4,48.2,46.4,94.6,59,848.25,6.8,44.1,49.2,93.2,59,827.85,6.8,71.2,22.0,93.2,14,10th
6685052,HABERSHAM COUNTY,HAZEL GROVE E,32,851.28,0.0,46.9,53.1,100.0,30,847.73,3.3,50.0,46.7,96.7,31,845.00,12.9,29.0,58.1,87.1,32,849.66,3.1,37.5,59.4,96.9,32,844.00,3.1,53.1,43.8,96.9,14,10th
6690101,HALL COUNTY,MARTIN ELEMEN,121,840.02,5.0,58.7,36.4,95.0,121,835.57,9.9,58.7,31.4,90.1,121,835.68,24.8,38.0,37.2,75.2,123,831.98,15.4,44.7,39.8,84.6,123,826.77,17.1,61.0,22.0,82.9,14,9th
6690103,HALL COUNTY,SUGAR HILL EL,109,827.57,8.3,74.3,17.4,91.7,109,821.42,14.7,74.3,11.0,85.3,111,828.96,23.4,45.0,31.5,76.6,110,808.80,38.2,49.1,12.7,61.8,109,794.10,58.7,41.3,0.0,41.3,14,9th
6690106,HALL COUNTY,CHICOPEE ELEM,124,824.82,12.9,67.7,19.4,87.1,125,820.17,24.8,56.8,18.4,75.2,125,831.77,22.4,44.0,33.6,77.6,124,803.49,45.2,50.0,4.8,54.8,124,797.85,51.6,46.0,2.4,48.4,14,9th
6690110,HALL COUNTY,WORLD LANGUAG,87,846.28,4.6,47.1,48.3,95.4,87,836.55,9.2,60.9,29.9,90.8,87,844.69,17.2,39.1,43.7,82.8,87,837.23,16.1,39.1,44.8,83.9,87,821.80,12.6,77.0,10.3,87.4,14,9th
6690176,HALL COUNTY,MYERS ELEMENT,126,831.62,4.0,73.0,23.0,96.0,124,828.60,11.3,68.5,20.2,88.7,124,829.62,18.5,50.0,31.5,81.5,124,813.09,27.4,59.7,12.9,72.6,124,798.26,54.0,44.4,1.6,46.0,14,9th
6690192,HALL COUNTY,SPOUT SPRINGS,138,849.96,7.2,37.7,55.1,92.8,139,843.45,6.5,50.4,43.2,93.5,139,849.04,12.9,35.3,51.8,87.1,141,830.57,19.9,43.3,36.9,80.1,140,830.69,13.6,63.6,22.9,86.4,14,9th
6690194,HALL COUNTY,MOUNT VERNON,119,853.66,5.0,38.7,56.3,95.0,119,846.10,5.9,46.2,47.9,94.1,118,854.21,14.4,29.7,55.9,85.6,118,841.43,11.0,41.5,47.5,89.0,118,835.57,11.9,57.6,30.5,88.1,14,9th
6690196,HALL COUNTY,FRIENDSHIP EL,143,844.31,2.8,51.0,46.2,97.2,144,835.88,10.4,56.9,32.6,89.6,143,842.99,16.8,38.5,44.8,83.2,144,834.81,18.1,41.7,40.3,81.9,144,824.72,15.3,70.1,14.6,84.7,14,9th
6690276,HALL COUNTY,WAUKA MOUNTAI,97,843.27,6.2,48.5,45.4,93.8,98,837.87,12.2,51.0,36.7,87.8,97,837.40,21.6,38.1,40.2,78.4,98,828.34,13.3,55.1,31.6,86.7,98,817.52,23.5,62.2,14.3,76.5,14,9th
6691058,HALL COUNTY,WHITE SULPHUR,79,824.82,15.2,65.8,19.0,84.8,79,822.58,21.5,60.8,17.7,78.5,80,829.29,22.5,45.0,32.5,77.5,80,807.95,41.3,43.8,15.0,58.8,79,798.10,53.2,46.8,0.0,46.8,14,9th
6692052,HALL COUNTY,FLOWERY BRANC,110,844.92,6.4,47.3,46.4,93.6,112,837.30,8.9,58.0,33.0,91.1,110,847.49,11.8,42.7,45.5,88.2,111,831.80,13.5,51.4,35.1,86.5,111,826.23,14.4,65.8,19.8,85.6,14,9th
6692056,HALL COUNTY,OAKWOOD ELEME,72,830.57,9.7,65.3,25.0,90.3,72,824.03,13.9,72.2,13.9,86.1,71,830.96,26.8,42.3,31.0,73.2,72,820.06,30.6,50.0,19.4,69.4,71,819.37,23.9,60.6,15.5,76.1,14,9th
6693054,HALL COUNTY,LANIER ELEMEN,111,841.29,4.5,53.2,42.3,95.5,111,839.63,4.5,59.5,36.0,95.5,111,856.41,8.1,34.2,57.7,91.9,112,823.44,22.3,55.4,22.3,77.7,112,813.72,24.1,69.6,6.3,75.9,14,9th
6693056,HALL COUNTY,RIVERBEND ELE,62,841.92,6.5,54.8,38.7,93.5,62,836.31,11.3,51.6,37.1,88.7,62,836.48,27.4,40.3,32.3,72.6,62,819.71,27.4,53.2,19.4,72.6,62,813.71,27.4,59.7,12.9,72.6,14,9th
6694050,HALL COUNTY,CHESTNUT MOUN,102,841.36,6.9,50.0,43.1,93.1,102,833.52,10.8,57.8,31.4,89.2,103,858.93,8.7,31.1,60.2,91.3,104,834.63,12.5,47.1,40.4,87.5,103,832.61,9.7,62.1,28.2,90.3,14,9th
6694054,HALL COUNTY,LULA ELEMENTA,86,838.64,7.0,55.8,37.2,93.0,87,836.46,11.5,51.7,36.8,88.5,87,849.86,14.9,31.0,54.0,85.1,87,827.40,20.7,47.1,32.2,79.3,87,812.18,29.9,63.2,6.9,70.1,14,9th
6694056,HALL COUNTY,SARDIS ELEMEN,110,834.91,9.1,54.5,36.4,90.9,110,823.61,13.6,70.0,16.4,86.4,111,828.64,24.3,43.2,32.4,75.7,110,822.31,20.0,57.3,22.7,80.0,108,818.45,17.6,73.1,9.3,82.4,14,9th
6695052,HALL COUNTY,LYMAN HALL,140,819.40,15.7,75.0,9.3,84.3,140,816.91,23.6,67.1,9.3,76.4,142,823.06,23.2,52.8,23.9,76.8,142,808.70,34.5,59.9,5.6,65.5,140,800.03,49.3,49.3,1.4,50.7,14,9th
6695054,HALL COUNTY,MCEVER ELEMEN,79,835.96,2.5,65.8,31.6,97.5,80,832.56,6.3,68.8,25.0,93.8,81,826.48,18.5,54.3,27.2,81.5,81,820.12,17.3,70.4,12.3,82.7,80,819.20,15.0,77.5,7.5,85.0,14,9th
6695056,HALL COUNTY,TADMORE ELEME,83,831.73,3.6,75.9,20.5,96.4,83,819.20,15.7,74.7,9.6,84.3,84,816.24,28.6,53.6,17.9,71.4,84,819.71,15.5,66.7,17.9,84.5,84,800.07,50.0,47.6,2.4,50.0,14,9th
6700188,HANCOCK COUNTY,LEWIS ELEMENT,92,809.40,38.0,44.6,17.4,62.0,92,805.78,40.2,53.3,6.5,59.8,91,797.43,59.3,33.0,7.7,40.7,92,789.85,66.3,29.3,4.3,33.7,92,790.38,64.1,33.7,2.2,35.9,12,12th
6710178,HARALSON COUNTY,BUCHANAN ELEM,134,843.00,5.2,50.0,44.8,94.8,133,833.04,10.5,57.9,31.6,89.5,133,842.34,17.3,37.6,45.1,82.7,136,836.01,14.0,46.3,39.7,86.0,136,828.26,19.1,56.6,24.3,80.9,11,11th
6714050,HARALSON COUNTY,WEST HARALSON,123,836.46,12.2,52.0,35.8,87.8,122,835.20,15.6,51.6,32.8,84.4,124,836.19,19.4,38.7,41.9,80.6,126,833.74,16.7,42.9,40.5,83.3,126,827.27,18.3,57.1,24.6,81.7,11,11th
6720188,HARRIS COUNTY,PARK ELEMENTA,82,838.57,12.2,47.6,40.2,87.8,82,832.73,14.6,48.8,36.6,85.4,82,836.52,22.0,32.9,45.1,78.0,82,832.21,22.0,39.0,39.0,78.0,82,824.84,19.5,58.5,22.0,80.5,16,3rd
6720190,HARRIS COUNTY,PINE RIDGE EL,115,854.48,4.3,33.9,61.7,95.7,114,845.63,4.4,53.5,42.1,95.6,114,856.25,7.0,34.2,58.8,93.0,116,843.78,10.3,37.1,52.6,89.7,116,828.95,12.9,61.2,25.9,87.1,16,3rd
6720199,HARRIS COUNTY,MULBERRY CREE,91,849.45,2.2,47.3,50.5,97.8,91,839.51,3.3,62.6,34.1,96.7,91,834.95,14.3,56.0,29.7,85.7,91,845.09,3.3,51.6,45.1,96.7,91,825.47,7.7,80.2,12.1,92.3,16,3rd
6720290,HARRIS COUNTY,NEW MOUNTAIN,64,855.52,1.6,35.9,62.5,98.4,64,849.22,1.6,48.4,50.0,98.4,64,853.34,7.8,32.8,59.4,92.2,65,850.40,4.6,33.8,61.5,95.4,65,839.17,4.6,60.0,35.4,95.4,16,3rd
6730102,HART COUNTY,NORTH HART EL,91,837.63,4.4,62.6,33.0,95.6,93,834.23,6.5,61.3,32.3,93.5,93,840.16,12.9,50.5,36.6,87.1,93,833.23,11.8,57.0,31.2,88.2,93,824.24,16.1,67.7,16.1,83.9,14,10th
6730202,HART COUNTY,SOUTH HART EL,77,830.78,11.7,61.0,27.3,88.3,79,830.25,11.4,60.8,27.8,88.6,79,819.39,30.4,44.3,25.3,69.6,79,829.46,20.3,49.4,30.4,79.7,79,819.68,16.5,73.4,10.1,83.5,14,10th
6735050,HART COUNTY,HARTWELL ELEM,85,825.91,22.4,51.8,25.9,77.6,84,825.58,16.7,63.1,20.2,83.3,87,826.94,27.6,39.1,33.3,72.4,87,818.43,28.7,49.4,21.8,71.3,87,819.25,23.0,62.1,14.9,77.0,14,10th
6740106,HEARD COUNTY,HEARD ELEMENT,102,840.15,4.9,59.8,35.3,95.1,103,830.85,7.8,66.0,26.2,92.2,103,828.54,22.3,48.5,29.1,77.7,108,829.11,16.7,52.8,30.6,83.3,108,820.31,16.7,75.0,8.3,83.3,16,3rd
6741050,HEARD COUNTY,CENTRALHATCHE,31,854.10,0.0,41.9,58.1,100.0,31,847.03,0.0,48.4,51.6,100.0,31,847.10,6.5,35.5,58.1,93.5,29,847.48,3.4,44.8,51.7,96.6,29,826.83,0.0,89.7,10.3,100.0,16,3rd
6742050,HEARD COUNTY,EPHESUS ELEME,15,829.93,20.0,46.7,33.3,80.0,16,822.50,18.8,62.5,18.8,81.3,16,816.69,43.8,31.3,25.0,56.3,16,830.50,18.8,43.8,37.5,81.3,16,823.69,18.8,56.3,25.0,81.3,16,3rd
