Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6501050,ECHOLS COUNTY,ECHOLS CO HIG,51,826.43,7.8,80.4,11.8,92.2,50,831.96,4.0,68.0,28.0,96.0,51,810.18,29.4,58.8,11.8,70.6,51,806.59,37.3,58.8,3.9,62.7,51,803.94,45.1,49.0,5.9,54.9
6510203,EFFINGHAM COUNTY,EBENEZER MIDD,321,837.74,1.9,67.6,30.5,98.1,321,847.20,3.7,50.2,46.1,96.3,320,836.48,10.3,55.9,33.8,89.7,319,829.75,14.4,58.3,27.3,85.6,319,829.37,18.5,50.8,30.7,81.5
6510290,EFFINGHAM COUNTY,EFFINGHAM CO,222,829.26,8.6,70.7,20.7,91.4,222,831.93,10.8,59.9,29.3,89.2,222,815.59,30.2,53.6,16.2,69.8,222,807.64,43.2,47.3,9.5,56.8,222,806.59,43.7,41.9,14.4,56.3
6510297,EFFINGHAM COUNTY,S EFFINGHAM M,281,836.85,3.2,68.3,28.5,96.8,279,840.58,6.5,55.2,38.4,93.5,281,838.04,11.0,52.7,36.3,89.0,279,828.28,14.3,60.9,24.7,85.7,280,831.89,17.1,48.6,34.3,82.9
6520104,ELBERT COUNTY,ELBERT CO MID,247,836.65,6.5,60.3,33.2,93.5,247,838.86,7.3,54.3,38.5,92.7,247,824.20,23.9,47.8,28.3,76.1,246,809.62,39.8,50.8,9.3,60.2,246,821.24,26.4,49.2,24.4,73.6
6530192,EMANUEL COUNTY,SWAINSBORO MI,249,824.37,9.2,76.7,14.1,90.8,249,828.10,15.7,64.3,20.1,84.3,249,806.14,43.4,43.8,12.9,56.6,248,802.10,52.0,38.3,9.7,48.0,248,802.10,49.2,39.1,11.7,50.8
6531050,EMANUEL COUNTY,ADRIAN SCHOOL,17,823.76,5.9,82.4,11.8,94.1,17,817.12,35.3,52.9,11.8,64.7,17,793.35,58.8,35.3,5.9,41.2,16,799.13,50.0,50.0,0.0,50.0,16,806.25,50.0,31.3,18.8,50.0
6532050,EMANUEL COUNTY,EMANUEL CO IN,105,829.50,8.6,69.5,21.9,91.4,105,832.14,10.5,65.7,23.8,89.5,105,803.17,43.8,49.5,6.7,56.2,105,808.25,42.9,48.6,8.6,57.1,105,803.93,44.8,51.4,3.8,55.2
6543050,EVANS COUNTY,CLAXTON MIDDL,109,832.98,3.7,76.1,20.2,96.3,109,842.28,5.5,50.5,44.0,94.5,109,820.71,18.3,59.6,22.0,81.7,109,815.08,30.3,60.6,9.2,69.7,109,820.73,23.9,55.0,21.1,76.1
6550193,FANNIN COUNTY,FANNIN CO MID,216,847.20,1.9,50.0,48.1,98.1,216,843.43,4.2,52.8,43.1,95.8,216,816.06,24.5,63.0,12.5,75.5,216,817.96,29.6,52.3,18.1,70.4,216,836.28,18.1,39.8,42.1,81.9
6560108,FAYETTE COUNTY,BENNETT S MIL,209,852.58,1.0,35.9,63.2,99.0,209,859.33,1.0,36.8,62.2,99.0,211,843.93,9.5,46.0,44.5,90.5,211,836.28,12.3,51.2,36.5,87.7,209,840.70,10.5,45.5,44.0,89.5
6560178,FAYETTE COUNTY,BOOTH MIDDLE,329,849.17,0.6,43.5,55.9,99.4,328,856.31,2.1,35.4,62.5,97.9,329,845.73,7.3,41.9,50.8,92.7,328,827.30,18.0,57.6,24.4,82.0,328,834.85,15.5,44.8,39.6,84.5
6560287,FAYETTE COUNTY,FAYETTE MIDDL,253,839.08,1.6,66.0,32.4,98.4,252,844.82,4.4,52.4,43.3,95.6,254,829.88,13.4,63.8,22.8,86.6,252,821.77,20.6,63.9,15.5,79.4,252,825.43,19.0,55.6,25.4,81.0
6560298,FAYETTE COUNTY,RISING STARR,393,852.13,1.0,38.7,60.3,99.0,393,859.17,1.5,35.1,63.4,98.5,394,849.10,5.8,44.7,49.5,94.2,394,832.93,10.9,60.2,28.9,89.1,393,845.11,7.4,43.5,49.1,92.6
6560391,FAYETTE COUNTY,WHITEWATER MI,295,852.67,1.0,37.3,61.7,99.0,295,860.85,2.0,33.9,64.1,98.0,295,845.07,5.1,48.8,46.1,94.9,295,836.39,6.4,62.4,31.2,93.6,295,838.19,9.5,50.2,40.3,90.5
6560491,FAYETTE COUNTY,FLAT ROCK MID,273,844.33,0.7,56.0,43.2,99.3,273,853.94,1.5,46.2,52.4,98.5,274,845.05,4.7,49.3,46.0,95.3,273,821.36,22.3,59.3,18.3,77.7,270,835.17,12.2,53.3,34.4,87.8
6570103,FLOYD COUNTY,COOSA MIDDLE,196,831.87,3.6,76.0,20.4,96.4,196,830.84,11.7,63.8,24.5,88.3,196,811.26,34.2,52.0,13.8,65.8,196,804.83,46.9,45.4,7.7,53.1,196,803.06,44.9,48.0,7.1,55.1
6570203,FLOYD COUNTY,MODEL MIDDLE,182,836.71,3.3,65.4,31.3,96.7,182,838.41,4.9,63.2,31.9,95.1,182,831.44,11.5,60.4,28.0,88.5,182,817.19,25.8,61.5,12.6,74.2,182,809.85,34.1,57.1,8.8,65.9
6570273,FLOYD COUNTY,PEPPERELL MID,238,832.97,4.2,70.6,25.2,95.8,237,834.68,7.2,62.4,30.4,92.8,237,817.20,30.8,51.5,17.7,69.2,235,809.54,39.6,48.1,12.3,60.4,235,810.40,34.0,55.7,10.2,66.0
6570303,FLOYD COUNTY,ARMUCHEE MIDD,161,836.04,3.1,71.4,25.5,96.9,161,838.17,6.2,60.2,33.5,93.8,161,819.68,27.3,49.7,23.0,72.7,161,812.41,29.2,62.1,8.7,70.8,159,818.57,26.4,54.7,18.9,73.6
6572052,FLOYD COUNTY,GARDEN LAKES,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--,1,--,--,--,--,--
6580105,FORSYTH COUNTY,RIVERWATCH MI,328,858.70,0.0,32.3,67.7,100.0,328,864.12,0.6,30.8,68.6,99.4,328,866.16,0.9,32.9,66.2,99.1,328,841.28,7.0,50.6,42.4,93.0,326,865.21,2.8,31.0,66.3,97.2
6580199,FORSYTH COUNTY,VICKERY CREEK,358,852.53,0.3,40.5,59.2,99.7,357,856.90,0.8,37.8,61.3,99.2,359,846.74,3.9,50.4,45.7,96.1,359,835.64,9.2,59.9,30.9,90.8,355,841.87,7.9,47.9,44.2,92.1
6580202,FORSYTH COUNTY,OTWELL MIDDLE,229,846.14,0.9,55.5,43.7,99.1,228,849.30,2.6,48.7,48.7,97.4,231,836.73,10.4,54.1,35.5,89.6,230,833.43,11.7,56.1,32.2,88.3,228,827.97,13.2,61.8,25.0,86.8
6580206,FORSYTH COUNTY,LITTLE MILL M,252,846.13,1.2,47.6,51.2,98.8,251,845.15,3.6,51.0,45.4,96.4,253,833.66,13.0,51.8,35.2,87.0,251,835.90,12.0,50.2,37.8,88.0,247,835.85,15.8,44.9,39.3,84.2
6580216,FORSYTH COUNTY,LAKESIDE MIDD,193,852.19,0.5,39.4,60.1,99.5,193,857.64,1.0,40.9,58.0,99.0,193,848.76,6.2,43.5,50.3,93.8,193,828.64,15.5,59.1,25.4,84.5,192,829.97,14.1,56.3,29.7,85.9
6580303,FORSYTH COUNTY,LIBERTY MIDDL,239,848.21,2.1,41.0,56.9,97.9,238,850.84,4.6,40.8,54.6,95.4,239,852.92,2.9,39.3,57.7,97.1,237,842.77,9.3,43.5,47.3,90.7,233,846.33,11.6,38.2,50.2,88.4
6580407,FORSYTH COUNTY,PINEY GROVE M,273,850.97,0.4,45.4,54.2,99.6,272,857.20,1.8,37.9,60.3,98.2,274,848.02,7.3,48.9,43.8,92.7,274,834.14,10.2,55.8,33.9,89.8,272,843.74,7.7,43.4,48.9,92.3
6580498,FORSYTH COUNTY,NORTH FORSYTH,246,847.31,0.8,50.0,49.2,99.2,246,855.22,0.8,42.7,56.5,99.2,246,845.29,2.8,48.4,48.8,97.2,245,830.45,13.5,59.2,27.3,86.5,243,838.92,6.2,55.1,38.7,93.8
6580598,FORSYTH COUNTY,S FORSYTH M,289,853.66,0.0,37.7,62.3,100.0,289,857.07,0.3,40.5,59.2,99.7,289,849.10,4.2,46.0,49.8,95.8,287,836.25,6.6,63.1,30.3,93.4,286,850.59,1.7,42.7,55.6,98.3
6590105,FRANKLIN COUNTY,FRANKLIN CO M,287,831.48,6.6,69.3,24.0,93.4,287,832.25,11.8,59.2,28.9,88.2,287,809.55,41.1,46.0,12.9,58.9,287,811.59,36.9,50.5,12.5,63.1,287,807.57,38.3,49.8,11.8,61.7
6600105,FULTON COUNTY,HOPEWELL MIDD,404,848.96,0.7,46.5,52.7,99.3,404,848.53,3.7,49.5,46.8,96.3,407,846.09,7.1,46.2,46.7,92.9,407,833.71,14.0,53.6,32.4,86.0,403,832.94,13.2,52.6,34.2,86.8
6600107,FULTON COUNTY,RENAISSANCE M,368,830.51,6.0,75.5,18.5,94.0,367,833.35,8.4,65.4,26.2,91.6,369,806.75,39.3,50.4,10.3,60.7,365,804.70,44.9,50.1,4.9,55.1,365,793.01,62.2,34.0,3.8,37.8
6600184,FULTON COUNTY,CRABAPPLE MID,287,854.16,0.7,37.3,62.0,99.3,287,858.70,1.0,34.1,64.8,99.0,290,845.38,7.9,48.6,43.4,92.1,287,836.82,7.3,59.9,32.8,92.7,285,846.60,5.6,46.3,48.1,94.4
6600186,FULTON COUNTY,CAMP CREEK MI,252,825.68,4.0,83.7,12.3,96.0,250,825.00,13.2,69.6,17.2,86.8,251,801.20,48.6,45.4,6.0,51.4,249,795.37,61.0,34.9,4.0,39.0,248,791.42,62.1,36.3,1.6,37.9
6600189,FULTON COUNTY,MCNAIR MIDDLE,287,827.36,7.0,76.7,16.4,93.0,286,826.61,11.9,69.9,18.2,88.1,287,793.14,59.2,37.6,3.1,40.8,285,795.09,64.6,33.0,2.5,35.4,285,791.61,63.2,34.0,2.8,36.8
6600204,FULTON COUNTY,KIPP S FULTO,61,840.39,1.6,62.3,36.1,98.4,61,845.82,4.9,54.1,41.0,95.1,61,829.89,14.8,55.7,29.5,85.2,61,824.54,18.0,60.7,21.3,82.0,61,845.21,4.9,50.8,44.3,95.1
6600284,FULTON COUNTY,HOLCOMB BRIDG,222,842.28,1.4,62.6,36.0,98.6,222,844.27,6.3,52.3,41.4,93.7,220,829.13,15.9,58.6,25.5,84.1,222,816.41,26.1,62.2,11.7,73.9,220,830.83,16.4,51.8,31.8,83.6
6600286,FULTON COUNTY,RIDGEVIEW CHA,240,835.61,3.3,70.0,26.7,96.7,240,839.79,7.9,55.4,36.7,92.1,242,818.83,27.3,51.7,21.1,72.7,242,808.04,43.0,45.9,11.2,57.0,240,810.95,32.9,55.4,11.7,67.1
6600289,FULTON COUNTY,WOODLAND MIDD,318,827.98,7.9,73.6,18.6,92.1,317,830.68,10.4,65.6,24.0,89.6,319,807.12,38.9,51.4,9.7,61.1,317,802.50,46.1,48.6,5.4,53.9,314,806.44,37.6,52.5,9.9,62.4
6600302,FULTON COUNTY,ELKINS POINTE,325,844.26,4.3,51.4,44.3,95.7,325,844.82,8.3,48.0,43.7,91.7,328,825.33,22.6,51.2,26.2,77.4,327,821.87,26.9,48.9,24.2,73.1,323,831.81,21.1,40.6,38.4,78.9
6600305,FULTON COUNTY,AUTREY MILL M,416,849.75,1.7,44.7,53.6,98.3,416,857.75,3.1,36.5,60.3,96.9,416,857.70,5.5,32.5,62.0,94.5,415,834.50,14.7,51.3,34.0,85.3,413,850.84,8.5,34.9,56.7,91.5
6600307,FULTON COUNTY,GEORGIA BAPTI,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--,4,--,--,--,--,--
6600384,FULTON COUNTY,HAYNES BRIDGE,204,848.78,1.5,46.6,52.0,98.5,204,859.70,2.5,37.7,59.8,97.5,204,852.78,6.4,36.3,57.4,93.6,204,836.59,17.6,44.1,38.2,82.4,204,840.27,17.6,39.2,43.1,82.4
6600391,FULTON COUNTY,BEAR CREEK MI,316,831.65,3.8,76.3,19.9,96.2,316,834.19,7.0,66.1,26.9,93.0,317,809.00,34.1,55.8,10.1,65.9,314,804.39,45.2,48.7,6.1,54.8,312,808.52,43.6,42.9,13.5,56.4
6600402,FULTON COUNTY,RIVER TRAIL M,536,855.96,0.6,33.6,65.9,99.4,536,869.39,1.3,20.7,78.0,98.7,537,865.83,3.4,34.1,62.6,96.6,537,847.04,6.0,48.8,45.3,94.0,535,847.09,5.4,43.4,51.2,94.6
6600406,FULTON COUNTY,AMANA ACADEMY,26,843.96,0.0,57.7,42.3,100.0,26,842.85,3.8,50.0,46.2,96.2,26,813.62,30.8,57.7,11.5,69.2,26,813.38,26.9,65.4,7.7,73.1,26,827.62,15.4,50.0,34.6,84.6
6600497,FULTON COUNTY,WEBB BRIDGE M,466,857.75,0.6,31.8,67.6,99.4,466,863.29,1.7,28.1,70.2,98.3,468,865.76,3.4,27.6,69.0,96.6,468,850.74,6.6,38.9,54.5,93.4,466,849.32,6.4,38.2,55.4,93.6
6600505,FULTON COUNTY,SANDTOWN MIDD,357,839.69,2.5,61.6,35.9,97.5,356,841.99,3.7,59.8,36.5,96.3,357,819.28,23.5,56.9,19.6,76.5,355,807.08,39.7,54.9,5.4,60.3,356,825.23,18.5,56.2,25.3,81.5
6600591,FULTON COUNTY,TAYLOR ROAD M,323,849.03,1.2,46.1,52.6,98.8,323,863.53,2.8,30.3,66.9,97.2,323,848.46,6.5,44.0,49.5,93.5,323,829.04,14.6,61.9,23.5,85.4,323,848.24,10.2,39.6,50.2,89.8
6600597,FULTON COUNTY,NORTHWESTERN,419,853.98,0.5,39.4,60.1,99.5,419,860.89,0.5,32.7,66.8,99.5,419,852.80,5.5,40.6,53.9,94.5,418,841.15,8.9,49.5,41.6,91.1,419,851.00,5.5,39.4,55.1,94.5
6600602,FULTON COUNTY,FULTON SCIENC,149,854.48,0.0,40.9,59.1,100.0,149,861.18,0.7,33.6,65.8,99.3,149,854.34,7.4,39.6,53.0,92.6,149,845.30,11.4,38.3,50.3,88.6,148,853.74,8.1,28.4,63.5,91.9
6600603,FULTON COUNTY,SANDY SPRINGS,262,837.25,4.6,62.2,33.2,95.4,262,836.24,13.4,53.8,32.8,86.6,265,818.74,29.1,49.4,21.5,70.9,264,807.88,41.7,47.3,11.0,58.3,262,807.61,45.8,40.5,13.7,54.2
6600605,FULTON COUNTY,HAPEVILLE CHA,160,832.47,4.4,73.1,22.5,95.6,160,838.56,5.0,60.6,34.4,95.0,160,811.61,33.8,52.5,13.8,66.3,160,804.09,45.0,51.3,3.8,55.0,160,800.36,47.5,46.9,5.6,52.5
6600803,FULTON COUNTY,PAUL D WEST,281,826.11,7.8,78.3,13.9,92.2,280,827.86,11.8,65.4,22.9,88.2,281,799.96,52.0,40.2,7.8,48.0,277,793.18,64.6,34.3,1.1,35.4,274,801.09,48.9,44.2,6.9,51.1
6610107,GILMER COUNTY,CLEAR CREEK M,173,839.82,2.3,61.8,35.8,97.7,173,840.44,7.5,54.3,38.2,92.5,173,830.65,17.9,54.3,27.7,82.1,173,809.50,40.5,47.4,12.1,59.5,172,812.73,36.6,43.0,20.3,63.4
6610296,GILMER COUNTY,GILMER MIDDLE,143,832.68,8.4,65.7,25.9,91.6,143,832.69,13.3,58.0,28.7,86.7,143,828.06,19.6,49.7,30.8,80.4,143,810.50,39.9,48.3,11.9,60.1,143,810.29,35.0,50.3,14.7,65.0
6620196,GLASCOCK COUNTY,GLASCOCK COUN,43,845.30,2.3,60.5,37.2,97.7,43,847.12,4.7,44.2,51.2,95.3,43,826.86,16.3,62.8,20.9,83.7,43,822.79,11.6,67.4,20.9,88.4,43,834.91,18.6,44.2,37.2,81.4
6630107,GLYNN COUNTY,MORNINGSTAR T,11,790.55,72.7,27.3,0.0,27.3,11,782.18,81.8,18.2,0.0,18.2,11,747.18,100.0,0.0,0.0,0.0,11,771.09,100.0,0.0,0.0,0.0,11,764.55,100.0,0.0,0.0,0.0
6630199,GLYNN COUNTY,NEEDWOOD MIDD,261,831.26,8.4,68.2,23.4,91.6,260,834.88,9.6,59.2,31.2,90.4,260,814.67,33.8,46.5,19.6,66.2,247,812.87,35.2,50.6,14.2,64.8,249,814.47,36.1,41.0,22.9,63.9
6631554,GLYNN COUNTY,JANE MACON MI,298,832.80,6.7,68.8,24.5,93.3,298,838.31,9.1,54.0,36.9,90.9,299,826.96,21.4,50.2,28.4,78.6,270,818.74,28.9,52.2,18.9,71.1,280,811.74,36.1,47.5,16.4,63.9
6634054,GLYNN COUNTY,RISLEY MIDDLE,83,836.54,1.2,74.7,24.1,98.8,83,842.06,1.2,65.1,33.7,98.8,83,821.52,18.1,67.5,14.5,81.9,83,811.19,28.9,67.5,3.6,71.1,81,820.04,18.5,70.4,11.1,81.5
6634952,GLYNN COUNTY,GLYNN MIDDLE,339,834.29,4.7,64.9,30.4,95.3,339,838.64,10.0,51.9,38.1,90.0,337,819.12,27.0,51.0,22.0,73.0,334,816.52,36.8,43.1,20.1,63.2,325,823.05,28.6,43.4,28.0,71.4
6640192,GORDON COUNTY,SONORAVILLE,244,836.01,5.7,59.4,34.8,94.3,244,833.95,10.7,59.8,29.5,89.3,245,826.33,19.6,52.7,27.8,80.4,245,810.99,38.8,50.2,11.0,61.2,244,824.18,28.7,43.0,28.3,71.3
6640292,GORDON COUNTY,ASHWORTH MIDD,204,841.43,1.0,58.3,40.7,99.0,204,840.24,6.4,56.4,37.3,93.6,204,833.01,14.7,51.5,33.8,85.3,204,819.90,24.5,56.9,18.6,75.5,204,839.95,13.2,42.2,44.6,86.8
6650174,GRADY COUNTY,WASHINGTON MI,208,826.05,9.6,76.0,14.4,90.4,208,833.00,13.9,52.9,33.2,86.1,208,807.26,39.4,50.5,10.1,60.6,208,796.72,55.3,41.8,2.9,44.7,208,802.92,47.6,43.3,9.1,52.4
6651054,GRADY COUNTY,WHIGHAM ELEME,66,837.89,1.5,63.6,34.8,98.5,66,840.18,10.6,50.0,39.4,89.4,66,816.29,21.2,66.7,12.1,78.8,66,823.05,22.7,54.5,22.7,77.3,66,820.26,22.7,59.1,18.2,77.3
6653050,GRADY COUNTY,SHIVER ELEMEN,53,834.92,3.8,69.8,26.4,96.2,53,842.40,5.7,49.1,45.3,94.3,53,805.25,39.6,52.8,7.5,60.4,53,810.04,32.1,66.0,1.9,67.9,53,806.64,34.0,64.2,1.9,66.0
6660101,GREENE COUNTY,ANITA WHITE C,154,822.60,11.7,75.3,13.0,88.3,153,826.62,14.4,66.0,19.6,85.6,154,803.06,46.1,43.5,10.4,53.9,153,796.31,58.2,37.3,4.6,41.8,153,794.79,56.2,39.2,4.6,43.8
6670107,GWINNETT COUNTY,GWINNETT EDUC,89,811.67,22.5,73.0,4.5,77.5,90,813.36,25.6,67.8,6.7,74.4,90,787.92,65.6,32.2,2.2,34.4,87,784.05,80.5,18.4,1.1,19.5,85,786.61,62.4,37.6,0.0,37.6
6670108,GWINNETT COUNTY,TRICKUM MIDDL,660,846.72,1.4,48.5,50.2,98.6,659,853.84,3.5,39.8,56.8,96.5,660,847.45,9.8,43.6,46.5,90.2,658,834.40,15.3,52.4,32.2,84.7,658,855.73,11.6,31.2,57.3,88.4
6670186,GWINNETT COUNTY,PINCKNEYVILLE,489,840.57,4.3,58.3,37.4,95.7,489,842.84,5.1,53.8,41.1,94.9,489,826.40,20.9,54.0,25.2,79.1,488,827.40,21.7,50.2,28.1,78.3,487,834.49,19.5,42.7,37.8,80.5
6670188,GWINNETT COUNTY,RICHARDS MIDD,734,834.73,6.4,64.9,28.7,93.6,731,838.05,8.5,55.5,36.0,91.5,734,822.35,29.0,45.9,25.1,71.0,732,811.64,36.6,49.2,14.2,63.4,730,818.22,31.2,44.8,24.0,68.8
6670197,GWINNETT COUNTY,CREEKLAND MID,788,842.72,4.2,52.7,43.1,95.8,787,847.85,5.3,45.7,48.9,94.7,788,840.05,13.6,46.1,40.4,86.4,787,830.05,15.8,56.0,28.2,84.2,785,845.40,13.5,35.9,50.6,86.5
6670198,GWINNETT COUNTY,ALTON C CREW,479,852.99,1.5,37.8,60.8,98.5,479,861.69,1.9,31.3,66.8,98.1,480,858.95,5.8,37.7,56.5,94.2,478,845.55,7.3,45.4,47.3,92.7,474,859.57,5.3,32.1,62.7,94.7
6670204,GWINNETT COUNTY,FRANK N OSBO,521,851.19,1.9,35.9,62.2,98.1,521,852.84,3.8,37.0,59.1,96.2,520,857.84,3.7,31.2,65.2,96.3,520,843.76,8.1,44.6,47.3,91.9,520,867.79,5.6,26.7,67.7,94.4
6670209,GWINNETT COUNTY,LANIER MIDDLE,374,838.66,5.9,58.3,35.8,94.1,374,843.89,5.6,51.3,43.0,94.4,374,835.37,11.0,51.6,37.4,89.0,373,821.68,22.5,58.7,18.8,77.5,371,839.16,11.9,46.1,42.0,88.1
6670276,GWINNETT COUNTY,SWEETWATER MI,590,831.12,6.9,71.2,21.9,93.1,589,832.42,10.4,62.6,27.0,89.6,589,812.95,31.2,54.5,14.3,68.8,589,807.80,41.8,48.6,9.7,58.2,586,808.02,39.8,46.9,13.3,60.2
6670279,GWINNETT COUNTY,FIVE FORKS MI,349,846.04,1.1,52.4,46.4,98.9,349,849.70,3.2,48.4,48.4,96.8,350,834.95,14.0,50.9,35.1,86.0,350,833.19,14.6,53.4,32.0,85.4,347,846.41,9.8,41.8,48.4,90.2
6670283,GWINNETT COUNTY,SHILOH MIDDLE,506,838.69,3.8,60.5,35.8,96.2,506,841.45,6.3,54.5,39.1,93.7,506,826.74,20.4,52.0,27.7,79.6,505,815.93,27.7,59.0,13.3,72.3,503,821.57,24.7,52.9,22.5,75.3
6670297,GWINNETT COUNTY,HULL MIDDLE S,785,845.91,3.7,48.5,47.8,96.3,785,854.20,4.6,41.7,53.8,95.4,788,851.06,10.2,37.7,52.2,89.8,788,836.71,13.6,49.6,36.8,86.4,782,840.29,14.5,42.1,43.5,85.5
6670304,GWINNETT COUNTY,BERKMAR MIDDL,335,835.97,4.8,64.2,31.0,95.2,334,835.77,9.6,58.7,31.7,90.4,339,830.33,18.0,50.7,31.3,82.0,336,819.41,28.0,54.8,17.3,72.0,332,815.80,35.2,43.1,21.7,64.8
6670380,GWINNETT COUNTY,DACULA MIDDLE,578,843.20,2.2,54.2,43.6,97.8,578,848.63,3.3,46.0,50.7,96.7,578,836.72,8.8,57.8,33.4,91.2,578,825.98,18.0,58.3,23.7,82.0,578,848.47,9.0,38.9,52.1,91.0
6670388,GWINNETT COUNTY,GWINNETT INTE,44,818.52,18.2,77.3,4.5,81.8,43,821.23,18.6,67.4,14.0,81.4,43,797.84,44.2,55.8,0.0,55.8,41,804.20,41.5,56.1,2.4,58.5,40,805.95,37.5,57.5,5.0,62.5
6670405,GWINNETT COUNTY,GLENN C JONE,418,845.29,3.6,49.3,47.1,96.4,418,850.63,4.1,42.3,53.6,95.9,418,857.90,5.7,34.2,60.0,94.3,418,832.25,16.5,50.5,33.0,83.5,417,842.48,14.4,43.4,42.2,85.6
6670497,GWINNETT COUNTY,MCCONNELL MID,435,844.18,3.7,51.0,45.3,96.3,435,848.63,4.6,47.6,47.8,95.4,435,840.11,13.8,42.3,43.9,86.2,434,827.55,19.6,53.2,27.2,80.4,434,845.52,11.3,37.6,51.2,88.7
6670905,GWINNETT COUNTY,DULUTH MIDDLE,610,843.25,5.1,48.9,46.1,94.9,609,850.51,5.1,43.3,51.6,94.9,610,845.77,10.8,45.7,43.4,89.2,608,830.14,19.7,50.7,29.6,80.3,607,836.93,15.3,42.3,42.3,84.7
6671010,GWINNETT COUNTY,BAY CREEK MID,283,847.02,0.7,52.7,46.6,99.3,283,849.80,1.4,48.4,50.2,98.6,283,839.34,9.2,53.0,37.8,90.8,283,832.53,12.7,54.4,32.9,87.3,283,834.68,10.2,54.4,35.3,89.8
6671056,GWINNETT COUNTY,LILBURN MIDDL,380,824.77,16.8,64.7,18.4,83.2,380,827.62,18.9,54.7,26.3,81.1,379,809.92,39.3,46.7,14.0,60.7,380,800.07,50.8,43.4,5.8,49.2,379,802.11,47.2,42.5,10.3,52.8
6671210,GWINNETT COUNTY,COUCH MIDDLE,305,843.97,1.6,56.7,41.6,98.4,303,846.22,3.3,51.2,45.5,96.7,305,837.30,11.1,54.4,34.4,88.9,304,824.28,24.0,56.3,19.7,76.0,303,839.68,10.9,47.2,41.9,89.1
6671505,GWINNETT COUNTY,LOUISE RADLOF,344,829.46,7.8,70.6,21.5,92.2,343,830.89,10.8,65.3,23.9,89.2,344,823.40,23.5,55.2,21.2,76.5,341,815.68,29.6,55.7,14.7,70.4,342,817.96,34.2,46.5,19.3,65.8
6671510,GWINNETT COUNTY,NORTH GWINNET,564,852.30,1.8,37.8,60.5,98.2,564,858.61,2.1,36.0,61.9,97.9,563,859.33,4.6,30.9,64.5,95.4,561,838.77,10.9,47.8,41.4,89.1,560,871.38,4.8,22.5,72.7,95.2
6671610,GWINNETT COUNTY,TWIN RIVERS M,460,848.22,1.1,47.2,51.7,98.9,459,852.53,2.2,43.4,54.5,97.8,461,849.49,6.3,46.4,47.3,93.7,460,838.68,12.2,48.3,39.6,87.8,459,860.83,5.4,29.6,64.9,94.6
6672058,GWINNETT COUNTY,SNELLVILLE MI,765,834.61,6.0,64.4,29.5,94.0,765,836.17,8.4,60.0,31.6,91.6,765,817.25,29.7,50.2,20.1,70.3,764,823.19,25.3,50.0,24.7,74.7,760,831.25,20.5,43.0,36.4,79.5
6674058,GWINNETT COUNTY,SUMMEROUR MID,363,827.17,9.6,70.2,20.1,90.4,363,828.60,12.7,63.6,23.7,87.3,363,806.61,39.4,51.8,8.8,60.6,363,805.21,46.6,43.8,9.6,53.4,362,808.93,39.5,48.6,11.9,60.5
6680196,HABERSHAM COUNTY,NORTH HABERSH,271,850.95,0.7,43.2,56.1,99.3,272,852.22,2.6,44.1,53.3,97.4,272,839.85,8.5,50.7,40.8,91.5,270,832.38,14.4,57.4,28.1,85.6,271,841.15,14.8,42.1,43.2,85.2
6680296,HABERSHAM COUNTY,SOUTH HABERSH,218,833.59,9.6,59.6,30.7,90.4,218,840.89,10.1,48.2,41.7,89.9,221,817.20,30.3,48.4,21.3,69.7,219,812.82,37.4,47.5,15.1,62.6,217,811.65,37.8,44.7,17.5,62.2
6690100,HALL COUNTY,C W DAVIS MID,430,836.58,4.2,64.9,30.9,95.8,429,839.85,6.1,55.9,38.0,93.9,431,816.18,24.8,60.3,14.8,75.2,428,821.74,24.8,55.1,20.1,75.2,427,819.79,26.5,51.8,21.8,73.5
6690105,HALL COUNTY,LANIER CAREER,17,807.59,29.4,70.6,0.0,70.6,17,803.88,35.3,64.7,0.0,64.7,17,768.06,94.1,5.9,0.0,5.9,17,778.06,82.4,17.6,0.0,17.6,17,767.59,100.0,0.0,0.0,0.0
6690200,HALL COUNTY,CHESTATEE MID,337,828.24,10.4,68.2,21.4,89.6,337,826.32,16.3,61.7,22.0,83.7,339,816.93,28.3,52.5,19.2,71.7,336,805.71,44.0,48.2,7.7,56.0,325,805.94,45.2,40.6,14.2,54.8
