Key,System Name,School Name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA,Congressional District
6601064,FULTON COUNTY,OAK KNOLL ELE,72,823.33,20.8,59.7,19.4,79.2,75,824.39,22.7,58.7,18.7,77.3,72,826.72,26.4,43.1,30.6,73.6,76,818.50,35.5,43.4,21.1,64.5,75,798.04,53.3,45.3,1.3,46.7,7,5th
6601067,FULTON COUNTY,ROSWELL NORTH,151,847.01,7.9,36.4,55.6,92.1,151,848.03,8.6,39.1,52.3,91.4,152,844.12,13.2,35.5,51.3,86.8,152,848.20,13.8,29.6,56.6,86.2,151,831.32,15.2,51.0,33.8,84.8,7,6th
6601210,FULTON COUNTY,BIRMINGHAM FA,136,853.62,0.0,37.5,62.5,100.0,136,856.39,0.0,39.0,61.0,100.0,135,860.13,0.0,29.6,70.4,100.0,136,870.03,1.5,27.2,71.3,98.5,136,840.50,6.6,55.1,38.2,93.4,7,6th
6601310,FULTON COUNTY,ISON SPRINGS,101,829.25,17.8,54.5,27.7,82.2,101,825.33,19.8,54.5,25.7,80.2,102,819.24,31.4,43.1,25.5,68.6,102,829.92,26.5,38.2,35.3,73.5,101,813.59,30.7,59.4,9.9,69.3,7,6th
6602058,FULTON COUNTY,BETHUNE ELEME,129,831.25,14.0,55.8,30.2,86.0,129,837.53,10.9,51.2,38.0,89.1,128,834.76,15.6,43.8,40.6,84.4,133,830.95,24.1,42.9,33.1,75.9,132,811.35,28.0,66.7,5.3,72.0,7,13th
6602070,FULTON COUNTY,CAMPBELL ELEM,152,825.18,23.0,49.3,27.6,77.0,153,827.31,22.9,51.0,26.1,77.1,151,826.06,24.5,45.7,29.8,75.5,155,816.66,38.1,40.0,21.9,61.9,155,803.94,45.8,49.0,5.2,54.2,7,13th
6602550,FULTON COUNTY,BROOKVIEW ELE,67,822.34,20.9,59.7,19.4,79.1,67,822.31,20.9,59.7,19.4,79.1,67,832.94,19.4,38.8,41.8,80.6,67,805.52,49.3,40.3,10.4,50.7,67,797.70,53.7,41.8,4.5,46.3,7,5th
6603056,FULTON COUNTY,HEARDS FERRY,52,863.60,1.9,26.9,71.2,98.1,52,862.02,1.9,32.7,65.4,98.1,53,866.15,3.8,18.9,77.4,96.2,54,862.63,1.9,33.3,64.8,98.1,53,843.81,3.8,50.9,45.3,96.2,7,6th
6603058,FULTON COUNTY,LEE ELEMENTAR,94,825.54,19.1,60.6,20.2,80.9,93,828.03,18.3,58.1,23.7,81.7,93,826.90,20.4,46.2,33.3,79.6,93,836.14,19.4,32.3,48.4,80.6,92,830.48,12.0,58.7,29.3,88.0,7,13th
6603064,FULTON COUNTY,PARKLANE ELEM,55,819.35,21.8,61.8,16.4,78.2,56,824.55,17.9,62.5,19.6,82.1,56,809.29,42.9,42.9,14.3,57.1,55,807.36,41.8,43.6,14.5,58.2,55,800.27,47.3,52.7,0.0,52.7,7,5th
6604056,FULTON COUNTY,HIGH POINT EL,103,835.97,12.6,44.7,42.7,87.4,105,831.69,17.1,48.6,34.3,82.9,103,832.62,20.4,35.9,43.7,79.6,105,835.15,19.0,42.9,38.1,81.0,105,822.30,20.0,57.1,22.9,80.0,7,5th
6604060,FULTON COUNTY,MIMOSA ELEMEN,164,828.63,15.2,59.1,25.6,84.8,164,832.96,12.2,60.4,27.4,87.8,164,835.80,15.9,46.3,37.8,84.1,169,827.37,25.4,45.6,29.0,74.6,167,808.51,34.1,60.5,5.4,65.9,7,6th
6604069,FULTON COUNTY,E C WEST ELEM,130,825.08,17.7,58.5,23.8,82.3,130,827.48,16.9,60.0,23.1,83.1,134,823.06,26.1,46.3,27.6,73.9,136,815.93,33.1,47.1,19.9,66.9,136,810.18,33.8,58.1,8.1,66.2,7,13th
6605052,FULTON COUNTY,CONLEY HILLS,61,826.57,13.1,67.2,19.7,86.9,60,831.83,10.0,65.0,25.0,90.0,60,827.53,18.3,55.0,26.7,81.7,64,819.36,21.9,57.8,20.3,78.1,63,802.51,41.3,57.1,1.6,58.7,7,5th
6605060,FULTON COUNTY,MOUNT OLIVE E,77,827.03,18.2,57.1,24.7,81.8,77,830.92,14.3,59.7,26.0,85.7,77,813.09,27.3,58.4,14.3,72.7,77,823.55,24.7,51.9,23.4,75.3,77,811.30,33.8,58.4,7.8,66.2,7,5th
6610103,GILMER COUNTY,MOUNTAIN VIEW,94,831.64,18.1,45.7,36.2,81.9,91,832.18,15.4,54.9,29.7,84.6,94,826.36,23.4,51.1,25.5,76.6,96,831.93,21.9,39.6,38.5,78.1,96,827.38,20.8,53.1,26.0,79.2,9,9th
6612050,GILMER COUNTY,ELLIJAY ELEME,188,830.77,15.4,54.8,29.8,84.6,188,826.14,17.6,63.3,19.1,82.4,187,819.09,29.4,46.5,24.1,70.6,188,828.73,23.4,45.7,30.9,76.6,187,816.58,28.3,54.0,17.6,71.7,9,9th
6614050,GILMER COUNTY,OAKLAND ELEME,52,833.13,13.5,48.1,38.5,86.5,54,829.93,14.8,63.0,22.2,85.2,54,830.72,20.4,48.1,31.5,79.6,54,835.13,24.1,37.0,38.9,75.9,54,816.24,29.6,61.1,9.3,70.4,9,9th
6620196,GLASCOCK COUNTY,GLASCOCK COUN,48,837.15,14.6,43.8,41.7,85.4,47,833.43,14.9,51.1,34.0,85.1,47,821.57,25.5,51.1,23.4,74.5,48,835.63,18.8,43.8,37.5,81.3,48,817.90,22.9,66.7,10.4,77.1,1,12th
6630106,GLYNN COUNTY,STERLING ELEM,106,836.71,9.4,50.9,39.6,90.6,106,832.76,13.2,59.4,27.4,86.8,107,831.07,15.0,53.3,31.8,85.0,107,823.68,26.2,46.7,27.1,73.8,105,812.73,26.7,62.9,10.5,73.3,4,1st
6630107,GLYNN COUNTY,MORNINGSTAR T,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,1,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,4,1st
6630178,GLYNN COUNTY,GLYNDALE ELEM,108,828.93,14.8,54.6,30.6,85.2,110,832.49,16.4,53.6,30.0,83.6,108,837.20,13.9,51.9,34.3,86.1,110,818.66,37.3,39.1,23.6,62.7,110,806.49,39.1,55.5,5.5,60.9,4,1st
6630190,GLYNN COUNTY,GOLDEN ISLES,122,829.06,17.2,50.0,32.8,82.8,122,831.58,11.5,62.3,26.2,88.5,122,836.98,15.6,47.5,36.9,84.4,122,824.30,27.0,48.4,24.6,73.0,121,808.02,30.6,66.1,3.3,69.4,4,1st
6630195,GLYNN COUNTY,OGLETHORPE PO,83,865.86,0.0,24.1,75.9,100.0,83,869.61,0.0,26.5,73.5,100.0,83,884.16,1.2,16.9,81.9,98.8,83,870.05,3.6,28.9,67.5,96.4,83,843.81,3.6,49.4,47.0,96.4,4,1st
6630198,GLYNN COUNTY,SATILLA MARSH,129,850.08,5.4,36.4,58.1,94.6,130,845.88,6.2,47.7,46.2,93.8,129,847.57,9.3,39.5,51.2,90.7,130,847.48,11.5,40.0,48.5,88.5,129,829.59,10.9,64.3,24.8,89.1,4,1st
6630298,GLYNN COUNTY,GREER ELEMENT,105,848.97,1.9,44.8,53.3,98.1,105,849.71,3.8,44.8,51.4,96.2,104,856.25,2.9,32.7,64.4,97.1,106,854.78,8.5,35.8,55.7,91.5,106,841.45,8.5,53.8,37.7,91.5,4,1st
6631052,GLYNN COUNTY,ALTAMA ELEMEN,88,821.42,26.1,51.1,22.7,73.9,87,824.31,24.1,59.8,16.1,75.9,86,817.02,24.4,58.1,17.4,75.6,88,813.90,37.5,46.6,15.9,62.5,87,812.79,27.6,64.4,8.0,72.4,4,1st
6631056,GLYNN COUNTY,ST SIMONS EL,63,847.51,4.8,36.5,58.7,95.2,63,845.78,4.8,49.2,46.0,95.2,63,861.94,0.0,33.3,66.7,100.0,63,860.38,7.9,28.6,63.5,92.1,63,830.24,14.3,63.5,22.2,85.7,4,1st
6634052,GLYNN COUNTY,BURROUGHS MOL,61,817.16,26.2,59.0,14.8,73.8,62,822.35,21.0,62.9,16.1,79.0,60,816.30,28.3,48.3,23.3,71.7,62,796.73,54.8,40.3,4.8,45.2,61,792.05,70.5,27.9,1.6,29.5,4,1st
6635052,GLYNN COUNTY,GOODYEAR ELEM,82,816.18,28.0,57.3,14.6,72.0,82,826.33,20.7,56.1,23.2,79.3,82,819.02,29.3,51.2,19.5,70.7,82,799.17,54.9,34.1,11.0,45.1,82,794.11,57.3,42.7,0.0,42.7,4,1st
6640110,GORDON COUNTY,SONORAVILLE E,115,836.20,7.8,50.4,41.7,92.2,114,834.45,9.6,59.6,30.7,90.4,114,841.02,14.0,37.7,48.2,86.0,115,835.12,19.1,40.0,40.9,80.9,115,826.48,10.4,67.0,22.6,89.6,11,9th
6640176,GORDON COUNTY,TOLBERT ELEME,116,832.83,9.5,56.0,34.5,90.5,118,827.64,13.6,65.3,21.2,86.4,115,833.57,18.3,43.5,38.3,81.7,120,830.02,20.8,49.2,30.0,79.2,120,819.61,20.0,64.2,15.8,80.0,11,9th
6640190,GORDON COUNTY,RED BUD ELEME,91,837.54,15.4,41.8,42.9,84.6,92,828.93,17.4,56.5,26.1,82.6,92,827.50,21.7,45.7,32.6,78.3,92,827.83,25.0,42.4,32.6,75.0,91,815.73,24.2,63.7,12.1,75.8,11,11th
6640274,GORDON COUNTY,SWAIN ELEMENT,74,830.31,8.1,62.2,29.7,91.9,74,831.31,9.5,64.9,25.7,90.5,73,829.08,17.8,52.1,30.1,82.2,73,840.70,16.4,41.1,42.5,83.6,72,824.31,11.1,72.2,16.7,88.9,11,11th
6641050,GORDON COUNTY,BELWOOD ELEME,75,841.53,5.3,46.7,48.0,94.7,75,838.45,6.7,56.0,37.3,93.3,74,861.53,8.1,27.0,64.9,91.9,75,839.76,13.3,48.0,38.7,86.7,75,831.67,14.7,57.3,28.0,85.3,11,11th
6642050,GORDON COUNTY,FAIRMOUNT ELE,51,835.29,9.8,54.9,35.3,90.2,50,829.26,4.0,74.0,22.0,96.0,49,843.73,8.2,32.7,59.2,91.8,51,850.08,9.8,33.3,56.9,90.2,51,822.75,11.8,74.5,13.7,88.2,11,9th
6650185,GRADY COUNTY,EASTSIDE ELEM,103,834.02,14.6,49.5,35.9,85.4,103,829.87,16.5,57.3,26.2,83.5,103,818.21,28.2,46.6,25.2,71.8,103,832.08,21.4,41.7,36.9,78.6,103,821.22,23.3,58.3,18.4,76.7,15,2nd
6651054,GRADY COUNTY,WHIGHAM ELEME,50,824.98,18.0,56.0,26.0,82.0,50,825.04,18.0,58.0,24.0,82.0,50,825.58,20.0,58.0,22.0,80.0,50,848.60,10.0,34.0,56.0,90.0,50,835.80,10.0,48.0,42.0,90.0,15,2nd
6651550,GRADY COUNTY,NORTHSIDE ELE,41,827.20,12.2,70.7,17.1,87.8,41,838.22,4.9,58.5,36.6,95.1,42,825.50,21.4,54.8,23.8,78.6,42,820.88,21.4,64.3,14.3,78.6,41,812.56,26.8,61.0,12.2,73.2,15,2nd
6652050,GRADY COUNTY,SOUTHSIDE ELE,91,834.27,9.9,56.0,34.1,90.1,91,831.33,6.6,69.2,24.2,93.4,91,815.29,28.6,54.9,16.5,71.4,91,822.49,26.4,50.5,23.1,73.6,91,813.59,24.2,63.7,12.1,75.8,15,2nd
6653050,GRADY COUNTY,SHIVER ELEMEN,60,830.82,5.0,73.3,21.7,95.0,60,834.83,6.7,65.0,28.3,93.3,61,824.67,16.4,60.7,23.0,83.6,60,850.45,6.7,45.0,48.3,93.3,59,834.85,6.8,66.1,27.1,93.2,15,2nd
6660109,GREENE COUNTY,LAKE OCONEE C,18,855.78,0.0,44.4,55.6,100.0,18,857.22,5.6,38.9,55.6,94.4,18,854.61,0.0,33.3,66.7,100.0,18,869.89,5.6,22.2,72.2,94.4,18,845.78,0.0,50.0,50.0,100.0,10,10th
6660201,GREENE COUNTY,UNION POINT E,47,824.96,17.0,59.6,23.4,83.0,46,825.78,19.6,60.9,19.6,80.4,46,807.09,30.4,60.9,8.7,69.6,48,813.69,41.7,37.5,20.8,58.3,48,800.29,41.7,58.3,0.0,58.3,10,10th
6660301,GREENE COUNTY,GREENSBORO EL,96,817.77,26.0,57.3,16.7,74.0,95,819.64,25.3,55.8,18.9,74.7,96,804.18,43.8,42.7,13.5,56.3,97,804.96,44.3,40.2,15.5,55.7,97,798.95,54.6,41.2,4.1,45.4,10,10th
6670100,GWINNETT COUNTY,ROCK SPRINGS,140,850.08,6.4,39.3,54.3,93.6,141,845.43,7.1,47.5,45.4,92.9,139,847.83,8.6,36.0,55.4,91.4,144,856.73,11.1,30.6,58.3,88.9,143,841.71,9.1,48.3,42.7,90.9,7,7th
6670109,GWINNETT COUNTY,BENEFIELD ELE,185,838.53,7.0,55.1,37.8,93.0,185,839.72,7.0,56.8,36.2,93.0,187,839.58,10.2,47.6,42.2,89.8,195,845.68,10.3,44.6,45.1,89.7,193,831.68,11.4,59.6,29.0,88.6,7,7th
6670173,GWINNETT COUNTY,CENTERVILLE E,118,834.90,8.5,59.3,32.2,91.5,117,833.03,11.1,57.3,31.6,88.9,118,831.81,16.1,49.2,34.7,83.9,128,835.31,19.5,36.7,43.8,80.5,128,825.60,18.8,60.2,21.1,81.3,7,7th
6670180,GWINNETT COUNTY,HEAD ELEMENTA,99,864.66,1.0,21.2,77.8,99.0,98,869.27,1.0,25.5,73.5,99.0,98,863.12,5.1,29.6,65.3,94.9,99,884.76,2.0,13.1,84.8,98.0,99,867.33,0.0,22.2,77.8,100.0,7,7th
6670184,GWINNETT COUNTY,BERKELEY LAKE,176,848.91,2.3,43.8,54.0,97.7,174,848.60,0.0,54.0,46.0,100.0,176,855.76,6.3,38.1,55.7,93.8,188,865.33,6.4,28.2,65.4,93.6,185,848.92,5.4,43.2,51.4,94.6,7,7th
6670190,GWINNETT COUNTY,CHATTAHOOCHEE,197,848.19,7.1,36.5,56.3,92.9,193,850.22,9.3,34.2,56.5,90.7,190,856.71,10.5,27.4,62.1,89.5,210,863.58,12.9,21.0,66.2,87.1,206,851.50,9.7,32.0,58.3,90.3,7,7th
6670191,GWINNETT COUNTY,DACULA ELEMEN,239,852.49,0.8,43.1,56.1,99.2,240,851.60,1.7,45.4,52.9,98.3,240,857.83,2.1,38.8,59.2,97.9,240,872.68,1.3,22.9,75.8,98.8,240,858.16,1.3,35.4,63.3,98.8,7,7th
6670193,GWINNETT COUNTY,WALNUT GROVE,154,853.97,1.9,43.5,54.5,98.1,154,852.73,4.5,42.2,53.2,95.5,154,857.06,8.4,32.5,59.1,91.6,155,867.57,3.2,31.6,65.2,96.8,154,854.95,1.9,42.2,55.8,98.1,7,7th
6670194,GWINNETT COUNTY,CRAIG ELEMENT,217,860.88,0.5,30.0,69.6,99.5,214,859.32,0.5,35.5,64.0,99.5,215,867.57,1.4,20.5,78.1,98.6,221,871.50,3.2,20.4,76.5,96.8,221,853.99,3.6,35.3,61.1,96.4,7,7th
6670196,GWINNETT COUNTY,HARBINS ELEME,142,851.88,0.7,40.1,59.2,99.3,141,847.06,4.3,43.3,52.5,95.7,138,853.67,5.1,34.1,60.9,94.9,147,857.00,6.1,34.0,59.9,93.9,147,848.05,4.1,45.6,50.3,95.9,7,7th
6670199,GWINNETT COUNTY,MEADOWCREEK E,167,832.07,10.8,59.3,29.9,89.2,163,837.62,5.5,60.7,33.7,94.5,160,831.73,12.5,53.1,34.4,87.5,170,836.25,12.4,51.8,35.9,87.6,170,821.10,16.5,70.6,12.9,83.5,7,4th
6670200,GWINNETT COUNTY,FREEMAN S MIL,132,854.88,1.5,37.9,60.6,98.5,130,856.03,0.8,43.1,56.2,99.2,128,863.04,0.8,32.0,67.2,99.2,134,873.93,1.5,24.6,73.9,98.5,133,855.12,2.3,36.1,61.7,97.7,7,7th
6670205,GWINNETT COUNTY,CORLEY ELEMEN,188,830.05,12.8,60.6,26.6,87.2,187,833.29,10.7,59.4,29.9,89.3,187,832.70,16.6,49.7,33.7,83.4,193,838.23,15.5,45.1,39.4,84.5,191,823.64,20.9,59.2,19.9,79.1,7,7th
6670208,GWINNETT COUNTY,MULBERRY ELEM,105,844.31,5.7,49.5,44.8,94.3,104,844.13,2.9,53.8,43.3,97.1,104,844.50,7.7,52.9,39.4,92.3,105,861.44,5.7,29.5,64.8,94.3,105,850.24,1.9,43.8,54.3,98.1,7,10th
6670210,GWINNETT COUNTY,LOVIN ELEMENT,117,844.59,3.4,52.1,44.4,96.6,117,845.49,3.4,55.6,41.0,96.6,113,849.52,2.7,44.2,53.1,97.3,122,851.70,10.7,39.3,50.0,89.3,122,837.33,5.7,63.9,30.3,94.3,7,7th
6670275,GWINNETT COUNTY,KNIGHT ELEMEN,145,846.99,4.8,42.8,52.4,95.2,145,846.29,5.5,51.0,43.4,94.5,144,854.55,5.6,37.5,56.9,94.4,146,866.80,2.1,32.2,65.8,97.9,146,847.38,4.1,39.7,56.2,95.9,7,7th
6670280,GWINNETT COUNTY,BEAVER RIDGE,198,832.60,12.1,54.0,33.8,87.9,198,837.48,9.1,56.1,34.8,90.9,199,833.12,17.6,48.7,33.7,82.4,201,838.81,16.4,41.8,41.8,83.6,201,822.04,23.4,56.7,19.9,76.6,7,4th
6670282,GWINNETT COUNTY,ANNISTOWN ELE,102,837.37,4.9,59.8,35.3,95.1,101,838.65,7.9,52.5,39.6,92.1,99,841.77,8.1,47.5,44.4,91.9,106,847.40,13.2,38.7,48.1,86.8,106,830.29,12.3,61.3,26.4,87.7,7,7th
6670285,GWINNETT COUNTY,HOPKINS ELEME,254,826.15,18.5,57.9,23.6,81.5,249,829.20,13.3,63.5,23.3,86.7,253,822.31,25.7,48.6,25.7,74.3,266,832.86,19.5,44.4,36.1,80.5,260,824.02,18.5,61.5,20.0,81.5,7,13th
6670286,GWINNETT COUNTY,BROOKWOOD ELE,198,860.16,2.0,27.3,70.7,98.0,197,863.22,1.0,28.9,70.1,99.0,191,876.26,1.0,19.4,79.6,99.0,203,882.61,2.5,13.3,84.2,97.5,203,874.57,2.5,17.2,80.3,97.5,7,7th
6670287,GWINNETT COUNTY,NORTON ELEMEN,179,842.21,5.0,49.2,45.8,95.0,176,837.92,5.7,60.2,34.1,94.3,175,841.06,7.4,50.3,42.3,92.6,181,842.99,13.3,38.7,48.1,86.7,181,832.41,11.0,58.0,30.9,89.0,7,7th
6670288,GWINNETT COUNTY,MINOR ELEMENT,174,833.18,13.2,54.0,32.8,86.8,171,837.31,11.1,54.4,34.5,88.9,172,845.59,11.0,40.7,48.3,89.0,180,843.21,18.3,35.0,46.7,81.7,179,831.65,14.5,54.7,30.7,85.5,7,13th
6670289,GWINNETT COUNTY,MCKENDREE ELE,191,842.89,6.8,44.0,49.2,93.2,189,843.88,6.9,50.3,42.9,93.1,185,844.89,11.4,43.2,45.4,88.6,194,849.96,8.8,40.2,51.0,91.2,194,837.03,12.4,55.2,32.5,87.6,7,7th
6670291,GWINNETT COUNTY,SHILOH ELEMEN,110,839.56,11.8,44.5,43.6,88.2,109,837.56,9.2,53.2,37.6,90.8,109,830.42,19.3,48.6,32.1,80.7,114,841.01,12.3,44.7,43.0,87.7,114,828.92,11.4,59.6,28.9,88.6,7,7th
6670294,GWINNETT COUNTY,NESBIT ELEMEN,258,826.90,16.3,59.7,24.0,83.7,257,828.31,17.5,57.2,25.3,82.5,257,823.70,21.4,54.5,24.1,78.6,261,828.35,21.5,49.0,29.5,78.5,256,824.86,19.5,60.5,19.9,80.5,7,4th
6670295,GWINNETT COUNTY,FORT DANIEL E,113,858.88,1.8,27.4,70.8,98.2,113,857.38,0.0,36.3,63.7,100.0,109,856.77,2.8,33.9,63.3,97.2,113,872.96,1.8,20.4,77.9,98.2,113,852.67,1.8,43.4,54.9,98.2,7,7th
6670296,GWINNETT COUNTY,SUGAR HILL EL,199,845.04,7.5,42.7,49.7,92.5,196,843.27,5.1,58.7,36.2,94.9,193,848.60,5.2,46.6,48.2,94.8,200,872.81,3.5,23.5,73.0,96.5,198,846.52,6.1,44.4,49.5,93.9,7,7th
6670298,GWINNETT COUNTY,M H MASON ELE,187,848.07,3.2,45.5,51.3,96.8,185,852.95,2.7,38.4,58.9,97.3,183,861.02,3.8,32.2,63.9,96.2,194,864.41,7.2,27.8,64.9,92.8,192,848.32,5.7,44.8,49.5,94.3,7,7th
6670300,GWINNETT COUNTY,SUSAN STRIPLI,149,826.62,13.4,60.4,26.2,86.6,147,830.88,12.2,59.9,27.9,87.8,147,829.91,17.0,51.7,31.3,83.0,157,832.32,20.4,49.0,30.6,79.6,157,827.57,12.1,65.6,22.3,87.9,7,4th
6670305,GWINNETT COUNTY,IVY CREEK ELE,156,850.60,2.6,36.5,60.9,97.4,157,848.86,2.5,45.9,51.6,97.5,155,852.01,3.9,47.1,49.0,96.1,158,862.89,2.5,30.4,67.1,97.5,158,845.99,3.2,51.3,45.6,96.8,7,7th
6670309,GWINNETT COUNTY,ROSEBUD ELEME,160,842.26,5.6,51.3,43.1,94.4,160,844.13,5.0,51.3,43.8,95.0,159,843.86,8.8,42.1,49.1,91.2,162,860.20,6.2,28.4,65.4,93.8,161,849.84,6.2,41.6,52.2,93.8,7,7th
6670376,GWINNETT COUNTY,GWIN OAKS ELE,154,851.55,3.2,42.2,54.5,96.8,154,853.65,3.2,40.3,56.5,96.8,151,868.64,3.3,25.8,70.9,96.7,157,871.78,4.5,23.6,72.0,95.5,157,846.82,4.5,47.8,47.8,95.5,7,7th
6670382,GWINNETT COUNTY,ARCADO ELEMEN,144,847.37,6.3,38.9,54.9,93.8,144,849.51,5.6,38.2,56.3,94.4,142,857.75,6.3,33.8,59.9,93.7,151,863.23,9.9,26.5,63.6,90.1,149,847.28,7.4,42.3,50.3,92.6,7,7th
6670389,GWINNETT COUNTY,CEDAR HILL EL,235,839.78,6.0,56.6,37.4,94.0,233,839.30,7.7,62.2,30.0,92.3,230,840.50,10.4,47.0,42.6,89.6,239,838.62,13.4,47.7,38.9,86.6,238,825.27,16.0,65.1,18.9,84.0,7,7th
6670391,GWINNETT COUNTY,PHARR ELEMENT,145,848.64,4.8,46.2,49.0,95.2,145,846.24,6.2,48.3,45.5,93.8,144,842.67,11.1,40.3,48.6,88.9,150,857.17,8.7,29.3,62.0,91.3,150,847.03,6.7,38.7,54.7,93.3,7,7th
6670394,GWINNETT COUNTY,SIMONTON ELEM,133,838.68,6.0,54.9,39.1,94.0,129,843.38,5.4,53.5,41.1,94.6,126,852.35,5.6,38.9,55.6,94.4,134,853.08,8.2,32.8,59.0,91.8,134,831.24,11.2,57.5,31.3,88.8,7,7th
6670395,GWINNETT COUNTY,JACKSON ELEME,281,846.68,6.4,42.7,50.9,93.6,277,847.65,6.5,44.0,49.5,93.5,275,848.55,14.2,38.5,47.3,85.8,289,853.95,12.1,32.9,55.0,87.9,242,840.68,13.6,45.0,41.3,86.4,7,7th
6670397,GWINNETT COUNTY,MAGILL ELEMEN,245,834.60,10.6,53.9,35.5,89.4,243,830.57,12.3,63.0,24.7,87.7,243,826.52,19.8,49.8,30.5,80.2,252,833.29,20.6,42.5,36.9,79.4,250,823.88,18.0,61.6,20.4,82.0,7,7th
6670398,GWINNETT COUNTY,PARTEE ELEMEN,99,836.06,8.1,58.6,33.3,91.9,96,836.83,5.2,65.6,29.2,94.8,95,834.79,10.5,58.9,30.5,89.5,102,831.71,17.6,54.9,27.5,82.4,102,821.65,18.6,65.7,15.7,81.4,7,7th
6670400,GWINNETT COUNTY,RIVERSIDE ELE,211,865.55,1.9,19.0,79.1,98.1,210,865.20,1.4,25.2,73.3,98.6,207,866.79,1.4,25.6,72.9,98.6,213,884.65,1.4,20.7,77.9,98.6,213,864.22,2.3,27.2,70.4,97.7,7,7th
6670409,GWINNETT COUNTY,PUCKETT S MIL,198,858.78,0.5,29.3,70.2,99.5,200,856.22,0.0,39.0,61.0,100.0,200,860.01,2.0,31.0,67.0,98.0,201,861.19,1.5,30.3,68.2,98.5,201,842.43,2.0,61.7,36.3,98.0,7,7th
6670494,GWINNETT COUNTY,SIMPSON ELEME,153,869.20,1.3,19.6,79.1,98.7,152,871.36,0.7,25.0,74.3,99.3,153,877.09,1.3,16.3,82.4,98.7,163,878.29,6.7,13.5,79.8,93.3,162,871.53,6.2,14.2,79.6,93.8,7,7th
6670495,GWINNETT COUNTY,KANOHEDA ELEM,168,838.27,8.3,51.2,40.5,91.7,168,839.88,6.0,56.0,38.1,94.0,167,837.13,15.6,42.5,41.9,84.4,171,846.49,7.6,40.4,52.0,92.4,171,828.71,10.5,69.0,20.5,89.5,7,7th
6670498,GWINNETT COUNTY,TAYLOR ELEMEN,160,853.95,6.9,31.3,61.9,93.1,156,853.95,4.5,39.1,56.4,95.5,154,853.81,5.2,38.3,56.5,94.8,172,859.72,10.5,26.7,62.8,89.5,171,839.63,10.5,50.9,38.6,89.5,7,7th
6670505,GWINNETT COUNTY,SYCAMORE ELEM,109,833.47,14.7,48.6,36.7,85.3,107,830.00,17.8,51.4,30.8,82.2,112,825.57,22.3,45.5,32.1,77.7,112,831.15,24.1,36.6,39.3,75.9,110,821.06,20.9,59.1,20.0,79.1,7,7th
6670509,GWINNETT COUNTY,TRIP ELEMENTA,144,840.81,6.9,48.6,44.4,93.1,144,841.96,7.6,50.0,42.4,92.4,145,836.59,14.5,50.3,35.2,85.5,145,849.18,10.3,37.9,51.7,89.7,144,832.82,9.0,65.3,25.7,91.0,7,7th
6670605,GWINNETT COUNTY,W J COOPER,207,843.61,4.8,46.9,48.3,95.2,204,846.67,2.9,51.5,45.6,97.1,202,853.46,4.0,42.1,54.0,96.0,210,853.43,8.6,33.8,57.6,91.4,210,841.56,7.6,51.0,41.4,92.4,7,7th
6670608,GWINNETT COUNTY,PATRICK ELEME,136,852.38,5.1,34.6,60.3,94.9,134,852.03,3.7,41.8,54.5,96.3,134,854.69,8.2,33.6,58.2,91.8,136,857.05,6.6,34.6,58.8,93.4,136,844.21,7.4,41.9,50.7,92.6,7,7th
6670705,GWINNETT COUNTY,PARSONS ELEME,123,863.75,1.6,25.2,73.2,98.4,123,862.54,0.0,35.8,64.2,100.0,126,862.11,4.0,24.6,71.4,96.0,126,881.16,1.6,16.7,81.7,98.4,123,866.00,2.4,25.2,72.4,97.6,7,7th
6671005,GWINNETT COUNTY,ALCOVA ELEMEN,168,837.20,5.4,59.5,35.1,94.6,168,835.57,8.9,59.5,31.5,91.1,167,842.17,11.4,45.5,43.1,88.6,173,854.42,9.2,29.5,61.3,90.8,172,834.42,8.7,61.6,29.7,91.3,7,7th
6671013,GWINNETT COUNTY,FERGUSON ELEM,117,826.73,17.1,57.3,25.6,82.9,118,832.07,11.9,58.5,29.7,88.1,115,824.55,20.9,52.2,27.0,79.1,124,831.24,23.4,37.9,38.7,76.6,124,827.53,21.0,56.5,22.6,79.0,7,7th
6671014,GWINNETT COUNTY,ROBERTS ELEME,111,853.74,0.9,41.4,57.7,99.1,111,854.20,2.7,45.0,52.3,97.3,112,861.41,1.8,28.6,69.6,98.2,115,873.28,1.7,20.9,77.4,98.3,113,860.01,1.8,37.2,61.1,98.2,7,7th
