Key,System name,School name,N Tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N Tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N Tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N Tested Science,Science: Mean Scale Score,Science: % Did not meet the standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N Tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Did not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard
6642050,GORDON COUNTY,FAIRMOUNT ELE,54,838.63,5.6,57.4,37.0,94.4,54,829.44,7.4,68.5,24.1,92.6,54,846.48,9.3,48.1,42.6,90.7,54,828.65,9.3,70.4,20.4,90.7,54,817.50,24.1,68.5,7.4,75.9
6650185,GRADY COUNTY,EASTSIDE ELEM,97,830.66,12.4,61.9,25.8,87.6,97,825.74,14.4,62.9,22.7,85.6,97,817.19,32.0,48.5,19.6,68.0,97,820.10,32.0,53.6,14.4,68.0,97,812.27,20.6,73.2,6.2,79.4
6651054,GRADY COUNTY,WHIGHAM ELEME,51,828.84,11.8,58.8,29.4,88.2,51,820.88,27.5,51.0,21.6,72.5,51,843.75,9.8,56.9,33.3,90.2,51,837.55,13.7,52.9,33.3,86.3,51,835.67,9.8,58.8,31.4,90.2
6651550,GRADY COUNTY,NORTHSIDE ELE,48,831.98,6.3,66.7,27.1,93.8,48,830.23,12.5,62.5,25.0,87.5,48,834.90,14.6,54.2,31.3,85.4,48,827.06,16.7,70.8,12.5,83.3,48,823.71,16.7,72.9,10.4,83.3
6652050,GRADY COUNTY,SOUTHSIDE ELE,90,831.57,4.4,72.2,23.3,95.6,90,833.70,10.0,64.4,25.6,90.0,90,828.08,17.8,52.2,30.0,82.2,89,828.39,14.6,62.9,22.5,85.4,89,820.52,20.2,64.0,15.7,79.8
6653050,GRADY COUNTY,SHIVER ELEMEN,61,837.07,6.6,55.7,37.7,93.4,61,833.98,11.5,57.4,31.1,88.5,61,835.89,9.8,50.8,39.3,90.2,61,834.80,9.8,62.3,27.9,90.2,61,826.44,9.8,75.4,14.8,90.2
6660109,GREENE COUNTY,LAKE OCONEE C,15,854.07,0.0,40.0,60.0,100.0,15,857.07,0.0,40.0,60.0,100.0,15,853.27,0.0,53.3,46.7,100.0,15,870.27,0.0,26.7,73.3,100.0,15,844.40,0.0,60.0,40.0,100.0
6660201,GREENE COUNTY,UNION POINT E,56,830.32,1.8,75.0,23.2,98.2,56,828.98,12.5,62.5,25.0,87.5,56,819.86,26.8,51.8,21.4,73.2,56,817.05,25.0,58.9,16.1,75.0,56,808.11,33.9,62.5,3.6,66.1
6660301,GREENE COUNTY,GREENSBORO EL,94,825.29,16.0,60.6,23.4,84.0,94,818.37,25.5,56.4,18.1,74.5,94,819.03,28.7,52.1,19.1,71.3,94,806.66,38.3,52.1,9.6,61.7,93,794.73,55.9,44.1,0.0,44.1
6670100,GWINNETT COUNTY,ROCK SPRINGS,143,842.57,7.0,45.5,47.6,93.0,143,844.79,5.6,42.7,51.7,94.4,143,841.57,15.4,36.4,48.3,84.6,142,841.65,13.4,43.0,43.7,86.6,142,836.54,10.6,52.8,36.6,89.4
6670109,GWINNETT COUNTY,BENEFIELD ELE,231,830.00,14.7,59.7,25.5,85.3,231,828.84,13.9,58.4,27.7,86.1,231,829.36,22.5,44.2,33.3,77.5,231,826.42,18.6,55.0,26.4,81.4,231,820.44,18.6,65.4,16.0,81.4
6670173,GWINNETT COUNTY,CENTERVILLE E,143,826.90,16.8,58.0,25.2,83.2,143,826.07,23.1,49.7,27.3,76.9,143,829.88,25.9,40.6,33.6,74.1,143,822.34,25.9,49.7,24.5,74.1,143,812.76,31.5,62.9,5.6,68.5
6670180,GWINNETT COUNTY,HEAD ELEMENTA,95,852.56,3.2,34.7,62.1,96.8,95,854.38,2.1,32.6,65.3,97.9,95,858.64,7.4,33.7,58.9,92.6,95,857.48,3.2,30.5,66.3,96.8,95,849.77,5.3,42.1,52.6,94.7
6670184,GWINNETT COUNTY,BERKELEY LAKE,193,839.56,10.9,44.6,44.6,89.1,193,839.36,12.4,45.1,42.5,87.6,193,845.22,17.1,31.1,51.8,82.9,193,839.42,12.4,47.7,39.9,87.6,193,835.87,10.9,54.4,34.7,89.1
6670190,GWINNETT COUNTY,CHATTAHOOCHEE,205,847.08,6.3,42.0,51.7,93.7,205,847.67,7.8,32.7,59.5,92.2,205,858.20,10.7,29.8,59.5,89.3,205,850.02,9.3,35.1,55.6,90.7,203,836.42,11.8,52.2,36.0,88.2
6670191,GWINNETT COUNTY,DACULA ELEMEN,260,848.00,3.1,46.2,50.8,96.9,260,847.40,4.2,45.0,50.8,95.8,261,851.24,7.3,44.4,48.3,92.7,261,852.00,6.5,37.2,56.3,93.5,260,837.42,6.2,60.8,33.1,93.8
6670193,GWINNETT COUNTY,WALNUT GROVE,157,846.71,4.5,45.9,49.7,95.5,157,845.12,4.5,50.3,45.2,95.5,157,849.54,10.2,41.4,48.4,89.8,157,848.08,5.7,42.7,51.6,94.3,156,836.95,5.8,60.3,34.0,94.2
6670194,GWINNETT COUNTY,CRAIG ELEMENT,218,853.20,6.4,31.2,62.4,93.6,218,854.38,6.0,31.7,62.4,94.0,219,864.14,7.3,28.3,64.4,92.7,218,863.72,5.5,24.8,69.7,94.5,217,844.60,6.0,51.2,42.9,94.0
6670196,GWINNETT COUNTY,HARBINS ELEME,143,841.90,5.6,49.0,45.5,94.4,143,836.05,9.8,54.5,35.7,90.2,143,840.93,13.3,38.5,48.3,86.7,143,845.52,8.4,43.4,48.3,91.6,143,832.42,9.8,60.8,29.4,90.2
6670199,GWINNETT COUNTY,MEADOWCREEK E,183,825.13,10.4,71.0,18.6,89.6,183,825.57,16.4,61.2,22.4,83.6,183,828.82,24.6,42.6,32.8,75.4,183,820.50,20.8,67.2,12.0,79.2,183,812.02,23.5,71.0,5.5,76.5
6670200,GWINNETT COUNTY,FREEMAN S MIL,133,848.56,3.0,47.4,49.6,97.0,133,853.21,3.8,37.6,58.6,96.2,133,856.82,6.8,34.6,58.6,93.2,133,851.62,6.8,38.3,54.9,93.2,133,845.62,5.3,44.4,50.4,94.7
6670205,GWINNETT COUNTY,CORLEY ELEMEN,210,825.39,16.2,63.3,20.5,83.8,210,827.23,15.2,60.5,24.3,84.8,211,819.05,27.0,51.2,21.8,73.0,211,822.02,25.1,56.9,18.0,74.9,208,815.95,23.6,66.3,10.1,76.4
6670208,GWINNETT COUNTY,MULBERRY ELEM,102,843.88,5.9,46.1,48.0,94.1,102,843.46,4.9,49.0,46.1,95.1,102,860.00,5.9,34.3,59.8,94.1,101,847.40,5.0,43.6,51.5,95.0,101,841.56,5.9,56.4,37.6,94.1
6670210,GWINNETT COUNTY,LOVIN ELEMENT,135,841.96,3.7,53.3,43.0,96.3,135,836.81,5.2,60.7,34.1,94.8,135,839.08,11.9,49.6,38.5,88.1,135,838.66,8.9,54.8,36.3,91.1,135,839.71,5.9,58.5,35.6,94.1
6670275,GWINNETT COUNTY,KNIGHT ELEMEN,140,849.89,2.9,40.0,57.1,97.1,140,845.79,4.3,47.1,48.6,95.7,141,851.75,6.4,42.6,51.1,93.6,141,845.21,7.1,45.4,47.5,92.9,140,841.07,4.3,58.6,37.1,95.7
6670280,GWINNETT COUNTY,BEAVER RIDGE,204,829.54,11.8,61.8,26.5,88.2,204,835.79,9.3,54.4,36.3,90.7,204,839.56,14.7,40.2,45.1,85.3,204,832.76,13.2,55.9,30.9,86.8,204,820.35,21.1,64.2,14.7,78.9
6670282,GWINNETT COUNTY,ANNISTOWN ELE,87,829.64,11.5,59.8,28.7,88.5,87,833.94,10.3,59.8,29.9,89.7,87,835.55,12.6,50.6,36.8,87.4,87,827.56,17.2,57.5,25.3,82.8,87,812.84,26.4,62.1,11.5,73.6
6670285,GWINNETT COUNTY,HOPKINS ELEME,277,821.62,18.4,64.6,17.0,81.6,277,820.71,20.2,63.5,16.2,79.8,285,820.62,28.8,49.8,21.4,71.2,285,825.49,24.2,49.1,26.7,75.8,277,812.44,25.3,70.0,4.7,74.7
6670286,GWINNETT COUNTY,BROOKWOOD ELE,196,852.82,2.0,42.9,55.1,98.0,196,852.46,2.6,38.3,59.2,97.4,197,861.65,7.1,31.0,61.9,92.9,197,853.72,3.6,37.6,58.9,96.4,196,844.09,4.6,55.1,40.3,95.4
6670287,GWINNETT COUNTY,NORTON ELEMEN,191,839.63,6.8,54.5,38.7,93.2,191,840.15,8.4,49.7,41.9,91.6,191,837.79,16.2,46.1,37.7,83.8,191,834.97,14.1,47.6,38.2,85.9,191,832.63,13.1,59.2,27.7,86.9
6670288,GWINNETT COUNTY,MINOR ELEMENT,219,830.61,12.8,59.4,27.9,87.2,218,828.28,16.1,61.5,22.5,83.9,221,825.94,26.2,48.0,25.8,73.8,220,828.30,19.5,53.2,27.3,80.5,218,821.61,19.3,65.6,15.1,80.7
6670289,GWINNETT COUNTY,MCKENDREE ELE,184,842.01,7.1,50.0,42.9,92.9,183,839.61,9.8,50.8,39.3,90.2,183,844.96,13.7,41.0,45.4,86.3,183,835.64,15.3,48.1,36.6,84.7,183,833.42,14.8,56.3,29.0,85.2
6670291,GWINNETT COUNTY,SHILOH ELEMEN,120,837.29,5.8,55.8,38.3,94.2,120,839.27,6.7,55.0,38.3,93.3,120,840.50,14.2,47.5,38.3,85.8,118,836.81,9.3,51.7,39.0,90.7,118,829.37,8.5,69.5,22.0,91.5
6670294,GWINNETT COUNTY,NESBIT ELEMEN,261,822.43,22.6,59.0,18.4,77.4,261,823.51,21.5,55.9,22.6,78.5,261,822.84,24.1,51.3,24.5,75.9,261,813.59,31.4,56.7,11.9,68.6,261,805.19,33.7,63.6,2.7,66.3
6670295,GWINNETT COUNTY,FORT DANIEL E,116,846.35,1.7,50.0,48.3,98.3,116,847.03,2.6,47.4,50.0,97.4,116,846.80,12.1,37.1,50.9,87.9,116,849.12,6.0,44.0,50.0,94.0,116,831.45,11.2,61.2,27.6,88.8
6670296,GWINNETT COUNTY,SUGAR HILL EL,208,847.19,1.0,51.9,47.1,99.0,208,842.39,4.3,56.3,39.4,95.7,208,846.45,13.0,38.9,48.1,87.0,207,845.53,5.3,52.7,42.0,94.7,208,830.47,8.2,68.8,23.1,91.8
6670298,GWINNETT COUNTY,M H MASON ELE,228,843.33,7.5,46.1,46.5,92.5,228,848.82,7.0,43.4,49.6,93.0,229,852.93,11.8,38.4,49.8,88.2,229,847.82,8.7,37.6,53.7,91.3,228,838.79,10.1,50.9,39.0,89.9
6670300,GWINNETT COUNTY,SUSAN STRIPLI,144,830.02,9.7,63.2,27.1,90.3,144,825.57,15.3,59.7,25.0,84.7,144,829.89,13.9,52.8,33.3,86.1,144,828.36,18.1,52.8,29.2,81.9,144,821.06,18.8,66.7,14.6,81.3
6670305,GWINNETT COUNTY,IVY CREEK ELE,158,843.83,3.8,49.4,46.8,96.2,158,840.47,4.4,56.3,39.2,95.6,159,846.04,10.1,45.9,44.0,89.9,158,845.34,7.0,44.3,48.7,93.0,158,836.84,4.4,70.3,25.3,95.6
6670309,GWINNETT COUNTY,ROSEBUD ELEME,169,835.60,7.1,61.5,31.4,92.9,169,837.52,9.5,51.5,39.1,90.5,169,841.17,15.4,45.6,39.1,84.6,169,833.15,15.4,49.1,35.5,84.6,169,827.95,16.0,65.1,18.9,84.0
6670376,GWINNETT COUNTY,GWIN OAKS ELE,166,845.10,4.8,48.2,47.0,95.2,167,845.02,4.2,47.9,47.9,95.8,167,863.46,8.4,28.7,62.9,91.6,166,858.61,3.0,36.7,60.2,97.0,166,846.72,3.6,50.0,46.4,96.4
6670382,GWINNETT COUNTY,ARCADO ELEMEN,159,845.28,8.2,44.7,47.2,91.8,159,842.57,6.3,49.7,44.0,93.7,159,851.77,13.2,35.8,50.9,86.8,158,841.47,12.0,44.3,43.7,88.0,158,837.65,10.8,53.8,35.4,89.2
6670389,GWINNETT COUNTY,CEDAR HILL EL,238,832.20,13.9,55.0,31.1,86.1,237,829.63,9.7,65.0,25.3,90.3,237,829.57,24.1,45.1,30.8,75.9,237,827.75,21.9,51.1,27.0,78.1,237,820.62,19.0,64.6,16.5,81.0
6670391,GWINNETT COUNTY,PHARR ELEMENT,156,840.86,10.9,46.8,42.3,89.1,156,836.94,12.8,45.5,41.7,87.2,156,839.40,20.5,32.7,46.8,79.5,156,833.64,17.9,43.6,38.5,82.1,156,834.71,13.5,51.9,34.6,86.5
6670394,GWINNETT COUNTY,SIMONTON ELEM,205,834.01,7.8,61.5,30.7,92.2,205,836.31,8.8,57.1,34.1,91.2,205,842.21,15.1,39.0,45.9,84.9,205,833.86,12.2,56.1,31.7,87.8,205,824.20,15.1,64.4,20.5,84.9
6670395,GWINNETT COUNTY,JACKSON ELEME,280,843.41,7.1,43.9,48.9,92.9,280,844.77,8.9,41.1,50.0,91.1,281,846.38,16.4,38.1,45.6,83.6,280,844.69,12.9,43.2,43.9,87.1,279,837.48,11.8,53.4,34.8,88.2
6670397,GWINNETT COUNTY,MAGILL ELEMEN,247,834.85,8.9,57.1,34.0,91.1,247,830.61,13.8,57.9,28.3,86.2,248,831.78,19.8,46.4,33.9,80.2,248,828.45,16.5,56.5,27.0,83.5,247,823.74,17.8,64.4,17.8,82.2
6670398,GWINNETT COUNTY,PARTEE ELEMEN,146,826.14,15.1,57.5,27.4,84.9,146,824.14,19.2,58.2,22.6,80.8,147,823.50,29.9,45.6,24.5,70.1,147,820.84,26.5,53.7,19.7,73.5,146,816.53,26.7,63.7,9.6,73.3
6670400,GWINNETT COUNTY,RIVERSIDE ELE,269,861.04,1.1,25.3,73.6,98.9,269,857.70,1.5,30.5,68.0,98.5,269,870.71,4.1,26.8,69.1,95.9,269,862.63,1.5,29.4,69.1,98.5,269,858.16,1.9,35.3,62.8,98.1
6670409,GWINNETT COUNTY,PUCKETT S MIL,206,847.35,4.4,45.1,50.5,95.6,206,844.80,2.9,51.9,45.1,97.1,206,857.08,3.4,36.9,59.7,96.6,206,848.81,5.3,40.8,53.9,94.7,206,842.87,3.9,56.3,39.8,96.1
6670494,GWINNETT COUNTY,SIMPSON ELEME,160,863.64,5.0,19.4,75.6,95.0,160,863.92,5.6,20.6,73.8,94.4,160,877.26,5.6,15.6,78.8,94.4,160,864.43,5.6,19.4,75.0,94.4,160,864.24,5.6,19.4,75.0,94.4
6670495,GWINNETT COUNTY,KANOHEDA ELEM,205,833.38,6.8,62.9,30.2,93.2,203,831.05,9.4,68.0,22.7,90.6,207,832.52,13.5,58.0,28.5,86.5,207,829.17,11.6,62.8,25.6,88.4,204,823.81,12.3,72.1,15.7,87.7
6670498,GWINNETT COUNTY,TAYLOR ELEMEN,179,843.94,8.9,44.7,46.4,91.1,179,846.13,9.5,38.5,52.0,90.5,179,847.47,16.8,33.5,49.7,83.2,179,841.05,14.0,38.0,48.0,86.0,179,831.00,14.0,56.4,29.6,86.0
6670505,GWINNETT COUNTY,SYCAMORE ELEM,131,830.64,13.0,55.7,31.3,87.0,131,831.61,16.0,51.9,32.1,84.0,131,837.55,16.8,45.0,38.2,83.2,131,831.73,19.1,45.8,35.1,80.9,131,825.35,19.8,60.3,19.8,80.2
6670509,GWINNETT COUNTY,TRIP ELEMENTA,134,837.99,9.0,54.5,36.6,91.0,134,842.76,10.4,39.6,50.0,89.6,134,841.52,12.7,44.0,43.3,87.3,134,839.72,13.4,44.8,41.8,86.6,134,823.01,11.9,75.4,12.7,88.1
6670605,GWINNETT COUNTY,W J COOPER,209,843.77,3.3,52.2,44.5,96.7,209,846.87,2.9,48.8,48.3,97.1,209,846.10,9.1,45.9,45.0,90.9,208,850.63,4.3,41.8,53.8,95.7,209,834.21,7.2,63.2,29.7,92.8
6670608,GWINNETT COUNTY,PATRICK ELEME,136,843.95,3.7,52.2,44.1,96.3,135,846.07,5.9,48.9,45.2,94.1,136,848.48,13.2,39.0,47.8,86.8,135,846.61,8.1,46.7,45.2,91.9,136,833.44,10.3,60.3,29.4,89.7
6670705,GWINNETT COUNTY,PARSONS ELEME,187,859.22,0.0,29.4,70.6,100.0,187,862.72,0.5,28.3,71.1,99.5,187,872.62,2.7,28.9,68.4,97.3,187,867.46,0.5,26.2,73.3,99.5,185,855.97,1.1,41.1,57.8,98.9
6670908,GWINNETT COUNTY,NEW LIFE ACAD,40,841.88,0.0,60.0,40.0,100.0,40,848.75,0.0,47.5,52.5,100.0,40,851.33,2.5,50.0,47.5,97.5,40,840.10,2.5,75.0,22.5,97.5,40,832.40,5.0,77.5,17.5,95.0
6671005,GWINNETT COUNTY,ALCOVA ELEMEN,171,829.20,11.7,59.1,29.2,88.3,171,827.02,15.8,60.8,23.4,84.2,172,825.55,25.6,49.4,25.0,74.4,172,826.84,19.8,54.7,25.6,80.2,171,819.35,23.4,62.0,14.6,76.6
6671052,GWINNETT COUNTY,DYER ELEMENTA,127,844.26,3.1,51.2,45.7,96.9,127,840.38,8.7,48.0,43.3,91.3,127,846.52,14.2,33.9,52.0,85.8,127,839.27,8.7,48.8,42.5,91.3,125,816.42,22.4,72.0,5.6,77.6
6671058,GWINNETT COUNTY,ROCKBRIDGE EL,150,826.24,12.7,70.7,16.7,87.3,149,824.75,14.8,69.1,16.1,85.2,153,818.23,30.7,50.3,19.0,69.3,153,818.08,24.2,61.4,14.4,75.8,149,814.99,24.8,65.8,9.4,75.2
6671105,GWINNETT COUNTY,J A ALFORD EL,198,833.36,10.1,63.6,26.3,89.9,198,833.64,10.6,59.1,30.3,89.4,198,831.56,21.2,46.0,32.8,78.8,198,828.07,16.2,56.6,27.3,83.8,198,826.43,15.7,62.1,22.2,84.3
6671110,GWINNETT COUNTY,STARLING ELEM,159,844.67,6.3,43.4,50.3,93.7,159,840.49,5.0,55.3,39.6,95.0,159,844.68,14.5,39.6,45.9,85.5,159,839.07,9.4,50.9,39.6,90.6,159,826.45,9.4,74.8,15.7,90.6
6671205,GWINNETT COUNTY,DUNCAN CREEK,194,851.54,2.1,39.7,58.2,97.9,194,846.62,3.6,44.8,51.5,96.4,194,858.47,8.2,34.5,57.2,91.8,194,843.57,7.2,43.8,49.0,92.8,194,833.49,5.2,74.7,20.1,94.8
6671305,GWINNETT COUNTY,MARGARET WINN,257,827.64,15.2,60.3,24.5,84.8,257,830.83,14.4,57.2,28.4,85.6,257,833.13,19.1,47.5,33.5,80.9,257,827.96,21.4,52.1,26.5,78.6,257,820.25,23.7,58.0,18.3,76.3
6671310,GWINNETT COUNTY,WHITE OAK ELE,107,848.37,4.7,43.9,51.4,95.3,107,846.92,5.6,43.9,50.5,94.4,107,845.83,10.3,43.0,46.7,89.7,107,845.84,7.5,43.9,48.6,92.5,106,843.47,4.7,45.3,50.0,95.3
6671405,GWINNETT COUNTY,LEVEL CREEK E,197,854.95,3.0,39.1,57.9,97.0,197,852.81,3.0,37.1,59.9,97.0,198,864.54,7.6,28.3,64.1,92.4,198,860.93,5.6,27.3,67.2,94.4,197,846.85,4.1,45.7,50.3,95.9
6671605,GWINNETT COUNTY,CHARLES BRANT,129,836.17,7.8,62.0,30.2,92.2,129,840.23,7.0,48.8,44.2,93.0,130,848.45,6.9,41.5,51.5,93.1,130,837.32,13.1,46.9,40.0,86.9,128,830.45,9.4,60.2,30.5,90.6
6671810,GWINNETT COUNTY,WOODWARD MILL,144,849.98,0.0,48.6,51.4,100.0,144,848.99,4.2,41.7,54.2,95.8,144,850.74,11.8,34.0,54.2,88.2,144,856.66,7.6,36.8,55.6,92.4,143,835.97,9.8,60.1,30.1,90.2
6672050,GWINNETT COUNTY,BETHESDA ELEM,186,830.58,10.2,61.3,28.5,89.8,186,832.28,11.8,53.8,34.4,88.2,187,834.68,20.3,42.2,37.4,79.7,187,826.70,17.6,57.8,24.6,82.4,186,820.42,17.2,71.0,11.8,82.8
6672052,GWINNETT COUNTY,GRAYSON ELEME,120,843.98,5.8,44.2,50.0,94.2,120,839.87,6.7,50.0,43.3,93.3,120,844.78,12.5,41.7,45.8,87.5,120,843.92,8.3,44.2,47.5,91.7,119,833.61,9.2,59.7,31.1,90.8
6672054,GWINNETT COUNTY,HARMONY ELEME,111,844.20,3.6,51.4,45.0,96.4,111,840.12,7.2,55.9,36.9,92.8,111,841.72,16.2,36.9,46.8,83.8,111,836.88,9.9,53.2,36.9,90.1,111,833.26,8.1,62.2,29.7,91.9
6672056,GWINNETT COUNTY,MOUNTAIN PARK,92,840.21,8.7,50.0,41.3,91.3,92,844.67,7.6,42.4,50.0,92.4,92,844.11,16.3,33.7,50.0,83.7,92,839.49,14.1,44.6,41.3,85.9,91,838.51,11.0,53.8,35.2,89.0
6673050,GWINNETT COUNTY,BRITT ELEMENT,166,835.75,9.0,52.4,38.6,91.0,166,830.57,11.4,64.5,24.1,88.6,166,830.10,21.7,47.0,31.3,78.3,166,829.49,16.9,54.8,28.3,83.1,166,821.39,17.5,71.1,11.4,82.5
6673054,GWINNETT COUNTY,HARRIS ELEMEN,111,847.14,4.5,45.0,50.5,95.5,110,846.71,5.5,39.1,55.5,94.5,110,855.86,10.0,33.6,56.4,90.0,110,849.25,7.3,40.9,51.8,92.7,110,842.54,7.3,46.4,46.4,92.7
6673550,GWINNETT COUNTY,CAMP CREEK EL,169,853.67,3.0,33.1,63.9,97.0,169,848.36,4.7,43.2,52.1,95.3,170,853.31,12.4,34.7,52.9,87.6,170,850.58,6.5,38.2,55.3,93.5,169,838.46,7.1,53.8,39.1,92.9
6674056,GWINNETT COUNTY,NORCROSS ELEM,168,831.40,6.5,65.5,28.0,93.5,168,830.86,9.5,60.7,29.8,90.5,171,828.21,19.9,46.2,33.9,80.1,171,820.25,19.3,67.3,13.5,80.7,168,815.10,22.0,73.2,4.8,78.0
6675054,GWINNETT COUNTY,LAWRENCEVILLE,157,828.57,12.1,61.1,26.8,87.9,157,827.41,16.6,56.1,27.4,83.4,157,828.94,20.4,48.4,31.2,79.6,157,824.80,25.5,50.3,24.2,74.5,157,817.72,26.8,55.4,17.8,73.2
6675056,GWINNETT COUNTY,PEACHTREE ELE,251,831.38,10.0,63.3,26.7,90.0,249,832.44,12.4,56.6,30.9,87.6,251,835.49,19.1,43.8,37.1,80.9,251,829.67,17.1,53.0,29.9,82.9,249,829.30,12.4,66.3,21.3,87.6
6675058,GWINNETT COUNTY,SUWANEE ELEME,155,856.97,1.3,32.9,65.8,98.7,155,851.79,2.6,40.6,56.8,97.4,155,863.62,5.2,27.7,67.1,94.8,155,850.45,5.2,40.0,54.8,94.8,155,843.71,3.9,58.1,38.1,96.1
6675554,GWINNETT COUNTY,LILBURN ELEME,216,830.64,7.9,68.1,24.1,92.1,216,830.42,13.9,58.8,27.3,86.1,217,826.82,23.0,46.5,30.4,77.0,215,826.83,17.2,59.1,23.7,82.8,214,817.87,21.0,66.8,12.1,79.0
6680101,HABERSHAM COUNTY,CORNELIA ELEM,100,825.77,18.0,56.0,26.0,82.0,100,820.77,22.0,63.0,15.0,78.0,101,826.68,21.8,48.5,29.7,78.2,100,818.92,29.0,51.0,20.0,71.0,99,812.24,26.3,61.6,12.1,73.7
6680105,HABERSHAM COUNTY,LEVEL GROVE E,79,826.87,16.5,59.5,24.1,83.5,78,827.86,17.9,59.0,23.1,82.1,78,830.01,21.8,42.3,35.9,78.2,78,827.55,23.1,46.2,30.8,76.9,78,822.37,16.7,66.7,16.7,83.3
6680189,HABERSHAM COUNTY,CLARKESVILLE,83,834.66,12.0,57.8,30.1,88.0,82,827.88,14.6,61.0,24.4,85.4,82,827.30,20.7,45.1,34.1,79.3,82,827.00,18.3,58.5,23.2,81.7,82,816.12,22.0,69.5,8.5,78.0
6680201,HABERSHAM COUNTY,DEMOREST ELEM,82,837.27,8.5,54.9,36.6,91.5,82,836.12,11.0,51.2,37.8,89.0,82,835.17,17.1,41.5,41.5,82.9,82,837.01,15.9,43.9,40.2,84.1,82,821.16,17.1,72.0,11.0,82.9
6681050,HABERSHAM COUNTY,BALDWIN ELEME,65,813.74,30.8,53.8,15.4,69.2,65,814.15,30.8,56.9,12.3,69.2,66,801.82,51.5,39.4,9.1,48.5,65,805.89,49.2,38.5,12.3,50.8,64,805.63,43.8,53.1,3.1,56.3
6683054,HABERSHAM COUNTY,WOODVILLE ELE,36,835.89,8.3,52.8,38.9,91.7,36,828.50,16.7,55.6,27.8,83.3,36,828.47,22.2,41.7,36.1,77.8,36,826.31,25.0,41.7,33.3,75.0,36,809.28,25.0,69.4,5.6,75.0
6685050,HABERSHAM COUNTY,FAIRVIEW ELEM,60,841.93,6.7,45.0,48.3,93.3,59,840.59,1.7,57.6,40.7,98.3,59,840.47,8.5,47.5,44.1,91.5,59,834.07,10.2,61.0,28.8,89.8,59,822.37,15.3,72.9,11.9,84.7
6685052,HABERSHAM COUNTY,HAZEL GROVE E,35,846.71,5.7,40.0,54.3,94.3,35,840.77,5.7,51.4,42.9,94.3,35,841.63,11.4,54.3,34.3,88.6,35,842.49,11.4,42.9,45.7,88.6,35,837.20,8.6,60.0,31.4,91.4
6690101,HALL COUNTY,MARTIN ELEMEN,101,839.76,10.9,50.5,38.6,89.1,101,832.22,17.8,48.5,33.7,82.2,101,838.57,15.8,46.5,37.6,84.2,101,830.47,18.8,50.5,30.7,81.2,100,825.04,21.0,58.0,21.0,79.0
6690103,HALL COUNTY,SUGAR HILL EL,98,827.34,10.2,73.5,16.3,89.8,98,825.84,17.3,59.2,23.5,82.7,98,831.86,20.4,44.9,34.7,79.6,98,811.00,28.6,64.3,7.1,71.4,98,792.65,58.2,41.8,0.0,41.8
6690106,HALL COUNTY,CHICOPEE ELEM,82,824.04,11.0,73.2,15.9,89.0,82,816.56,24.4,65.9,9.8,75.6,82,800.43,52.4,35.4,12.2,47.6,82,807.66,29.3,68.3,2.4,70.7,80,806.39,33.8,65.0,1.3,66.3
6690110,HALL COUNTY,WORLD LANGUAG,85,834.19,5.9,64.7,29.4,94.1,85,834.92,10.6,55.3,34.1,89.4,85,842.25,16.5,35.3,48.2,83.5,85,832.69,11.8,56.5,31.8,88.2,85,822.71,15.3,64.7,20.0,84.7
6690176,HALL COUNTY,MYERS ELEMENT,120,829.54,2.5,79.2,18.3,97.5,120,825.92,15.8,63.3,20.8,84.2,120,828.71,19.2,50.8,30.0,80.8,120,812.96,31.7,58.3,10.0,68.3,120,797.04,51.7,47.5,0.8,48.3
6690192,HALL COUNTY,SPOUT SPRINGS,124,842.10,4.8,54.0,41.1,95.2,124,837.53,11.3,50.0,38.7,88.7,124,835.33,22.6,35.5,41.9,77.4,124,829.64,19.4,50.0,30.6,80.6,124,824.40,16.1,65.3,18.5,83.9
6690194,HALL COUNTY,MOUNT VERNON,103,844.22,3.9,52.4,43.7,96.1,103,837.95,4.9,59.2,35.9,95.1,103,844.26,15.5,39.8,44.7,84.5,103,834.49,16.5,47.6,35.9,83.5,103,829.06,14.6,61.2,24.3,85.4
6690196,HALL COUNTY,FRIENDSHIP EL,94,839.70,6.4,54.3,39.4,93.6,94,832.31,11.7,57.4,30.9,88.3,95,834.46,17.9,45.3,36.8,82.1,95,825.25,18.9,61.1,20.0,81.1,94,813.16,26.6,64.9,8.5,73.4
6690276,HALL COUNTY,WAUKA MOUNTAI,82,842.17,2.4,56.1,41.5,97.6,82,834.15,6.1,65.9,28.0,93.9,82,831.09,15.9,57.3,26.8,84.1,82,837.72,12.2,53.7,34.1,87.8,82,825.99,12.2,70.7,17.1,87.8
