,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District,
6480103,DOUGLAS COUNTY,YEAGER MIDDLE,190,825.37,10.5,72.6,16.8,89.5,189,831.15,10.1,64.6,25.4,89.9,185,818.48,16.8,73.0,10.3,83.2,198,822.29,23.7,55.6,20.7,76.3,197,806.01,46.2,41.6,12.2,53.8,7,13th,
6480108,DOUGLAS COUNTY,FACTORY SHOAL,279,827.23,10.4,75.3,14.3,89.6,279,838.30,7.9,53.8,38.4,92.1,282,826.26,14.5,65.6,19.9,85.5,284,818.88,22.5,62.0,15.5,77.5,283,818.91,29.7,47.7,22.6,70.3,7,13th,
6480113,DOUGLAS COUNTY,MASON CREEK M,287,828.84,8.7,68.3,23.0,91.3,287,836.90,7.7,58.5,33.8,92.3,280,828.09,14.3,60.4,25.4,85.7,285,832.19,19.3,48.4,32.3,80.7,285,841.34,17.5,36.1,46.3,82.5,7,3rd,
6480180,DOUGLAS COUNTY,FAIRPLAY MIDD,163,839.50,1.8,59.5,38.7,98.2,163,847.80,1.2,47.9,50.9,98.8,162,842.87,4.9,55.6,39.5,95.1,165,847.23,8.5,41.2,50.3,91.5,165,845.41,13.9,37.0,49.1,86.1,7,3rd,
6480188,DOUGLAS COUNTY,CHESTNUT LOG,249,823.18,15.7,68.7,15.7,84.3,252,829.77,13.1,61.9,25.0,86.9,245,819.43,28.2,53.9,18.0,71.8,254,822.60,27.6,48.8,23.6,72.4,254,820.46,35.0,37.4,27.6,65.0,7,13th,
6480407,DOUGLAS COUNTY,BRIGHTEN ACAD,53,845.55,0.0,58.5,41.5,100.0,53,854.34,0.0,43.4,56.6,100.0,53,855.98,3.8,32.1,64.2,96.2,54,849.61,11.1,37.0,51.9,88.9,54,856.78,7.4,27.8,64.8,92.6,7,13th,
6480507,DOUGLAS COUNTY,INNER HARBOUR,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,7,      --,      --,      --,      --,      --,6,      --,      --,      --,      --,      --,7,,
6482054,DOUGLAS COUNTY,TURNER MIDDLE,209,824.70,10.0,72.7,17.2,90.0,207,831.61,11.1,61.4,27.5,88.9,205,824.76,17.6,60.5,22.0,82.4,217,822.33,24.4,54.8,20.7,75.6,216,828.92,28.7,39.8,31.5,71.3,7,13th,
6483550,DOUGLAS COUNTY,CHAPEL HILL M,375,837.07,3.7,65.3,30.9,96.3,371,851.61,1.6,41.2,57.1,98.4,374,846.47,5.1,51.3,43.6,94.9,379,845.21,9.0,45.4,45.6,91.0,379,859.19,8.4,31.9,59.6,91.6,7,13th,
6485050,DOUGLAS COUNTY,STEWART MIDDL,76,820.54,10.5,81.6,7.9,89.5,74,830.38,8.1,70.3,21.6,91.9,74,828.15,12.2,70.3,17.6,87.8,80,820.10,37.5,42.5,20.0,62.5,80,799.71,57.5,25.0,17.5,42.5,7,13th,
6490197,EARLY COUNTY,EARLY CO MIDD,145,826.08,10.3,73.1,16.6,89.7,144,839.88,6.3,53.5,40.3,93.8,146,846.13,4.1,51.4,44.5,95.9,146,823.15,28.1,45.9,26.0,71.9,146,820.75,34.2,37.7,28.1,65.8,15,2nd,
6500112,ECHOLS COUNTY,ECHOLS COUNTY,64,823.97,15.6,64.1,20.3,84.4,64,834.98,6.3,59.4,34.4,93.8,64,841.20,4.7,53.1,42.2,95.3,64,827.58,23.4,43.8,32.8,76.6,64,803.45,53.1,34.4,12.5,46.9,3,1st,
6510203,EFFINGHAM COUNTY,EBENEZER MIDD,356,833.78,4.2,66.9,28.9,95.8,355,843.29,3.9,52.7,43.4,96.1,354,851.95,1.4,48.0,50.6,98.6,358,862.67,2.5,32.7,64.8,97.5,358,849.43,12.0,35.5,52.5,88.0,4,12th,
6510290,EFFINGHAM COUNTY,EFFINGHAM CO,255,828.41,9.0,69.0,22.0,91.0,255,838.66,7.5,53.3,39.2,92.5,252,836.17,4.4,69.8,25.8,95.6,260,834.46,17.7,46.9,35.4,82.3,260,839.03,21.5,35.0,43.5,78.5,4,12th,
6510297,EFFINGHAM COUNTY,S EFFINGHAM M,295,831.96,5.8,69.5,24.7,94.2,297,842.09,5.4,49.8,44.8,94.6,295,857.06,3.4,39.0,57.6,96.6,301,849.33,9.0,42.9,48.2,91.0,301,863.43,9.3,26.2,64.5,90.7,4,12th,
6520104,ELBERT COUNTY,ELBERT CO MID,219,825.57,11.9,70.8,17.4,88.1,221,837.14,10.0,53.4,36.7,90.0,220,831.00,14.1,60.9,25.0,85.9,224,826.42,22.3,50.9,26.8,77.7,221,849.71,16.3,34.4,49.3,83.7,10,10th,
6530192,EMANUEL COUNTY,SWAINSBORO MI,200,818.93,20.0,65.0,15.0,80.0,200,830.83,12.0,64.0,24.0,88.0,200,832.79,13.5,60.0,26.5,86.5,200,824.71,23.5,52.0,24.5,76.5,200,810.16,45.5,37.0,17.5,54.5,1,12th,
6531050,EMANUEL COUNTY,ADRIAN SCHOOL,22,820.23,22.7,54.5,22.7,77.3,22,822.14,9.1,77.3,13.6,90.9,22,811.86,27.3,68.2,4.5,72.7,22,819.86,31.8,36.4,31.8,68.2,22,832.50,27.3,36.4,36.4,72.7,1,12th,
6532050,EMANUEL COUNTY,EMANUEL CO IN,65,825.52,7.7,80.0,12.3,92.3,65,838.28,9.2,44.6,46.2,90.8,65,829.69,10.8,63.1,26.2,89.2,65,839.57,7.7,52.3,40.0,92.3,65,820.60,24.6,49.2,26.2,75.4,1,12th,
6543050,EVANS COUNTY,CLAXTON MIDDL,122,824.95,13.1,68.9,18.0,86.9,122,840.60,7.4,52.5,40.2,92.6,122,845.34,5.7,45.1,49.2,94.3,124,832.59,13.7,54.0,32.3,86.3,124,852.37,15.3,25.8,58.9,84.7,4,12th,
6550193,FANNIN COUNTY,FANNIN CO MID,237,830.81,8.4,67.1,24.5,91.6,238,839.54,7.6,51.7,40.8,92.4,232,834.34,7.3,62.1,30.6,92.7,240,836.03,17.5,43.8,38.8,82.5,239,835.27,24.3,40.6,35.1,75.7,9,9th,
6560108,FAYETTE COUNTY,BENNETT S MIL,198,847.79,2.5,47.0,50.5,97.5,198,862.32,4.0,20.2,75.8,96.0,198,860.13,3.5,35.4,61.1,96.5,198,868.98,6.6,23.2,70.2,93.4,198,881.56,7.6,17.7,74.7,92.4,5,3rd,
6560178,FAYETTE COUNTY,BOOTH MIDDLE,359,846.86,0.6,47.1,52.4,99.4,359,858.48,1.7,30.9,67.4,98.3,360,862.92,2.8,31.9,65.3,97.2,360,851.96,7.2,36.4,56.4,92.8,356,864.79,11.5,27.2,61.2,88.5,5,3rd,
6560287,FAYETTE COUNTY,FAYETTE MIDDL,241,835.70,0.4,71.8,27.8,99.6,240,846.97,1.3,53.3,45.4,98.8,237,847.57,3.0,55.3,41.8,97.0,244,849.20,8.6,41.8,49.6,91.4,244,867.73,7.8,29.9,62.3,92.2,5,3rd,
6560298,FAYETTE COUNTY,RISING STARR,353,844.71,1.1,53.5,45.3,98.9,353,856.22,2.0,34.3,63.7,98.0,349,846.48,3.2,50.1,46.7,96.8,355,856.81,6.5,31.8,61.7,93.5,355,866.61,8.7,22.8,68.5,91.3,5,3rd,
6560391,FAYETTE COUNTY,WHITEWATER MI,278,845.58,1.4,53.6,45.0,98.6,278,853.92,1.4,35.3,63.3,98.6,275,849.63,1.8,46.2,52.0,98.2,279,855.99,3.9,39.8,56.3,96.1,279,868.65,2.9,22.6,74.6,97.1,5,3rd,
6560491,FAYETTE COUNTY,FLAT ROCK MID,268,836.47,2.6,66.8,30.6,97.4,268,848.94,2.2,45.9,51.9,97.8,265,850.42,2.6,47.2,50.2,97.4,272,849.52,8.1,40.4,51.5,91.9,272,839.76,18.8,35.3,46.0,81.3,5,3rd,
6570103,FLOYD COUNTY,COOSA MIDDLE,187,826.11,6.4,80.2,13.4,93.6,190,837.05,5.8,58.4,35.8,94.2,189,841.44,5.8,58.7,35.4,94.2,191,821.10,22.5,61.3,16.2,77.5,190,815.58,35.8,45.3,18.9,64.2,11,11th,
6570203,FLOYD COUNTY,MODEL MIDDLE,172,834.01,2.9,72.1,25.0,97.1,172,842.42,1.7,56.4,41.9,98.3,171,843.21,1.2,60.8,38.0,98.8,172,834.55,11.6,59.3,29.1,88.4,172,830.22,18.0,52.9,29.1,82.0,11,11th,
6570273,FLOYD COUNTY,PEPPERELL MID,250,825.54,9.6,76.0,14.4,90.4,250,834.23,7.6,62.8,29.6,92.4,241,836.46,9.1,60.2,30.7,90.9,255,822.14,23.9,56.5,19.6,76.1,253,819.32,36.8,40.7,22.5,63.2,11,11th,
6570303,FLOYD COUNTY,ARMUCHEE MIDD,173,836.56,5.2,63.0,31.8,94.8,174,842.31,4.0,51.7,44.3,96.0,171,844.51,4.1,53.8,42.1,95.9,174,833.22,17.2,49.4,33.3,82.8,173,833.06,25.4,34.7,39.9,74.6,11,11th,
6580105,FORSYTH COUNTY,RIVERWATCH MI,390,849.83,0.3,46.4,53.3,99.7,390,870.57,0.5,23.8,75.6,99.5,386,883.80,0.0,14.2,85.8,100.0,389,869.32,1.8,27.2,71.0,98.2,389,902.51,1.3,10.3,88.4,98.7,14,9th,
6580199,FORSYTH COUNTY,VICKERY CREEK,367,849.04,1.1,47.1,51.8,98.9,367,863.80,0.8,24.5,74.7,99.2,367,873.06,1.1,22.3,76.6,98.9,367,868.98,1.6,27.0,71.4,98.4,367,897.73,1.6,10.1,88.3,98.4,14,9th,
6580202,FORSYTH COUNTY,OTWELL MIDDLE,254,840.87,1.6,60.2,38.2,98.4,254,848.86,1.6,43.3,55.1,98.4,252,851.62,3.2,44.4,52.4,96.8,258,856.11,4.7,36.4,58.9,95.3,255,859.58,8.2,28.2,63.5,91.8,14,9th,
6580206,FORSYTH COUNTY,LITTLE MILL M,263,839.71,3.4,61.2,35.4,96.6,262,849.67,3.1,44.7,52.3,96.9,258,855.88,1.9,39.9,58.1,98.1,263,857.70,6.8,31.9,61.2,93.2,262,868.97,7.6,26.0,66.4,92.4,14,7th,
6580216,FORSYTH COUNTY,LAKESIDE MIDD,265,846.69,1.9,49.4,48.7,98.1,265,860.06,0.4,29.8,69.8,99.6,267,879.09,0.4,19.1,80.5,99.6,268,866.11,2.6,27.2,70.1,97.4,263,912.88,1.5,8.4,90.1,98.5,14,9th,
6580219,FORSYTH COUNTY,I ACHIEVE ACA,11,836.00,0.0,81.8,18.2,100.0,11,839.45,0.0,54.5,45.5,100.0,11,830.91,9.1,63.6,27.3,90.9,11,834.18,18.2,36.4,45.5,81.8,11,835.36,18.2,45.5,36.4,81.8,14,,
6580303,FORSYTH COUNTY,LIBERTY MIDDL,275,842.60,2.2,58.5,39.3,97.8,276,853.82,0.7,37.3,62.0,99.3,272,864.04,0.4,32.0,67.6,99.6,279,849.08,5.4,47.7,47.0,94.6,278,870.93,6.5,24.5,69.1,93.5,14,9th,
6580407,FORSYTH COUNTY,PINEY GROVE M,290,846.28,1.0,51.0,47.9,99.0,291,858.18,1.0,32.6,66.3,99.0,287,864.14,1.7,36.6,61.7,98.3,292,863.88,2.4,33.2,64.4,97.6,289,884.14,2.8,15.9,81.3,97.2,14,7th,
6580498,FORSYTH COUNTY,NORTH FORSYTH,305,845.10,1.6,55.1,43.3,98.4,306,855.10,2.0,37.6,60.5,98.0,304,863.50,1.0,25.3,73.7,99.0,309,864.64,4.9,27.5,67.6,95.1,309,882.12,5.2,17.5,77.3,94.8,14,9th,
6580598,FORSYTH COUNTY,S FORSYTH M,298,850.48,1.0,40.6,58.4,99.0,298,867.51,0.7,20.8,78.5,99.3,294,875.68,0.7,23.8,75.5,99.3,298,864.49,2.7,28.5,68.8,97.3,297,897.98,2.0,10.4,87.5,98.0,14,7th,
6590105,FRANKLIN COUNTY,FRANKLIN CO M,293,829.08,6.8,72.0,21.2,93.2,293,840.86,7.5,51.9,40.6,92.5,286,833.81,6.6,65.0,28.3,93.4,304,827.94,22.0,50.0,28.0,78.0,304,845.07,18.8,34.9,46.4,81.3,14,10th,
6600105,FULTON COUNTY,HOPEWELL MIDD,384,844.96,2.9,49.5,47.7,97.1,385,858.96,3.1,28.6,68.3,96.9,386,856.97,2.1,39.1,58.8,97.9,387,861.67,4.9,27.4,67.7,95.1,384,869.54,7.0,22.1,70.8,93.0,7,6th,
6600107,FULTON COUNTY,RENAISSANCE M,376,822.51,11.7,74.7,13.6,88.3,376,835.70,9.3,55.9,34.8,90.7,369,825.43,16.8,64.0,19.2,83.2,374,823.85,22.5,55.3,22.2,77.5,374,824.09,30.5,40.1,29.4,69.5,7,13th,
6600184,FULTON COUNTY,CRABAPPLE MID,238,846.45,1.3,47.9,50.8,98.7,238,858.34,0.4,27.7,71.8,99.6,244,852.18,5.3,43.0,51.6,94.7,244,860.26,6.1,31.1,62.7,93.9,238,859.76,4.2,28.6,67.2,95.8,7,6th,
6600186,FULTON COUNTY,CAMP CREEK MI,271,816.10,17.7,76.8,5.5,82.3,271,834.14,9.2,56.5,34.3,90.8,273,813.71,31.9,59.7,8.4,68.1,276,816.72,31.5,51.8,16.7,68.5,273,809.33,38.1,48.7,13.2,61.9,7,5th,
6600189,FULTON COUNTY,MCNAIR MIDDLE,259,815.90,18.1,75.3,6.6,81.9,260,828.89,12.3,63.5,24.2,87.7,251,817.70,24.7,62.2,13.1,75.3,271,816.29,30.6,54.6,14.8,69.4,270,792.76,65.6,24.8,9.6,34.4,7,13th,
6600204,FULTON COUNTY,KIPP S FULTO,71,834.99,5.6,64.8,29.6,94.4,71,847.85,4.2,43.7,52.1,95.8,71,844.52,2.8,59.2,38.0,97.2,71,849.21,7.0,45.1,47.9,93.0,71,863.58,8.5,25.4,66.2,91.5,7,5th,
6600284,FULTON COUNTY,HOLCOMB BRIDG,229,831.06,7.9,67.2,24.9,92.1,230,845.29,7.4,48.3,44.3,92.6,233,840.26,9.4,53.2,37.3,90.6,236,839.82,14.8,43.2,41.9,85.2,232,846.20,18.5,32.8,48.7,81.5,7,6th,
6600286,FULTON COUNTY,RIDGEVIEW CHA,295,827.64,11.9,65.4,22.7,88.1,295,841.25,7.1,49.8,43.1,92.9,294,839.74,9.5,50.7,39.8,90.5,299,835.20,16.7,46.2,37.1,83.3,299,846.60,16.7,33.8,49.5,83.3,7,5th,
6600289,FULTON COUNTY,WOODLAND MIDD,343,822.90,8.7,81.0,10.2,91.3,343,837.09,4.7,64.4,30.9,95.3,338,828.34,13.0,65.1,21.9,87.0,353,824.51,21.0,53.5,25.5,79.0,348,816.86,33.9,43.4,22.7,66.1,7,5th,
6600302,FULTON COUNTY,ELKINS POINTE,275,837.36,5.5,62.9,31.6,94.5,273,844.88,4.0,48.7,47.3,96.0,279,848.68,5.4,46.6,48.0,94.6,287,845.78,14.3,38.3,47.4,85.7,281,858.70,13.9,27.4,58.7,86.1,7,6th,
6600305,FULTON COUNTY,AUTREY MILL M,463,848.07,1.3,50.5,48.2,98.7,463,866.77,1.3,22.5,76.2,98.7,456,870.36,0.7,24.8,74.6,99.3,468,866.61,2.8,25.0,72.2,97.2,468,890.51,3.4,12.4,84.2,96.6,7,6th,
6600307,FULTON COUNTY,GEORGIA BAPTI,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,3,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,7,13th,
6600384,FULTON COUNTY,HAYNES BRIDGE,186,836.64,4.8,62.9,32.3,95.2,186,851.30,5.9,35.5,58.6,94.1,185,851.61,9.2,37.8,53.0,90.8,190,840.58,13.2,43.2,43.7,86.8,190,854.24,14.7,28.9,56.3,85.3,7,6th,
6600391,FULTON COUNTY,BEAR CREEK MI,337,824.37,9.2,78.0,12.8,90.8,336,834.03,7.7,62.8,29.5,92.3,332,825.18,14.8,66.9,18.4,85.2,340,828.66,17.9,56.5,25.6,82.1,340,816.59,36.8,43.5,19.7,63.2,7,13th,
6600402,FULTON COUNTY,RIVER TRAIL M,534,850.45,0.7,40.1,59.2,99.3,534,868.63,0.6,18.9,80.5,99.4,534,881.34,0.4,18.2,81.5,99.6,535,875.51,1.7,20.2,78.1,98.3,533,899.68,1.3,11.4,87.2,98.7,7,6th,
6600406,FULTON COUNTY,AMANA ACADEMY,26,846.04,3.8,46.2,50.0,96.2,26,864.00,3.8,19.2,76.9,96.2,26,872.46,3.8,26.9,69.2,96.2,26,888.00,3.8,19.2,76.9,96.2,26,883.46,3.8,19.2,76.9,96.2,7,6th,
6600497,FULTON COUNTY,WEBB BRIDGE M,439,847.83,2.7,44.2,53.1,97.3,438,865.31,0.7,27.6,71.7,99.3,435,876.32,0.9,19.3,79.8,99.1,443,873.65,3.2,20.1,76.7,96.8,442,886.26,4.3,16.1,79.6,95.7,7,6th,
6600505,FULTON COUNTY,SANDTOWN MIDD,348,827.85,6.9,74.4,18.7,93.1,346,837.90,3.5,63.0,33.5,96.5,344,835.75,9.3,58.1,32.6,90.7,344,838.28,11.0,50.3,38.7,89.0,345,826.09,29.6,38.8,31.6,70.4,7,5th,
6600591,FULTON COUNTY,TAYLOR ROAD M,281,846.30,1.4,48.8,49.8,98.6,281,868.59,1.4,23.8,74.7,98.6,280,862.41,3.2,34.3,62.5,96.8,280,866.68,3.9,25.4,70.7,96.1,280,867.25,7.1,23.6,69.3,92.9,7,6th,
6600597,FULTON COUNTY,NORTHWESTERN,404,845.78,1.5,49.3,49.3,98.5,403,856.62,0.7,30.5,68.7,99.3,394,865.24,0.3,30.7,69.0,99.7,408,861.20,3.2,29.4,67.4,96.8,407,877.18,3.9,19.4,76.7,96.1,7,6th,
6600602,FULTON COUNTY,FULTON SCIENC,162,850.35,0.6,45.7,53.7,99.4,162,865.64,1.9,19.8,78.4,98.1,162,870.37,0.6,26.5,72.8,99.4,162,872.67,1.2,22.8,75.9,98.8,162,879.89,1.2,19.1,79.6,98.8,7,6th,
6600603,FULTON COUNTY,SANDY SPRINGS,282,830.39,7.1,70.6,22.3,92.9,282,842.15,6.4,53.9,39.7,93.6,283,832.53,14.1,57.6,28.3,85.9,286,842.46,15.4,43.7,40.9,84.6,284,841.10,23.6,31.3,45.1,76.4,7,6th,
6600605,FULTON COUNTY,HAPEVILLE CHA,172,829.24,5.2,73.8,20.9,94.8,171,842.11,1.2,59.6,39.2,98.8,170,838.72,3.5,65.3,31.2,96.5,173,839.80,7.5,55.5,37.0,92.5,173,833.18,12.7,53.2,34.1,87.3,7,5th,
6600803,FULTON COUNTY,PAUL D WEST,232,816.03,21.6,72.0,6.5,78.4,231,826.43,12.6,69.3,18.2,87.4,222,813.86,27.0,62.6,10.4,73.0,239,811.62,37.2,49.0,13.8,62.8,240,802.15,51.7,34.6,13.8,48.3,7,5th,
6610107,GILMER COUNTY,CLEAR CREEK M,189,829.94,10.1,68.3,21.7,89.9,192,838.30,8.3,56.3,35.4,91.7,187,844.33,4.8,54.0,41.2,95.2,195,835.01,20.5,41.5,37.9,79.5,195,851.44,20.5,28.7,50.8,79.5,9,9th,
6610296,GILMER COUNTY,GILMER MIDDLE,146,830.65,7.5,71.9,20.5,92.5,144,841.75,7.6,51.4,41.0,92.4,146,847.29,4.8,52.1,43.2,95.2,150,833.05,14.7,56.0,29.3,85.3,149,848.54,15.4,33.6,51.0,84.6,9,9th,
6620196,GLASCOCK COUNTY,GLASCOCK COUN,64,824.72,10.9,71.9,17.2,89.1,64,833.77,14.1,51.6,34.4,85.9,64,830.77,15.6,59.4,25.0,84.4,63,832.08,25.4,44.4,30.2,74.6,64,819.83,37.5,39.1,23.4,62.5,1,12th,
6630107,GLYNN COUNTY,MORNINGSTAR T,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,4,1st,
6630112,GLYNN COUNTY,GLYNN MIDDLE,322,842.21,3.7,55.0,41.3,96.3,322,858.25,2.8,31.1,66.1,97.2,322,864.17,3.1,29.5,67.4,96.9,321,858.13,7.8,30.5,61.7,92.2,321,853.55,13.1,30.5,56.4,86.9,4,1st,
6630114,GLYNN COUNTY,JANE MACON MI,301,833.06,5.3,65.8,28.9,94.7,302,844.82,4.6,46.4,49.0,95.4,296,853.98,3.4,41.2,55.4,96.6,300,840.11,14.0,48.0,38.0,86.0,297,834.90,23.6,38.7,37.7,76.4,4,1st,
6630199,GLYNN COUNTY,NEEDWOOD MIDD,192,826.62,10.4,74.5,15.1,89.6,188,836.93,4.8,63.8,31.4,95.2,189,835.18,12.2,57.1,30.7,87.8,192,835.70,16.1,48.4,35.4,83.9,192,822.91,31.8,40.6,27.6,68.2,4,1st,
6634054,GLYNN COUNTY,RISLEY MIDDLE,57,825.53,1.8,86.0,12.3,98.2,57,838.96,3.5,59.6,36.8,96.5,57,850.56,3.5,42.1,54.4,96.5,56,827.59,14.3,67.9,17.9,85.7,56,830.48,19.6,50.0,30.4,80.4,4,1st,
6640192,GORDON COUNTY,SONORAVILLE,305,828.89,8.9,71.5,19.7,91.1,305,835.91,9.5,53.8,36.7,90.5,302,836.94,8.3,59.9,31.8,91.7,309,836.35,12.3,54.0,33.7,87.7,309,828.42,27.5,38.8,33.7,72.5,11,9th,
6640292,GORDON COUNTY,ASHWORTH MIDD,208,829.97,5.3,75.0,19.7,94.7,204,837.90,5.9,60.8,33.3,94.1,202,839.14,7.4,58.4,34.2,92.6,213,852.54,6.1,43.7,50.2,93.9,212,856.66,12.7,28.8,58.5,87.3,11,11th,
6650174,GRADY COUNTY,WASHINGTON MI,210,821.22,17.6,68.6,13.8,82.4,210,831.51,11.4,61.9,26.7,88.6,209,828.24,16.7,60.8,22.5,83.3,210,821.71,25.7,57.6,16.7,74.3,210,809.13,46.7,36.7,16.7,53.3,15,2nd,
6651054,GRADY COUNTY,WHIGHAM ELEME,59,832.41,1.7,72.9,25.4,98.3,59,837.88,5.1,62.7,32.2,94.9,59,835.19,6.8,64.4,28.8,93.2,59,832.86,10.2,61.0,28.8,89.8,59,836.47,18.6,47.5,33.9,81.4,15,2nd,
6653050,GRADY COUNTY,SHIVER ELEMEN,71,830.54,7.0,67.6,25.4,93.0,71,836.39,4.2,60.6,35.2,95.8,71,825.61,8.5,76.1,15.5,91.5,71,828.55,14.1,57.7,28.2,85.9,70,816.07,40.0,41.4,18.6,60.0,15,2nd,
6660101,GREENE COUNTY,ANITA WHITE C,144,817.92,13.9,73.6,12.5,86.1,143,826.41,11.2,72.7,16.1,88.8,146,820.23,21.9,65.1,13.0,78.1,148,810.46,39.2,48.6,12.2,60.8,148,797.47,60.1,30.4,9.5,39.9,10,10th,
6670107,GWINNETT COUNTY,GWINNETT EDUC,42,812.86,31.0,66.7,2.4,69.0,43,815.60,23.3,72.1,4.7,76.7,41,811.41,36.6,53.7,9.8,63.4,43,807.65,44.2,48.8,7.0,55.8,44,797.30,59.1,29.5,11.4,40.9,7,7th,
6670108,GWINNETT COUNTY,TRICKUM MIDDL,641,843.90,2.5,51.8,45.7,97.5,642,853.97,3.1,37.4,59.5,96.9,624,858.16,3.2,36.9,59.9,96.8,652,859.75,5.5,30.7,63.8,94.5,651,865.20,8.6,23.5,67.9,91.4,7,7th,
6670186,GWINNETT COUNTY,PINCKNEYVILLE,421,843.33,2.9,53.0,44.2,97.1,420,854.07,2.9,36.2,61.0,97.1,419,860.24,3.8,36.5,59.7,96.2,423,862.93,5.7,30.5,63.8,94.3,422,877.76,9.0,19.0,72.0,91.0,7,7th,
6670188,GWINNETT COUNTY,RICHARDS MIDD,668,829.57,6.4,73.7,19.9,93.6,663,842.43,3.0,55.8,41.2,97.0,658,843.37,7.6,52.4,40.0,92.4,694,838.66,11.8,50.3,37.9,88.2,688,835.74,21.7,39.8,38.5,78.3,7,7th,
6670197,GWINNETT COUNTY,CREEKLAND MID,720,841.26,3.1,56.8,40.1,96.9,721,855.56,1.9,35.4,62.7,98.1,720,859.64,2.9,36.7,60.4,97.1,731,860.98,4.8,32.6,62.7,95.2,732,872.23,6.4,20.8,72.8,93.6,7,7th,
6670198,GWINNETT COUNTY,ALTON C CREW,397,847.02,1.5,46.9,51.6,98.5,397,863.70,1.5,24.7,73.8,98.5,397,872.72,1.8,24.7,73.6,98.2,398,875.37,1.5,20.4,78.1,98.5,395,884.85,3.8,17.5,78.7,96.2,7,7th,
6670204,GWINNETT COUNTY,FRANK N OSBO,523,849.31,0.8,45.1,54.1,99.2,523,866.89,0.6,22.4,77.1,99.4,521,870.89,0.6,20.7,78.7,99.4,527,875.14,2.1,18.6,79.3,97.9,527,900.29,2.1,7.6,90.3,97.9,7,7th,
6670209,GWINNETT COUNTY,LANIER MIDDLE,384,839.02,2.6,62.5,34.9,97.4,379,848.90,2.6,45.1,52.2,97.4,376,853.53,2.4,42.3,55.3,97.6,394,849.62,4.8,43.9,51.3,95.2,394,875.41,5.3,15.7,78.9,94.7,7,7th,
6670276,GWINNETT COUNTY,SWEETWATER MI,566,827.06,10.1,73.9,16.1,89.9,566,836.57,6.9,60.1,33.0,93.1,569,832.32,12.5,59.9,27.6,87.5,576,833.91,15.6,51.9,32.5,84.4,572,838.99,20.8,40.2,39.0,79.2,7,7th,
6670279,GWINNETT COUNTY,FIVE FORKS MI,351,843.81,3.1,53.0,43.9,96.9,351,854.24,1.7,36.5,61.8,98.3,353,862.20,2.5,36.8,60.6,97.5,353,867.68,3.7,30.0,66.3,96.3,351,878.40,4.0,21.7,74.4,96.0,7,7th,
6670283,GWINNETT COUNTY,SHILOH MIDDLE,500,832.24,4.4,72.4,23.2,95.6,500,847.83,3.0,49.0,48.0,97.0,500,847.22,4.8,50.6,44.6,95.2,510,848.51,6.3,46.3,47.5,93.7,510,848.97,13.3,31.8,54.9,86.7,7,7th,
6670297,GWINNETT COUNTY,HULL MIDDLE S,742,844.91,2.3,51.6,46.1,97.7,745,857.48,1.9,36.1,62.0,98.1,750,867.08,2.4,29.7,67.9,97.6,765,866.98,4.4,26.5,69.0,95.6,754,872.36,6.2,19.8,74.0,93.8,7,7th,
6670304,GWINNETT COUNTY,BERKMAR MIDDL,321,828.79,8.4,69.5,22.1,91.6,321,839.95,7.8,54.8,37.4,92.2,324,839.55,12.3,49.4,38.3,87.7,330,847.11,13.3,40.9,45.8,86.7,324,846.89,17.9,33.0,49.1,82.1,7,13th,
6670380,GWINNETT COUNTY,DACULA MIDDLE,534,840.32,1.9,61.0,37.1,98.1,536,851.73,2.1,39.9,58.0,97.9,531,858.85,2.1,39.0,58.9,97.9,541,862.30,3.7,28.7,67.7,96.3,538,875.97,5.9,18.8,75.3,94.1,7,7th,
6670388,GWINNETT COUNTY,GWINNETT INTE,23,810.78,17.4,78.3,4.3,82.6,25,815.68,12.0,84.0,4.0,88.0,23,804.65,34.8,65.2,0.0,65.2,28,798.18,57.1,39.3,3.6,42.9,28,788.39,67.9,32.1,0.0,32.1,7,7th,
