Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
6630106,GLYNN COUNTY,STERLING ELEM,103,832.14,6.8,62.1,31.1,93.2,105,834.10,5.7,70.5,23.8,94.3,101,830.53,11.9,66.3,21.8,88.1,104,808.68,39.4,48.1,12.5,60.6,103,804.18,50.5,43.7,5.8,49.5,4,1st
6630107,GLYNN COUNTY,MORNINGSTAR T,3,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,2,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,      --,      --,      --,      --,      --,4,1st
6630178,GLYNN COUNTY,GLYNDALE ELEM,86,831.78,7.0,65.1,27.9,93.0,90,837.84,7.8,58.9,33.3,92.2,87,855.48,5.7,40.2,54.0,94.3,90,814.16,27.8,55.6,16.7,72.2,90,801.53,47.8,51.1,1.1,52.2,4,1st
6630190,GLYNN COUNTY,GOLDEN ISLES,120,831.12,3.3,69.2,27.5,96.7,120,840.15,3.3,55.0,41.7,96.7,120,841.74,4.2,51.7,44.2,95.8,120,829.93,22.5,45.0,32.5,77.5,120,814.63,29.2,58.3,12.5,70.8,4,1st
6630195,GLYNN COUNTY,OGLETHORPE PO,111,850.02,0.0,43.2,56.8,100.0,111,857.25,0.0,36.9,63.1,100.0,109,869.26,0.0,37.6,62.4,100.0,111,849.89,7.2,41.4,51.4,92.8,110,830.69,11.8,62.7,25.5,88.2,4,1st
6630198,GLYNN COUNTY,SATILLA MARSH,141,843.69,0.7,57.4,41.8,99.3,141,845.99,3.5,50.4,46.1,96.5,141,843.98,5.0,46.8,48.2,95.0,141,834.13,13.5,52.5,34.0,86.5,141,817.43,29.8,53.2,17.0,70.2,4,1st
6630298,GLYNN COUNTY,GREER ELEMENT,103,848.64,4.9,37.9,57.3,95.1,103,856.76,1.0,35.0,64.1,99.0,103,868.44,1.0,29.1,69.9,99.0,104,851.05,10.6,31.7,57.7,89.4,104,837.76,16.3,39.4,44.2,83.7,4,1st
6631052,GLYNN COUNTY,ALTAMA ELEMEN,70,818.43,21.4,67.1,11.4,78.6,75,826.81,16.0,66.7,17.3,84.0,75,825.11,17.3,61.3,21.3,82.7,76,800.84,48.7,40.8,10.5,51.3,75,801.76,46.7,50.7,2.7,53.3,4,1st
6631056,GLYNN COUNTY,ST SIMONS EL,70,849.74,2.9,44.3,52.9,97.1,71,854.34,4.2,35.2,60.6,95.8,70,880.26,4.3,15.7,80.0,95.7,72,847.32,16.7,31.9,51.4,83.3,72,824.58,20.8,55.6,23.6,79.2,4,1st
6634052,GLYNN COUNTY,BURROUGHS MOL,59,815.97,20.3,66.1,13.6,79.7,59,823.46,15.3,66.1,18.6,84.7,57,818.33,19.3,63.2,17.5,80.7,61,795.41,50.8,39.3,9.8,49.2,61,788.75,77.0,21.3,1.6,23.0,4,1st
6635052,GLYNN COUNTY,GOODYEAR ELEM,76,822.67,11.8,69.7,18.4,88.2,76,833.63,7.9,67.1,25.0,92.1,74,824.82,14.9,64.9,20.3,85.1,76,805.59,39.5,46.1,14.5,60.5,76,796.61,64.5,31.6,3.9,35.5,4,1st
6640110,GORDON COUNTY,SONORAVILLE E,120,828.29,10.8,66.7,22.5,89.2,116,836.76,6.0,62.1,31.9,94.0,118,841.03,9.3,49.2,41.5,90.7,122,822.96,28.7,47.5,23.8,71.3,122,814.49,35.2,50.0,14.8,64.8,11,9th
6640176,GORDON COUNTY,TOLBERT ELEME,85,831.41,5.9,69.4,24.7,94.1,85,834.65,5.9,64.7,29.4,94.1,84,852.75,6.0,44.0,50.0,94.0,87,832.00,21.8,42.5,35.6,78.2,87,817.74,28.7,54.0,17.2,71.3,11,9th
6640190,GORDON COUNTY,RED BUD ELEME,118,834.06,6.8,66.1,27.1,93.2,116,837.29,4.3,62.1,33.6,95.7,116,837.17,11.2,50.0,38.8,88.8,119,817.64,31.9,45.4,22.7,68.1,119,809.55,40.3,49.6,10.1,59.7,11,11th
6640274,GORDON COUNTY,SWAIN ELEMENT,83,826.42,18.1,54.2,27.7,81.9,83,834.83,12.0,56.6,31.3,88.0,81,830.75,16.0,48.1,35.8,84.0,87,826.62,24.1,50.6,25.3,75.9,87,813.47,32.2,55.2,12.6,67.8,11,11th
6641050,GORDON COUNTY,BELWOOD ELEME,76,828.70,5.3,71.1,23.7,94.7,76,835.42,6.6,60.5,32.9,93.4,77,843.48,7.8,45.5,46.8,92.2,78,827.81,21.8,47.4,30.8,78.2,77,821.92,22.1,57.1,20.8,77.9,11,11th
6642050,GORDON COUNTY,FAIRMOUNT ELE,60,837.48,5.0,65.0,30.0,95.0,60,836.18,3.3,71.7,25.0,96.7,60,853.45,8.3,36.7,55.0,91.7,60,841.80,5.0,48.3,46.7,95.0,60,822.67,25.0,60.0,15.0,75.0,11,9th
6650185,GRADY COUNTY,EASTSIDE ELEM,97,826.36,14.4,63.9,21.6,85.6,97,830.26,10.3,67.0,22.7,89.7,97,829.59,17.5,54.6,27.8,82.5,97,818.97,22.7,59.8,17.5,77.3,97,818.34,22.7,61.9,15.5,77.3,15,2nd
6651054,GRADY COUNTY,WHIGHAM ELEME,56,840.41,7.1,50.0,42.9,92.9,56,837.84,5.4,67.9,26.8,94.6,56,839.93,7.1,50.0,42.9,92.9,56,856.96,1.8,46.4,51.8,98.2,56,855.96,1.8,33.9,64.3,98.2,15,2nd
6651550,GRADY COUNTY,NORTHSIDE ELE,54,825.69,14.8,68.5,16.7,85.2,54,836.17,13.0,55.6,31.5,87.0,54,815.78,25.9,55.6,18.5,74.1,54,821.39,27.8,46.3,25.9,72.2,54,821.54,25.9,55.6,18.5,74.1,15,2nd
6652050,GRADY COUNTY,SOUTHSIDE ELE,82,831.59,13.4,59.8,26.8,86.6,82,835.95,9.8,56.1,34.1,90.2,82,823.39,17.1,59.8,23.2,82.9,82,816.88,30.5,48.8,20.7,69.5,81,807.68,39.5,51.9,8.6,60.5,15,2nd
6653050,GRADY COUNTY,SHIVER ELEMEN,74,826.64,14.9,56.8,28.4,85.1,74,831.70,8.1,63.5,28.4,91.9,74,818.35,24.3,59.5,16.2,75.7,74,844.39,10.8,43.2,45.9,89.2,74,833.20,14.9,44.6,40.5,85.1,15,2nd
6660109,GREENE COUNTY,LAKE OCONEE C,18,842.28,5.6,33.3,61.1,94.4,18,852.94,0.0,44.4,55.6,100.0,18,845.72,5.6,44.4,50.0,94.4,18,853.72,5.6,27.8,66.7,94.4,18,837.56,11.1,50.0,38.9,88.9,10,10th
6660201,GREENE COUNTY,UNION POINT E,45,829.51,2.2,80.0,17.8,97.8,46,832.67,4.3,71.7,23.9,95.7,45,841.69,4.4,53.3,42.2,95.6,47,836.28,12.8,48.9,38.3,87.2,47,823.43,21.3,61.7,17.0,78.7,10,10th
6660301,GREENE COUNTY,GREENSBORO EL,76,825.37,10.5,69.7,19.7,89.5,77,829.91,3.9,76.6,19.5,96.1,76,814.42,25.0,65.8,9.2,75.0,79,817.66,24.1,54.4,21.5,75.9,79,801.66,51.9,45.6,2.5,48.1,10,10th
6670100,GWINNETT COUNTY,ROCK SPRINGS,165,838.83,4.8,57.0,38.2,95.2,164,844.40,0.6,54.9,44.5,99.4,163,849.02,4.3,47.9,47.9,95.7,171,842.81,12.3,45.0,42.7,87.7,170,822.46,17.1,63.5,19.4,82.9,7,7th
6670109,GWINNETT COUNTY,BENEFIELD ELE,177,828.39,10.2,66.1,23.7,89.8,178,837.29,5.6,64.0,30.3,94.4,175,840.69,8.0,54.9,37.1,92.0,182,832.98,17.0,44.0,39.0,83.0,183,827.02,20.2,57.9,21.9,79.8,7,7th
6670173,GWINNETT COUNTY,CENTERVILLE E,123,831.45,8.9,57.7,33.3,91.1,122,840.30,4.9,59.8,35.2,95.1,118,850.28,4.2,40.7,55.1,95.8,128,826.65,18.0,51.6,30.5,82.0,128,813.30,28.9,57.8,13.3,71.1,7,7th
6670180,GWINNETT COUNTY,HEAD ELEMENTA,98,850.65,3.1,39.8,57.1,96.9,99,853.96,2.0,41.4,56.6,98.0,98,867.24,6.1,26.5,67.3,93.9,100,876.27,6.0,16.0,78.0,94.0,99,851.85,8.1,34.3,57.6,91.9,7,7th
6670184,GWINNETT COUNTY,BERKELEY LAKE,170,840.46,5.3,55.9,38.8,94.7,168,849.77,3.0,47.0,50.0,97.0,165,852.47,7.9,40.0,52.1,92.1,177,846.99,16.4,28.8,54.8,83.6,177,834.03,19.2,40.7,40.1,80.8,7,7th
6670190,GWINNETT COUNTY,CHATTAHOOCHEE,196,837.97,7.1,51.0,41.8,92.9,194,842.96,4.1,55.2,40.7,95.9,194,854.39,6.2,39.2,54.6,93.8,206,849.97,12.1,31.1,56.8,87.9,204,835.03,13.7,50.5,35.8,86.3,7,7th
6670191,GWINNETT COUNTY,DACULA ELEMEN,202,846.61,2.0,48.0,50.0,98.0,201,854.32,1.5,38.8,59.7,98.5,201,859.77,2.5,36.8,60.7,97.5,209,861.45,8.1,26.3,65.6,91.9,207,842.49,12.6,43.0,44.4,87.4,7,7th
6670193,GWINNETT COUNTY,WALNUT GROVE,164,844.04,6.7,40.9,52.4,93.3,164,852.14,1.8,44.5,53.7,98.2,162,874.35,2.5,25.9,71.6,97.5,166,860.29,6.6,29.5,63.9,93.4,166,848.87,6.0,37.3,56.6,94.0,7,7th
6670194,GWINNETT COUNTY,CRAIG ELEMENT,186,851.54,2.2,36.0,61.8,97.8,187,856.13,0.0,38.5,61.5,100.0,183,873.32,1.1,22.4,76.5,98.9,188,868.13,4.3,23.9,71.8,95.7,188,843.55,7.4,46.8,45.7,92.6,7,7th
6670196,GWINNETT COUNTY,HARBINS ELEME,127,839.37,3.9,55.1,40.9,96.1,131,842.73,3.1,55.7,41.2,96.9,126,845.50,7.9,45.2,46.8,92.1,135,841.47,13.3,42.2,44.4,86.7,135,824.00,20.7,57.8,21.5,79.3,7,7th
6670199,GWINNETT COUNTY,MEADOWCREEK E,163,824.11,9.8,73.0,17.2,90.2,165,832.02,4.8,72.7,22.4,95.2,160,829.60,14.4,59.4,26.3,85.6,173,813.12,31.2,52.6,16.2,68.8,173,802.83,46.8,50.9,2.3,53.2,7,4th
6670200,GWINNETT COUNTY,FREEMAN S MIL,171,842.74,4.1,46.2,49.7,95.9,169,858.55,0.0,33.7,66.3,100.0,170,861.40,1.8,34.1,64.1,98.2,178,854.29,8.4,28.7,62.9,91.6,177,845.51,8.5,39.0,52.5,91.5,7,7th
6670205,GWINNETT COUNTY,CORLEY ELEMEN,194,825.31,8.8,70.6,20.6,91.2,193,832.00,7.3,69.9,22.8,92.7,195,837.29,12.8,49.7,37.4,87.2,207,825.25,25.6,43.5,30.9,74.4,205,807.76,41.0,49.8,9.3,59.0,7,7th
6670208,GWINNETT COUNTY,MULBERRY ELEM,103,843.87,2.9,51.5,45.6,97.1,101,853.11,1.0,42.6,56.4,99.0,103,857.05,2.9,38.8,58.3,97.1,104,857.00,7.7,32.7,59.6,92.3,104,850.25,6.7,36.5,56.7,93.3,7,10th
6670210,GWINNETT COUNTY,LOVIN ELEMENT,135,843.33,2.2,54.1,43.7,97.8,135,848.23,1.5,57.0,41.5,98.5,134,851.49,6.0,38.1,56.0,94.0,139,844.92,10.1,41.7,48.2,89.9,138,831.09,18.1,53.6,28.3,81.9,7,7th
6670275,GWINNETT COUNTY,KNIGHT ELEMEN,123,845.41,1.6,47.2,51.2,98.4,124,852.28,1.6,46.8,51.6,98.4,125,855.16,6.4,32.0,61.6,93.6,126,859.56,9.5,29.4,61.1,90.5,126,845.20,8.7,40.5,50.8,91.3,7,7th
6670280,GWINNETT COUNTY,BEAVER RIDGE,191,828.46,8.9,64.9,26.2,91.1,192,837.85,4.2,66.7,29.2,95.8,190,840.17,4.7,58.4,36.8,95.3,195,827.33,17.9,54.4,27.7,82.1,195,816.58,29.2,56.4,14.4,70.8,7,4th
6670282,GWINNETT COUNTY,ANNISTOWN ELE,104,832.20,7.7,62.5,29.8,92.3,105,838.42,5.7,56.2,38.1,94.3,103,845.15,8.7,41.7,49.5,91.3,108,833.30,18.5,44.4,37.0,81.5,108,827.12,19.4,50.9,29.6,80.6,7,7th
6670285,GWINNETT COUNTY,HOPKINS ELEME,253,820.66,19.0,66.4,14.6,81.0,251,829.76,9.2,67.3,23.5,90.8,247,823.51,25.1,50.2,24.7,74.9,271,816.90,31.4,47.2,21.4,68.6,270,808.35,37.8,56.3,5.9,62.2,7,13th
6670286,GWINNETT COUNTY,BROOKWOOD ELE,202,851.76,2.0,36.6,61.4,98.0,198,856.21,1.5,34.3,64.1,98.5,197,876.22,2.5,22.3,75.1,97.5,206,866.40,5.8,24.8,69.4,94.2,205,861.84,3.9,28.3,67.8,96.1,7,7th
6670287,GWINNETT COUNTY,NORTON ELEMEN,214,839.18,2.8,61.2,36.0,97.2,214,841.18,1.9,63.6,34.6,98.1,209,853.83,4.3,38.8,56.9,95.7,218,833.84,11.9,56.0,32.1,88.1,218,818.97,23.9,64.2,11.9,76.1,7,7th
6670288,GWINNETT COUNTY,MINOR ELEMENT,166,827.96,10.8,63.9,25.3,89.2,164,836.98,4.3,63.4,32.3,95.7,162,845.96,6.2,47.5,46.3,93.8,169,830.75,18.3,51.5,30.2,81.7,169,824.64,19.5,56.8,23.7,80.5,7,13th
6670289,GWINNETT COUNTY,MCKENDREE ELE,205,840.69,1.5,57.6,41.0,98.5,203,845.15,1.5,60.1,38.4,98.5,201,846.82,7.0,50.2,42.8,93.0,211,848.41,9.0,38.4,52.6,91.0,211,831.60,13.3,55.0,31.8,86.7,7,7th
6670291,GWINNETT COUNTY,SHILOH ELEMEN,117,841.53,3.4,54.7,41.9,96.6,118,843.90,2.5,53.4,44.1,97.5,116,858.53,6.0,37.1,56.9,94.0,124,834.40,16.9,45.2,37.9,83.1,124,826.43,18.5,55.6,25.8,81.5,7,7th
6670294,GWINNETT COUNTY,NESBIT ELEMEN,231,822.83,16.0,63.6,20.3,84.0,230,827.57,10.0,71.3,18.7,90.0,230,827.96,17.0,55.7,27.4,83.0,243,813.00,33.3,48.1,18.5,66.7,240,809.16,40.0,49.2,10.8,60.0,7,4th
6670295,GWINNETT COUNTY,FORT DANIEL E,113,844.47,2.7,49.6,47.8,97.3,112,851.96,0.0,45.5,54.5,100.0,110,848.61,7.3,48.2,44.5,92.7,113,859.69,8.8,28.3,62.8,91.2,113,846.95,9.7,40.7,49.6,90.3,7,7th
6670296,GWINNETT COUNTY,SUGAR HILL EL,189,843.63,4.8,47.6,47.6,95.2,188,845.81,4.3,50.0,45.7,95.7,189,849.84,6.3,46.6,47.1,93.7,196,851.24,12.8,30.1,57.1,87.2,195,846.35,10.8,34.4,54.9,89.2,7,7th
6670298,GWINNETT COUNTY,M H MASON ELE,195,841.51,6.7,48.7,44.6,93.3,198,851.40,2.5,40.9,56.6,97.5,189,859.60,7.9,34.9,57.1,92.1,200,858.29,10.0,31.0,59.0,90.0,198,841.28,13.1,41.9,44.9,86.9,7,7th
6670300,GWINNETT COUNTY,SUSAN STRIPLI,153,826.56,12.4,60.8,26.8,87.6,152,835.22,7.2,61.8,30.9,92.8,152,846.28,5.9,43.4,50.7,94.1,158,837.18,15.2,46.2,38.6,84.8,158,822.37,24.1,50.0,25.9,75.9,7,4th
6670305,GWINNETT COUNTY,IVY CREEK ELE,137,844.69,5.8,46.0,48.2,94.2,136,850.19,0.7,50.7,48.5,99.3,136,846.40,8.8,45.6,45.6,91.2,140,855.87,9.3,30.0,60.7,90.7,140,833.34,16.4,50.7,32.9,83.6,7,7th
6670309,GWINNETT COUNTY,ROSEBUD ELEME,169,836.47,8.3,54.4,37.3,91.7,168,844.38,4.2,48.8,47.0,95.8,165,848.28,6.1,47.9,46.1,93.9,169,846.27,10.7,40.2,49.1,89.3,169,838.14,11.8,49.7,38.5,88.2,7,7th
6670376,GWINNETT COUNTY,GWIN OAKS ELE,179,842.30,2.8,51.4,45.8,97.2,178,850.06,1.1,50.0,48.9,98.9,179,863.68,4.5,30.7,64.8,95.5,185,857.19,8.6,29.7,61.6,91.4,184,841.92,8.7,48.4,42.9,91.3,7,7th
6670382,GWINNETT COUNTY,ARCADO ELEMEN,152,844.58,5.9,44.7,49.3,94.1,148,852.37,1.4,45.3,53.4,98.6,146,870.62,1.4,28.8,69.9,98.6,155,862.09,12.3,22.6,65.2,87.7,155,848.32,11.0,30.3,58.7,89.0,7,7th
6670389,GWINNETT COUNTY,CEDAR HILL EL,204,833.38,10.8,57.4,31.9,89.2,205,839.12,6.8,60.0,33.2,93.2,201,848.85,11.4,35.3,53.2,88.6,212,828.92,22.6,47.2,30.2,77.4,211,818.64,26.5,56.9,16.6,73.5,7,7th
6670391,GWINNETT COUNTY,PHARR ELEMENT,134,847.79,0.0,50.7,49.3,100.0,133,852.26,0.0,42.9,57.1,100.0,133,858.71,5.3,33.8,60.9,94.7,137,853.82,5.8,37.2,56.9,94.2,137,840.09,5.1,56.9,38.0,94.9,7,7th
6670394,GWINNETT COUNTY,SIMONTON ELEM,158,831.03,8.2,62.0,29.7,91.8,159,842.33,3.8,59.7,36.5,96.2,156,846.72,5.1,47.4,47.4,94.9,168,832.10,15.5,49.4,35.1,84.5,168,815.71,25.0,66.1,8.9,75.0,7,7th
6670395,GWINNETT COUNTY,JACKSON ELEME,303,842.09,5.9,47.2,46.9,94.1,300,847.88,5.7,44.3,50.0,94.3,297,857.11,6.7,35.4,57.9,93.3,309,844.69,14.6,36.6,48.9,85.4,307,834.29,16.9,46.3,36.8,83.1,7,7th
6670397,GWINNETT COUNTY,MAGILL ELEMEN,243,836.28,7.4,58.0,34.6,92.6,240,839.73,4.6,62.5,32.9,95.4,237,848.44,6.3,44.3,49.4,93.7,250,834.46,16.4,47.2,36.4,83.6,249,825.96,18.1,56.6,25.3,81.9,7,7th
6670398,GWINNETT COUNTY,PARTEE ELEMEN,75,830.91,6.7,66.7,26.7,93.3,72,837.89,4.2,62.5,33.3,95.8,73,850.38,4.1,47.9,47.9,95.9,79,828.08,22.8,46.8,30.4,77.2,79,819.25,25.3,54.4,20.3,74.7,7,7th
6670400,GWINNETT COUNTY,RIVERSIDE ELE,175,854.98,1.1,32.6,66.3,98.9,175,858.45,0.0,36.6,63.4,100.0,172,861.39,1.2,36.6,62.2,98.8,178,872.39,3.4,20.8,75.8,96.6,177,855.79,4.0,36.2,59.9,96.0,7,7th
6670409,GWINNETT COUNTY,PUCKETT S MIL,203,851.14,0.5,35.5,64.0,99.5,204,854.61,0.5,41.7,57.8,99.5,201,866.25,1.0,22.4,76.6,99.0,206,872.17,1.9,20.4,77.7,98.1,206,854.93,1.5,34.5,64.1,98.5,7,7th
6670494,GWINNETT COUNTY,SIMPSON ELEME,153,862.91,0.0,19.0,81.0,100.0,152,868.88,0.0,23.0,77.0,100.0,154,887.62,1.9,11.0,87.0,98.1,161,875.51,6.2,11.2,82.6,93.8,160,866.32,5.6,16.9,77.5,94.4,7,7th
6670495,GWINNETT COUNTY,KANOHEDA ELEM,158,833.68,7.0,62.7,30.4,93.0,158,842.91,3.2,57.6,39.2,96.8,156,851.22,5.1,37.2,57.7,94.9,164,834.09,12.8,50.6,36.6,87.2,163,827.37,20.9,51.5,27.6,79.1,7,7th
6670498,GWINNETT COUNTY,TAYLOR ELEMEN,182,843.09,6.0,45.6,48.4,94.0,178,847.87,2.8,50.0,47.2,97.2,177,857.48,6.2,36.2,57.6,93.8,191,849.85,11.5,35.6,52.9,88.5,190,838.27,13.7,46.3,40.0,86.3,7,7th
6670505,GWINNETT COUNTY,SYCAMORE ELEM,121,831.12,14.0,53.7,32.2,86.0,121,833.99,9.1,64.5,26.4,90.9,120,848.02,9.2,41.7,49.2,90.8,124,839.98,16.9,40.3,42.7,83.1,123,826.54,17.1,57.7,25.2,82.9,7,7th
6670509,GWINNETT COUNTY,TRIP ELEMENTA,146,840.89,4.8,52.1,43.2,95.2,146,840.62,2.7,62.3,34.9,97.3,146,846.73,9.6,40.4,50.0,90.4,146,843.79,9.6,41.1,49.3,90.4,143,832.02,16.8,46.9,36.4,83.2,7,7th
6670605,GWINNETT COUNTY,W J COOPER,185,837.71,4.9,57.3,37.8,95.1,185,842.46,1.6,62.7,35.7,98.4,182,864.76,0.5,28.6,70.9,99.5,190,843.56,8.4,38.4,53.2,91.6,190,829.42,11.6,61.1,27.4,88.4,7,7th
6670608,GWINNETT COUNTY,PATRICK ELEME,162,838.10,4.3,54.9,40.7,95.7,163,844.20,6.7,48.5,44.8,93.3,162,852.65,4.9,40.1,54.9,95.1,165,847.59,11.5,30.9,57.6,88.5,163,839.50,11.0,42.9,46.0,89.0,7,7th
6670705,GWINNETT COUNTY,PARSONS ELEME,133,850.89,0.0,39.8,60.2,100.0,133,854.80,0.0,45.1,54.9,100.0,134,870.80,0.0,27.6,72.4,100.0,135,865.88,1.5,21.5,77.0,98.5,133,848.73,2.3,45.9,51.9,97.7,7,7th
6671005,GWINNETT COUNTY,ALCOVA ELEMEN,149,835.50,2.7,61.7,35.6,97.3,148,840.33,5.4,60.1,34.5,94.6,146,854.36,8.2,37.7,54.1,91.8,150,844.93,14.0,34.7,51.3,86.0,150,824.37,20.0,56.7,23.3,80.0,7,7th
6671013,GWINNETT COUNTY,FERGUSON ELEM,127,825.63,15.0,63.0,22.0,85.0,126,831.55,8.7,69.0,22.2,91.3,126,821.60,21.4,53.2,25.4,78.6,132,817.44,33.3,42.4,24.2,66.7,131,806.95,45.0,45.0,9.9,55.0,7,7th
6671014,GWINNETT COUNTY,ROBERTS ELEME,119,847.17,1.7,44.5,53.8,98.3,118,850.81,0.0,44.1,55.9,100.0,118,853.36,6.8,39.0,54.2,93.2,122,852.17,8.2,29.5,62.3,91.8,120,843.26,8.3,50.8,40.8,91.7,7,7th
6671015,GWINNETT COUNTY,JENKINS ELEME,133,823.32,12.8,66.9,20.3,87.2,133,835.23,3.8,68.4,27.8,96.2,131,853.25,4.6,38.9,56.5,95.4,138,824.17,25.4,43.5,31.2,74.6,139,809.26,39.6,53.2,7.2,60.4,7,7th
6671016,GWINNETT COUNTY,ANDERSON LIVS,135,830.87,10.4,60.0,29.6,89.6,135,839.00,5.2,60.7,34.1,94.8,135,845.91,9.6,44.4,45.9,90.4,136,836.15,18.4,37.5,44.1,81.6,136,824.77,22.1,50.0,27.9,77.9,7,7th
6671017,GWINNETT COUNTY,BURNETTE ELEM,109,848.67,0.9,45.9,53.2,99.1,110,853.69,1.8,40.0,58.2,98.2,107,864.31,4.7,26.2,69.2,95.3,112,853.39,12.5,24.1,63.4,87.5,112,838.81,11.6,45.5,42.9,88.4,7,7th
6671020,GWINNETT COUNTY,NEW LIFE,21,840.52,0.0,71.4,28.6,100.0,21,851.38,0.0,42.9,57.1,100.0,21,842.14,14.3,47.6,38.1,85.7,20,870.30,5.0,15.0,80.0,95.0,20,828.85,10.0,70.0,20.0,90.0,7,7th
6671052,GWINNETT COUNTY,DYER ELEMENTA,132,839.31,3.0,57.6,39.4,97.0,132,847.24,3.8,53.8,42.4,96.2,132,859.02,7.6,27.3,65.2,92.4,132,855.73,6.1,31.8,62.1,93.9,132,837.14,13.6,49.2,37.1,86.4,7,7th
6671058,GWINNETT COUNTY,ROCKBRIDGE EL,119,822.97,9.2,74.8,16.0,90.8,118,824.25,10.2,75.4,14.4,89.8,118,828.38,16.1,56.8,27.1,83.9,136,813.58,35.3,45.6,19.1,64.7,134,810.96,32.8,55.2,11.9,67.2,7,4th
6671105,GWINNETT COUNTY,J A ALFORD EL,155,833.57,9.0,60.6,30.3,91.0,154,842.57,3.2,59.1,37.7,96.8,153,857.61,3.3,39.2,57.5,96.7,165,825.06,23.6,47.9,28.5,76.4,165,813.92,32.7,53.3,13.9,67.3,7,7th
6671110,GWINNETT COUNTY,STARLING ELEM,151,842.87,3.3,49.7,47.0,96.7,152,847.05,2.6,48.0,49.3,97.4,151,864.92,3.3,29.1,67.5,96.7,161,847.18,13.7,33.5,52.8,86.3,160,824.81,20.0,55.6,24.4,80.0,7,7th
6671205,GWINNETT COUNTY,DUNCAN CREEK,201,847.24,3.5,41.8,54.7,96.5,201,851.86,1.0,41.8,57.2,99.0,200,850.49,9.0,38.0,53.0,91.0,206,858.13,6.8,28.6,64.6,93.2,206,840.87,9.2,49.0,41.7,90.8,7,7th
6671305,GWINNETT COUNTY,MARGARET WINN,164,835.30,4.9,62.8,32.3,95.1,162,841.19,1.9,63.0,35.2,98.1,161,854.65,7.5,35.4,57.1,92.5,175,838.20,12.6,45.1,42.3,87.4,174,821.36,21.3,60.3,18.4,78.7,7,7th
6671310,GWINNETT COUNTY,WHITE OAK ELE,127,844.58,0.8,50.4,48.8,99.2,126,845.34,0.0,54.8,45.2,100.0,126,865.53,2.4,29.4,68.3,97.6,129,855.01,7.0,29.5,63.6,93.0,127,846.37,4.7,44.1,51.2,95.3,7,7th
6671405,GWINNETT COUNTY,LEVEL CREEK E,184,854.24,1.1,34.8,64.1,98.9,182,861.86,0.5,29.1,70.3,99.5,183,872.17,1.6,25.7,72.7,98.4,188,874.51,4.3,16.0,79.8,95.7,187,857.49,3.2,32.6,64.2,96.8,7,7th
6671605,GWINNETT COUNTY,CHARLES BRANT,139,832.73,10.1,59.7,30.2,89.9,140,845.74,5.7,47.1,47.1,94.3,141,858.40,6.4,29.8,63.8,93.6,146,847.25,13.0,32.9,54.1,87.0,143,828.26,16.8,55.9,27.3,83.2,7,7th
6671810,GWINNETT COUNTY,WOODWARD MILL,150,843.49,2.7,48.0,49.3,97.3,147,849.54,2.0,48.3,49.7,98.0,141,848.44,6.4,44.0,49.6,93.6,150,852.02,8.7,39.3,52.0,91.3,150,841.09,6.0,52.0,42.0,94.0,7,7th
6672050,GWINNETT COUNTY,BETHESDA ELEM,165,830.05,7.9,60.6,31.5,92.1,167,836.88,4.2,64.1,31.7,95.8,164,842.79,10.4,47.0,42.7,89.6,170,830.64,18.2,44.1,37.6,81.8,170,823.39,25.3,54.1,20.6,74.7,7,7th
6672052,GWINNETT COUNTY,GRAYSON ELEME,144,844.26,4.2,42.4,53.5,95.8,142,848.65,4.9,44.4,50.7,95.1,140,846.91,3.6,49.3,47.1,96.4,150,850.23,10.7,30.7,58.7,89.3,150,835.87,14.7,46.7,38.7,85.3,7,7th
6672054,GWINNETT COUNTY,HARMONY ELEME,99,841.34,6.1,46.5,47.5,93.9,99,850.00,1.0,49.5,49.5,99.0,99,850.47,5.1,35.4,59.6,94.9,101,851.76,7.9,30.7,61.4,92.1,101,840.34,9.9,48.5,41.6,90.1,7,7th
6672056,GWINNETT COUNTY,MOUNTAIN PARK,103,837.95,7.8,48.5,43.7,92.2,102,846.43,3.9,50.0,46.1,96.1,102,857.87,5.9,34.3,59.8,94.1,106,842.27,16.0,34.9,49.1,84.0,106,834.90,17.0,44.3,38.7,83.0,7,7th
6673050,GWINNETT COUNTY,BRITT ELEMENT,95,840.62,4.2,53.7,42.1,95.8,94,842.96,1.1,57.4,41.5,98.9,92,839.14,13.0,47.8,39.1,87.0,97,845.23,10.3,34.0,55.7,89.7,95,831.35,11.6,53.7,34.7,88.4,7,7th
